ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,form_in_source
120,kuisriwises1978,1422,,t ə m o ŋ,,,
121,kuihuffman1979,1422,,t ə m ɑ ŋ,,,
123,nge,1422,,m o ŋ,,,
124,pacoh,1422,,t u m o̰ ŋ,,,
125,sokhammouane,1422,,ʔəːt pan ʔəːt,,,
126,sosakonnakhon,1422,,ʔ əː t,,,
127,soueisaravan,1422,,n ɔ ŋ,,,
128,taoi,1422,,m o ŋˀ,,,
129,khasi,1422,,ʔ i m,,,
131,pnar,1422,,ʔ i m,,,
132,warlamin,1422,,p ʔ e m,,,
133,khmersurin,1422,,r ua h,,,
134,khmerstandard,1422,,r ʊə h,,,
135,idu,1422,,r îə h,,,
136,khmucuang,1422,,b l ɨə r,,,
138,khmuyuan,1422,,p r ɨa l,,,
140,maltin,1422,,j i h,,,
146,bugan,1422,,k ai,,,
147,mang,1422,,m iː n,,,
148,nyahkur,1422,,kʰ ə ɲ u ŋ,,,
149,mon,1422,,c à ŋ,,,
151,gorum,1422,,m ḛ ŋ,,,
155,kharia,1422,,b ɔ ˈr ɔ l,,,
156,kharia,1422,,ɟ a n,,,
157,kharia,1422,,k a c a,,,
161,santali,1422,,w a ɲ c a w,,,
162,sora,1422,,m ʔ ɛ ŋ,,,
163,car,1422,,ʔ ã h,,,
165,nancowri,1422,,ʔ æ̃ h,,,
172,lawaratanakul,1422,,ʔ aɨ t,,,
174,manmet,1422,,i m,,,
176,palaungdaraang,1422,,Ɂ i m,,,
177,palaungnamhsan,1422,,ʔ i m,,,
178,riangsak,1422,,ʔ i m,,,
181,wapraok,1422,,ʔ i m,,,
186,karii,1422,,c l ɔ̀ ŋ ʔ,,,
189,ruc,1422,,k l oː ŋ,,,
191,vietnamese,1422,,s o n g,,,
199,alak,587,,m b oː c,,,
200,bahnargolar,587,,h m oː c,,,
201,bahnarkontum,587,,h m o c,,,
202,bahnarpleiku,587,,h m oː c,,,
203,brao,587,,m oː c,,,
205,cua,587,,r a m uː t,,,
206,halang,587,,m uː t,,,
207,jeh,587,,m u t,,,
208,jrulaven,587,,h m oː c,,,
210,mnongrolom,587,,s aː m,,,
211,nyaheun,587,,h m oː c,,,
214,sedang,587,,h m u j,,,
215,sedang,587,,k ə m uə,,,
216,sre,587,,ŋ ɔ ɲ,,,
217,stieng,587,,cʰ ia m,,,
219,brutalan,587,,m i c,,,
220,bruubon,587,,s ə m uː c,,,
221,in,587,,m i t,,,
222,katang,587,,h ə m ʊ j ʔ,,,
223,katuandiem,587,,ʔ a ʄ ɛ n,,,
225,kuisriwises1978,587,,m h oː c,,,
226,kuihuffman1979,587,,s ə m oː c,,,
227,mankong,587,,s ə m uː j ʔ,,,
228,nge,587,,m i c,,,
229,pacoh,587,,ʔ a m uː j ʔ,,,
230,sokhammouane,587,,s i m uː c,,,
231,sosakonnakhon,587,,s ə m uː t,,,
232,soueisaravan,587,,s ə m uː c,,,
233,taoi,587,,m i c,,,
234,khasi,587,,d kʰ ie w,,,
235,pnar,587,,t kʰ u,,,
236,warlamin,587,,l ə n t i,,,
237,khmersurin,587,,s m ɔː c,,,
238,khmerstandard,587,,s r ɑ m ao c,,,
239,idu,587,,m ɛ́ ʔ,,,
240,khmucuang,587,,ʰm uː c,,,
242,khmuyuan,587,,m úː c,,,
244,maltin,587,,m oː c,,,
248,bugan,587,,ɣ e n,,,
249,mang,587,,ʔaŋ² maj⁶,,,
250,mon,587,,h ə m o̱ t,,,
251,nyahkur,587,,h m u̱a c,,,
254,gorum,587,,m u m o j,,,
256,kharia,587,,m uˀ ɟ ɖ ɑ ʔ,,,
262,santali,587,,m u c˺,,,
263,sora,587,,m u ɟ,,,
264,car,587,,t a l k u c,,,
265,nancowri,587,,t a ɲ,,,
273,lawaratanakul,587,,ʔ m ɔi c,,,
275,manmet,587,,a ʨɔh³¹,,,
277,palaungdaraang,587,,ma pruɲ,,,
278,palaungkalaw,587,,ma pruːŋ,,,
279,palaungnamhsan,587,,b r i ŋ,,,
280,riangsak,587,,p r u ɲ,,,
283,wapraok,587,,m ɯ c,,,
289,karii,587,,k a ɲ àː r ʔ,,,
292,ruc,587,,k i ḛ̀ m,,,
295,vietnamese,587,,k i e n,,,
299,alak,977,,p l aː,,,
300,bahnargolar,977,,m r ɔ m,,,
301,bahnarkontum,977,,m r ɔ m,,,
302,bahnarpleiku,977,,ɓ r ə m,,,
303,brao,977,,d r a ŋ,,,
307,cua,977,,r ʌ ŋ,,,
308,cua,977,,n ɔː k,,,
309,halang,977,,s ɔa r,,,
310,jeh,977,,p l aː,,,
311,jrulaven,977,,t ɔ ŋ,,,
314,mnongrolom,977,,kam tlak,,,
315,nyaheun,977,,t ɔː ŋ,,,
317,rengao,977,,r a ŋ,,,
319,sedang,977,,r a̰ ŋ,,,
320,sre,977,,k a m,,,
323,brutalan,977,,c r aˀa h,,,
324,bruubon,977,,k a m,,,
325,in,977,,h ə r a̰ː h,,,
326,katang,977,,k a m,,,
327,katuandiem,977,,c a r a h,,,
328,kuisriwises1978,977,,k a m,,,
330,nge,977,,n c a r a h,,,
331,pacoh,977,,t a r a h,,,
332,sokhammouane,977,,kɑːn tʰnṳː,,,
333,sosakonnakhon,977,,ʔaloaːŋ pɛŋ,,,
334,taoi,977,,s r aː h,,,
335,khasi,977,,kʰ n a m,,,
336,pnar,977,,kʰ n a m,,,
337,warlamin,977,,h a m,,,
338,khmersurin,977,,p r ʊː ɲ,,,
339,khmerstandard,977,,p r uə ɲ,,,
340,khmucuang,977,,k a m,,,
342,khmuyuan,977,,k á m,,,
344,maltin,977,,kʰ a m,,,
345,maltin,977,,k ó ŋ,,,
349,bugan,977,,s a,,,
350,mang,977,,p aː j,,,
351,mon,977,,l ə̀,,,
352,nyahkur,977,,k á m,,,
355,gorum,977,,a m o n,,,
358,kharia,977,,k ɔ m,,,
363,santali,977,,s a r,,,
364,sora,977,,a ʔ a m,,,
365,car,977,,c ɔ k,,,
367,nancowri,977,,ʔ ã h c a k a b e l,,,
375,lawaratanakul,977,,pɨn ʔak,,,
377,manmet,977,,tăi³⁵ ak⁵³,,,
379,palaungdaraang,977,,b r a,,,
380,palaungkalaw,977,,ɓlaː ʔaʔ,,,
382,palaungnamhsan,977,,r e,,,
383,riangsak,977,,ɗ ɛ,,,
387,wapraok,977,,t e̤,,,
390,karii,977,,c a r aː h,,,
392,ruc,977,,k a m,,,
395,vietnamese,977,,c ă m,,,
397,alak,646,,pʻ uː h,,,
398,bahnargolar,646,,t ə n u h,,,
399,bahnarkontum,646,,t ə n u h,,,
400,bahnarpleiku,646,,tənuh ʔuɲ,,,
401,brao,646,,k r ə ʔ ɨ h,,,
405,jrulaven,646,,b r u k,,,
409,mnongrolom,646,,doʔ buh,,,
410,nyaheun,646,,b r u k,,,
412,rengao,646,,b l ɔː,,,
414,sedang,646,,c ɔ j,,,
415,sre,646,,b uː h,,,
416,stieng,646,,b u h,,,
418,bruubon,646,,b ɔ h,,,
419,in,646,,b ɔ̰ː h,,,
420,katang,646,,ʔ a b ɔ h,,,
421,katuandiem,646,,ɓ l ɔː,,,
423,kuisriwises1978,646,,pʰ ɑ ʔ,,,
424,kuihuffman1979,646,,pʰ ɑ ʔ,,,
426,mankong,646,,b ɑ h,,,
427,nge,646,,b ɔ h,,,
428,pacoh,646,,ʔ a b ɔ h,,,
429,sokhammouane,646,,b ɑ h,,,
430,sosakonnakhon,646,,b ɑ h,,,
431,soueisaravan,646,,ʔ a b ɔ h,,,
432,taoi,646,,b ɔː h,,,
433,khasi,646,,d p ɛ j,,,
435,pnar,646,,t p aːi,,,
436,warlamin,646,,p u s ia ʔ,,,
437,khmersurin,646,,pʰ ɛ h,,,
438,khmerstandard,646,,pʰ əː h,,,
439,idu,646,,b ɔ̰̂ː,,,
440,khmucuang,646,,b ɔ h,,,
442,khmuyuan,646,,p ɔ̀ h,,,
444,maltin,646,,p ua h,,,
450,mang,646,,p aː ʑ ɨə,,,
451,mon,646,,p ə t ɑ ɲ,,,
452,nyahkur,646,,p ə t í ɲ,,,
455,gorum,646,,b u ɖ i,,,
458,kharia,646,,kʰ a r o m,,,
463,santali,646,,t o r o c˺,,,
464,sora,646,,k o m a b,,,
465,car,646,,t i s u m,,,
467,nancowri,646,,b e n h oa v a,,,
476,lawaratanakul,646,,ɲ o ʔ,,,
478,manmet,646,,p ui,,,
480,palaungdaraang,646,,b r ɔ ŋ ɔ,,,
481,palaungkalaw,646,,ka faːk,,,
483,palaungnamhsan,646,,k ə f a ŋ,,,
487,wapraok,646,,ɲ a̤ɔ ʔ,,,
493,karii,646,,b uː ɲ,,,
496,ruc,646,,t a p ɛː h,,,
499,vietnamese,646,,m u n,,,
507,alak,1927,,ʔlɔːŋ koʔ,,,
508,bahnargolar,1927,,p ə l ɛː,,,
509,bahnarkontum,1927,,p ə l ɛː,,,
510,bahnarpleiku,1927,,p ə l ɛː,,,
511,brao,1927,,r cʰ ɨː,,,
515,cua,1927,,k l a j,,,
516,cua,1927,,k a r əː m,,,
517,cua,1927,,t r a k,,,
518,halang,1927,,k r aː m,,,
519,jeh,1927,,k l aː,,,
520,jrulaven,1927,,ʔlɔːŋ loʔ,,,
523,mnongrolom,1927,,n aː m,,,
524,nyaheun,1927,,n t ɛː,,,
525,nyaheun,1927,,k o ʔ,,,
527,rengao,1927,,lɔːŋ pəliː,,,
529,sedang,1927,,h ə d r ɛ̰ə,,,
530,sre,1927,,g l e,,,
531,stieng,1927,,k ə ʃ ɔ p,,,
533,brutalan,1927,,lɔˀɔŋ koʔ,,,
534,bruubon,1927,,ʔaːluaŋ sərɔŋ,,,
535,in,1927,,h ə r a ŋ,,,
536,katang,1927,,h ə r ɔ ŋ,,,
537,katuandiem,1927,,k r əː m,,,
538,katuandiem,1927,,s a r ɑ ŋ,,,
545,kuisriwises1978,1927,,ʔalùaŋ soŋ,,,
546,kuihuffman1979,1927,,ʔ a l oa ŋ k ɑ ʔ,,,
547,mankong,1927,,s r ɑ ŋ,,,
548,nge,1927,,s a r a ŋ,,,
549,pacoh,1927,,ʔəlɔːŋ srɔŋ,,,
550,soueisaravan,1927,,s r ɔ ŋ,,,
551,taoi,1927,,s r a ŋ,,,
552,khasi,1927,,s ie c,,,
553,pnar,1927,,s ei t,,,
554,warlamin,1927,,tʰ n e ŋ,,,
555,khmersurin,1927,,r s ɛ j,,,
556,khmerstandard,1927,,r ə s ɤ j,,,
557,idu,1927,,naʔôːŋ pʰǎj,,,
558,khmucuang,1927,,t uː t,,,
560,khmuyuan,1927,,r h áː ŋ,,,
562,maltin,1927,,lam saːŋ,,,
567,bugan,1927,,m ou,,,
568,mang,1927,,laŋ² mɛŋ³,,,
569,mon,1927,,t u n,,,
570,nyahkur,1927,,tʰ uː ɲ,,,
573,gorum,1927,,u r u ŋ,,,
576,kharia,1927,,k ɔ ˈl ɛˀ ɖ,,,
577,kharia,1927,,k o n ɖ e ŋ,,,
582,santali,1927,,m a t˺,,,
583,sora,1927,,u r ɨ ŋ,,,
584,car,1927,,h ao,,,
585,nancowri,1927,,h e d w a,,,
586,nancowri,1927,,ŋ oa,,,
594,lawaratanakul,1927,,ʔ ɔ ʔ,,,
595,manmet,1927,,h ɤ ŋ,,,
597,palaungdaraang,1927,,r̥ a ŋ,,,
598,palaungkalaw,1927,,həi hnuːŋ,,,
599,palaungnamhsan,1927,,h r ɯ ŋ,,,
600,riangsak,1927,,r ɤ ŋ,,,
610,karii,1927,,b a ŋ,,,
612,ruc,1927,,pʰ ɛː w,,,
615,vietnamese,1927,,p h eo,,,
616,vietnamese,1927,,t r e,,,
624,alak,868,,p r iː t,,,
625,bahnargolar,868,,p r iː t,,,
626,bahnarkontum,868,,p r iː t,,,
627,bahnarpleiku,868,,p r iː t,,,
628,brao,868,,p r ɨː t,,,
632,cua,868,,p a r eː t,,,
633,halang,868,,p r i̤ə t,,,
634,jeh,868,,p r i̤a t,,,
635,jrulaven,868,,p r ɨə t,,,
639,mnongrolom,868,,p r iː t,,,
640,nyaheun,868,,p r ɨə t,,,
642,rengao,868,,p r e t,,,
644,sedang,868,,p r iə t,,,
645,sre,868,,p r iː t,,,
646,stieng,868,,p r iː t,,,
649,brutalan,868,,p r i n ʔ,,,
650,bruubon,868,,p r ia t,,,
651,in,868,,p r i nˀ,,,
652,katang,868,,p r iːə t,,,
653,katuandiem,868,,p r i̤a t,,,
655,kuisriwises1978,868,,p r iː t,,,
656,kuihuffman1979,868,,p l iə t,,,
658,mankong,868,,p r i̤a t,,,
659,nge,868,,p r iː t,,,
660,pacoh,868,,p r ia t,,,
661,sokhammouane,868,,p r iə t,,,
662,sosakonnakhon,868,,p r iːə t,,,
663,soueisaravan,868,,p r ia t,,,
664,taoi,868,,p r i nˀ,,,
665,khasi,868,,k a c,,,
667,pnar,868,,l a d a w,,,
668,warlamin,868,,l ə d ia,,,
669,khmersurin,868,,ʨ eː Ɂ,,,
670,khmerstandard,868,,c ei Ɂ,,,
671,idu,868,,pʰ r áɛ ʔ,,,
672,khmucuang,868,,t l ɔː j,,,
674,khmuyuan,868,,t l ɔ́ː j,,,
679,bugan,868,,pʦe̱³³ ʦo̱³³,,,
680,mang,868,,paː² ɲɔː¹,,,
681,mon,868,,p r à t,,,
682,nyahkur,868,,pʰ r a̤ː t,,,
684,gorum,868,,u r a ʔ,,,
687,kharia,868,,k e r a,,,
690,santali,868,,k a j r a,,,
691,sora,868,,s ɔ ŋ,,,
693,nancowri,868,,t ə l uːi,,,
702,lawaratanakul,868,,l ə m ɔɛ h,,,
704,manmet,868,,a tɔʔ⁵³ hɔm³⁵,,,
706,palaungdaraang,868,,g l ɔ j,,,
707,palaungkalaw,868,,g l oe,,,
709,palaungnamhsan,868,,k l uə j,,,
710,riangsak,868,,kᵊ ɗ o ʔ,,,
714,wapraok,868,,m ṳ a h,,,
720,karii,868,,k l ɔː j,,,
723,ruc,868,,k ă t a j,,,
724,vietnamese,868,,c h u o i,,,
726,alak,2574,,n t aː k,,,
727,bahnargolar,2574,,t ə h,,,
728,bahnarkontum,2574,,t ə h,,,
729,bahnarpleiku,2574,,t ə h,,,
730,brao,2574,,n t aː k,,,
733,cua,2574,,t ua h,,,
734,halang,2574,,t o h,,,
735,jeh,2574,,t ɔ h,,,
736,jrulaven,2574,,h t aː k,,,
740,nyaheun,2574,,tt aː k,,,
742,rengao,2574,,t ɔ h,,,
744,sedang,2574,,t ɔ,,,
745,sre,2574,,kʰ oa h,,,
746,stieng,2574,,t o h,,,
748,brutalan,2574,,t ɔˀɔ ŋ,,,
749,bruubon,2574,,s ə t ɔː ŋ,,,
750,in,2574,,t ɔ̰ː ŋ,,,
751,katang,2574,,h ə t ɔː ŋ,,,
752,katuandiem,2574,,ʔ a t uo ŋ,,,
754,kuisriwises1978,2574,,c ə t ɔː ŋ,,,
755,mankong,2574,,s ə t ɑː ŋ,,,
756,nge,2574,,t ɔː ŋ,,,
757,sokhammouane,2574,,c i t ɑː ŋ,,,
758,sosakonnakhon,2574,,c i t ɑː ŋ,,,
759,soueisaravan,2574,,s ə t ɔː ŋ,,,
760,taoi,2574,,t ɔː ŋ,,,
761,khasi,2574,,r m b aː j,,,
762,pnar,2574,,t ɔ ʔ,,,
763,warlamin,2574,,p ə t ɒ ʔ,,,
764,khmersurin,2574,,s n ɛː Ɂ,,,
765,khmerstandard,2574,,s ɑ n d ae k,,,
766,idu,2574,,d uə̰̂ j,,,
767,khmucuang,2574,,s b aː j,,,
769,khmuyuan,2574,,p éː j,,,
770,khmuyuan,2574,,síː pàːj,,,
771,khmuyuan,2574,,t à p,,,
773,maltin,2574,,b ia j,,,
777,bugan,2574,,n d o ŋ,,,
778,mang,2574,,p aː ʑ a n,,,
779,mon,2574,,b oa,,,
780,nyahkur,2574,,cʰ r í m,,,
781,gorum,2574,,s i k ɖ i ŋ,,,
784,kharia,2574,,ɔ r s i ŋ,,,
787,santali,2574,,m a l h a n,,,
792,lawaratanakul,2574,,p ə l ao m,,,
794,manmet,2574,,a pʰai¹³ sai³¹ sɤʔ⁵³,,,
796,palaungdaraang,2574,,bləj lom,,,
797,palaungkalaw,2574,,ɓi loːŋ,,,
799,palaungnamhsan,2574,,r a b a j,,,
800,riangsak,2574,,rᵊ ɓ ɑ j,,,
806,karii,2574,,p ɔː ŋ,,,
808,ruc,2574,,k à j áː ŋ,,,
811,vietnamese,2574,,đ a u,,,
818,alak,1820,,c a k a w,,,
819,bahnargolar,1820,,ɟ ə k øu,,,
820,bahnarkontum,1820,,h ə g øu,,,
821,bahnarpleiku,1820,,c ə g ə w,,,
823,cua,1820,,s a g ə w,,,
824,jeh,1820,,k ə t a̤ m,,,
825,jrulaven,1820,,h k a w,,,
829,mnongrolom,1820,,kɔː kʰaːŋ,,,
830,nyaheun,1820,,naː klaːŋ,,,
831,rengao,1820,,h ə k ə w,,,
833,sedang,1820,,r ə k o̰ w,,,
834,sre,1820,,ɟ i r k a w,,,
835,stieng,1820,,k au,,,
836,brutalan,1820,,h a ŋ k aː w,,,
837,bruubon,1820,,s ə k a w,,,
838,in,1820,,h ə ŋ k aː w,,,
839,katang,1820,,h ə ŋ k ɨa w,,,
840,katuandiem,1820,,ɟ a r ɨə m,,,
843,kuihuffman1979,1820,,k a̤ w,,,
844,mankong,1820,,s ə k a w,,,
845,nge,1820,,h a ŋ k ʌ w,,,
846,pacoh,1820,,ʔ a p ɤː ŋ,,,
847,sokhammouane,1820,,c i k a w,,,
848,sosakonnakhon,1820,,m iː,,,
849,soueisaravan,1820,,s ə k aː w,,,
850,taoi,1820,,h ə ŋ k aː w,,,
851,khasi,1820,,d ŋ ie m,,,
852,pnar,1820,,d ŋ ɛ m,,,
853,warlamin,1820,,l ə ŋ ɛ m,,,
854,khmerstandard,1820,,kʰ m u m,,,
855,idu,1820,,b î̤ː,,,
856,khmucuang,1820,,h uə l,,,
858,khmuyuan,1820,,h úa l,,,
860,maltin,1820,,p ia k,,,
863,bugan,1820,,p i̱u̱,,,
864,mang,1820,,c ɨə,,,
865,mon,1820,,m ɛ m,,,
867,gorum,1820,,k i b uˀ d,,,
869,kharia,1820,,b ɔ ˈn ɔi,,,
870,kharia,1820,,b a n a j,,,
873,santali,1820,,b a n a,,,
874,sora,1820,,k ʌ m b u d,,,
881,lawaratanakul,1820,,k j əi h,,,
883,manmet,1820,,a feh³³,,,
885,palaungdaraang,1820,,ma grəjh,,,
886,palaungkalaw,1820,,leʔ prɛː,,,
888,palaungnamhsan,1820,,k r e r,,,
889,riangsak,1820,,k r ɛ s,,,
893,wapraok,1820,,k r i h,,,
898,karii,1820,,c a k uː ʔ,,,
901,ruc,1820,,c a k ṵ̀ː,,,
904,vietnamese,1820,,g a u,,,
912,alak,665,,s uː t,,,
913,bahnargolar,665,,s uː t,,,
914,bahnarkontum,665,,s uː t,,,
915,bahnarpleiku,665,,s uː t,,,
916,brao,665,,cʰ u t,,,
919,cua,665,,h l uː t,,,
920,halang,665,,s u t,,,
921,jeh,665,,k ə d r ɔː t,,,
922,jrulaven,665,,s uː t,,,
924,mnongrolom,665,,ʔ uo ŋ,,,
925,nyaheun,665,,s u t,,,
926,rengao,665,,ʦ ṳː t,,,
928,sedang,665,,s ɔ t,,,
929,sre,665,,s u t,,,
930,stieng,665,,s o t,,,
932,brutalan,665,,k i h ia l,,,
933,brutalan,665,,k r ɔː n ʔ,,,
934,bruubon,665,,k ə h ea l,,,
935,in,665,,k ə h ia l,,,
936,katang,665,,k ə h iːa l,,,
937,katuandiem,665,,k a r ɑː t,,,
940,kuisriwises1978,665,,ŋ ɔ̀ː r,,,
941,kuihuffman1979,665,,kʰ iə l,,,
942,mankong,665,,kʰ ia l,,,
943,nge,665,,k a n ɲ iː l,,,
944,pacoh,665,,k i j ia l,,,
945,sokhammouane,665,,kʰ iə l,,,
946,sosakonnakhon,665,,kʰ iə r,,,
947,soueisaravan,665,,k ə h ia l,,,
948,taoi,665,,k ə h ia l,,,
949,khasi,665,,ŋ a p,,,
950,pnar,665,,ŋ a p,,,
951,warlamin,665,,ŋ a p,,,
952,khmersurin,665,,kʰ m u m,,,
953,khmerstandard,665,,k m u m,,,
954,idu,665,,j ɔ̤̂ː r,,,
955,khmucuang,665,,r m k uː m,,,
957,khmuyuan,665,,h úː t,,,
958,khmuyuan,665,,h p ɔ́ː t,,,
959,maltin,665,,p oː t,,,
964,bugan,665,,p ə n a̱i̱,,,
965,mang,665,,l ɤ m,,,
966,mon,665,,s ai,,,
967,nyahkur,665,,cʰ áː j,,,
970,gorum,665,,unroˀd aroj,,,
973,kharia,665,,t e r o m,,,
976,santali,665,,t ɛ r ɔ m,,,
977,sora,665,,ˈt eː r ə m b u d,,,
978,sora,665,,u n r ɔ ɖ,,,
979,car,665,,seːt mak,,,
980,nancowri,665,,t ɯ̃a,,,
990,lawaratanakul,665,,h ɛ,,,
992,manmet,665,,s iau,,,
994,palaungdaraang,665,,ma phian,,,
995,palaungkalaw,665,,ma pʰeaŋ,,,
997,palaungnamhsan,665,,p iə r,,,
998,riangsak,665,,pʰ ia r,,,
1002,wapraok,665,,h ia,,,
1008,karii,665,,p a t ɔː,,,
1011,ruc,665,,k w í,,,
1014,vietnamese,665,,o n g,,,
1025,alak,2114,,k l aː k,,,
1026,bahnargolar,2114,,k l aː k,,,
1027,bahnarkontum,2114,,k l aː k,,,
1028,bahnarpleiku,2114,,k l aː k,,,
1029,brao,2114,,p ə d i w,,,
1034,cua,2114,,b ʌ ŋ,,,
1035,halang,2114,,b ə t u k,,,
1036,jeh,2114,,p ə d o̤ k,,,
1037,jeh,2114,,k l aː k,,,
1038,jrulaven,2114,,k l aː k,,,
1042,mnongrolom,2114,,kʰ u ŋ,,,
1043,mnongrolom,2114,,n d ɨː l,,,
1044,nyaheun,2114,,k l aː k,,,
1046,rengao,2114,,p ə d ṳ k,,,
1048,sedang,2114,,k l eə,,,
1049,sre,2114,,k ə n d u l,,,
1050,stieng,2114,,k ə n d ɨ l,,,
1053,brutalan,2114,,p əː m,,,
1054,brutalan,2114,,krəpuŋ ʔoˀoʔ,,,
1055,bruubon,2114,,p ṳ ŋ,,,
1056,in,2114,,pʰ u ŋ,,,
1057,katang,2114,,p u ŋ,,,
1058,katang,2114,,ʔ oː ʔ,,,
1059,katuandiem,2114,,p a l u ŋ,,,
1061,kuisriwises1978,2114,,pʰ u ŋ,,,
1062,kuihuffman1979,2114,,p ṳ ŋ,,,
1064,mankong,2114,,p ṳ ŋ,,,
1065,nge,2114,,r oː c,,,
1066,pacoh,2114,,p a ll ú n g,,,
1067,sokhammouane,2114,,p ṳ ŋ,,,
1068,sosakonnakhon,2114,,m p u ŋ,,,
1069,sosakonnakhon,2114,,n t ea̤,,,
1070,soueisaravan,2114,,pʽuŋ kənuŋ,,,
1071,taoi,2114,,mpuŋ ʔoːʔ,,,
1072,khasi,2114,,k p ɔ ʔ,,,
1074,pnar,2114,,k p ɔ ʔ,,,
1075,warlamin,2114,,p ɔ ʔ,,,
1076,khmersurin,2114,,p ua h,,,
1077,khmerstandard,2114,,p u ŋ,,,
1078,idu,2114,,p u m,,,
1079,khmucuang,2114,,l uː j,,,
1081,khmuyuan,2114,,k t ú h,,,
1083,maltin,2114,,m pʰ u l,,,
1088,mang,2114,,ɗ øː,,,
1089,mon,2114,,p ɜ̀ ŋ,,,
1090,nyahkur,2114,,pʰ u ŋ,,,
1094,kharia,2114,,l ai ʔ ɟ,,,
1099,santali,2114,,l a c˺,,,
1100,sora,2114,,p u ŋ,,,
1101,sora,2114,,k ə m p ú ŋ,,,
1102,car,2114,,ʔ a c,,,
1104,nancowri,2114,,w ía ŋ,,,
1113,lawaratanakul,2114,,v iə k,,,
1115,manmet,2114,,t ɤ n,,,
1117,palaungdaraang,2114,,v ă c,,,
1118,palaungkalaw,2114,,v a t,,,
1120,palaungnamhsan,2114,,w ɛ ʔ,,,
1121,riangsak,2114,,kiŋ¹ kɤm¹,,,
1125,wapraok,2114,,t ṳ,,,
1132,karii,2114,,k u d ɨ̀ l,,,
1135,ruc,2114,,k u d ə l,,,
1138,vietnamese,2114,,b u n g,,,
1149,alak,937,,c ɛː m,,,
1150,bahnargolar,937,,s ɛː m,,,
1151,bahnarkontum,937,,s ɛː m,,,
1152,bahnarpleiku,937,,s ɛː m,,,
1153,bahnarpleiku,937,,sɛːm par,,,
1154,brao,937,,c eː m,,,
1158,cua,937,,s eː p,,,
1159,halang,937,,c i m,,,
1160,jeh,937,,c i m,,,
1161,jrulaven,937,,c eː m,,,
1163,mnongrolom,937,,s ɨ m,,,
1164,nyaheun,937,,c eː m,,,
1166,rengao,937,,c i̤ m,,,
1168,sedang,937,,c e m,,,
1169,sre,937,,s eː m,,,
1170,stieng,937,,c o m,,,
1173,brutalan,937,,kaˀj leːmʔ,,,
1174,bruubon,937,,c ɤ m,,,
1175,in,937,,ka̰j leːmˀ,,,
1176,katang,937,,c eː m,,,
1177,katuandiem,937,,ʔ a c i m,,,
1180,kuisriwises1978,937,,c ɛː m,,,
