ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID	INFERRED_CLASS	TURCHINID
28401	UveaEast	?	above		o/luga/	o l u g a	o l u g a	V R V K V	U L Y K A	9	6	above:HR	4
12331	Isamorong	?	above		tohos	t o h o s	t o h o s	T V H V S	T U H U S	17	4	above:TH	9
61579	Tagalog	?	above		ibabaw	i b a b a w	i b a b a w	V P V P V W	I P A P A W	2	5	above:HP	3
61580	Tagalog	?	above		itaas	i t aa s	i t a s	V T V S	I T A S	1	1	above:HT	5
30012	TahitianModern	?	above		nia	n ia	n i	N V	N I	9	6	above:NH	6
43191	TagalogAnthonydelaPaz	?	above		ibabaw	i b a b a w	i b a b a w	V P V P V W	I P A P A W	2	5	above:HP	3
30193	WesternBukidnonManobo	?	above		divavew	d i v a v e w	d i v a v e w	T V W V W V W	T I B A B E W	2	5	above:TW	12
30371	BanjareseMalay	?	above		atas	a t a s	a t a s	V T V S	A T A S	1	1	above:HT	5
15203	Niue	?	above		lunga	l u n g a	l u n g a	R V N K V	L Y N K A	9	6	above:RN	8
63532	Chuukese	?	above		woo	w oo	w o	W V	W U	2	5	above:WH	13
31330	Itbayat	?	above		toxos	t o x o s	t o x o s	T V K V S	T U G U S	17	4	above:TK	10
49324	Itbayat	?	all		kanira	k a n i r a	k a n i r a	K V N V R V	K A N I R A	25	12	all:KN	17
33295	Iraralay	?	all		kano	k a n o	k a n o	K V N V	K A N U	25	12	all:KN	17
740	Isamorong	?	all		kani	k a n i	k a n i	K V N V	K A N I	25	12	all:KN	17
41099	NakanaiBilekiDialect	?	all		tomi	t o m i	t o m i	T V M V	T U M I	18	9	all:TM	25
1925	Tagalog	?	all		lahat	l a h a t	l a h a t	R V H V T	L A H A T	37	15	all:RH	22
18444	Cebuano	?	all		tanan	t a n a n	t a n a n	T V N V N	T A N A N	24	11	all:TN	26
46811	Rurutuan	?	all		paaʔaatoʔa	p aa ʔ aa t o ʔ a	p a 7 a t o 7 a	P V H V T V H V	P A H A T U H A	13	7	all:PH	20
35312	Surigaonon	?	all		tanan	t a n a n	t a n a n	T V N V N	T A N A N	24	11	all:TN	26
35390	Anuta	?	all		katoa	k a t oa	k a t o	K V T V	K A T U	13	7	all:KT	18
35886	Maori	?	all		katoa	k a t oa	k a t o	K V T V	K A T U	13	7	all:KT	18
52384	Niue	?	all		gotoa	g o t oa	g o t o	K V T V	K U T U	13	7	all:KT	18
29030	DayakNgaju	?	all		uras	u r a s	u r a s	V R V S	Y R A S	23	10	all:HR	15
20079	Lakalai	?	all		tomi	t o m i	t o m i	T V M V	T U M I	18	9	all:TM	25
53793	Rarotongan	?	all		katoa	k a t oa	k a t o	K V T V	K A T U	13	7	all:KT	18
55232	ChuukeseAKATrukese	?	all		menisin	m e n i s i n	m e n i s i n	M V N V S V N	M E N I S I N	3	13	all:MN	19
22992	Tuamotu	?	all		katoŋa	k a t o ŋ a	k a t o N a	K V T V N V	K A T U N A	13	7	all:KT	18
6714	TahitianModern	?	all		atoa	a t oa	a t o	V T V	A T U	13	7	all:HT	16
6931	TagalogAnthonydelaPaz	?	all		lahat	l a h a t	l a h a t	R V H V T	L A H A T	37	15	all:RH	22
40310	FutunaEast	?	all		fuli	f u l i	f u l i	P V R V	B Y L I	14	8	all:PR	21
40311	FutunaEast	?	all		kaatoa	k aa t oa	k a t o	K V T V	K A T U	13	7	all:KT	18
41571	Tongan	?	all		kotoa	k o t oa	k o t o	K V T V	K U T U	13	7	all:KT	18
25676	BanjareseMalay	?	all		samuaan	s a m uaa n	s a m u n	S V M V N	S A M Y N	33	14	all:SM	24
26293	UveaEast	?	all		fulifuli	f u l i f u l i	f u l i f u l i	P V R V P V R V	B Y L I B Y L I	14	8	all:PR	21
26294	UveaEast	?	all		katoa	k a t oa	k a t o	K V T V	K A T U	13	7	all:KT	18
65483	Ivasay	?	all		kano	k a n o	k a n o	K V N V	K A N U	25	12	all:KN	17
29089	Indonesian	?	all		semua	s e m ua	s e m u	S V M V	S E M Y	33	14	all:SM	24
11258	Sikaiana	?	all		katoa	k a t oa	k a t o	K V T V	K A T U	13	7	all:KT	18
28170	Imorod	?	all		akani	a k a n i	a k a n i	V K V N V	A K A N I	25	12	all:HK	14
29853	Rennellese	?	all		hugi	h u g i	h u g i	H V K V	H Y K I	14	8	all:HK	14
12025	Penrhyn	?	all		katoa	k a t oa	k a t o	K V T V	K A T U	13	7	all:KT	18
12209	MalayBahasaIndonesia	?	all		semua	s e m ua	s e m u	S V M V	S E M Y	33	14	all:SM	24
12483	Chuukese	?	all		meyinisin	m eyi n i s i n	m e n i s i n	M V N V S V N	M E N I S I N	3	13	all:MN	19
62449	WesternBukidnonManobo	?	all		laŋun	l a ŋ u n	l a N u n	R V N V N	L A N Y N	40	16	all:RN	23
62450	WesternBukidnonManobo	?	all		elin	e l i n	e l i n	V R V N	E L I N	41	17	all:HR	15
29854	Rennellese	?	all		kaatoa	k aa t oa	k a t o	K V T V	K A T U	13	7	all:KT	18
63722	Luangiua	?	all		h/aakoa	h aa k oa	h a k o	H V K V	H A K U	13	7	all:HK	14
14698	Samoan	?	all		ʔatoa	ʔ a t oa	7 a t o	H V T V	H A T U	13	7	all:HT	16
31546	Katingan	?	all		uras	u r a s	u r a s	V R V S	Y R A S	23	10	all:HR	15
16204	Tikopia	?	all		katoa	k a t oa	k a t o	K V T V	K A T U	13	7	all:KT	18
33519	Tagalog	?	and		at	a t	a t	V T	A T	26	24	and:HT	29
66624	EastSumbaneseKamberaSoutherndialect	?	and		dangu	d a n g u	d a n g u	T V N K V	T A N K Y	4	25	and:TN	34
33892	FutunaEast	?	and		mo	m o	m o	M V	M U	9	27	and:MH	31
24595	Isamorong	?	and		kani	k a n i	k a n i	K V N V	K A N I	1	18	and:KN	30
17844	DayakNgaju	?	and		tuntang	t u n t a n g	t u n t a n g	T V N T V N K	T Y N T A N K	23	22	and:TN	34
67117	EastSumbaneseUmbuRatuNggaidialect	?	and		dangu	d a n g u	d a n g u	T V N K V	T A N K Y	4	25	and:TN	34
51250	Niue	?	and		ma	m a	m a	M V	M A	2	21	and:MH	31
51251	Niue	?	and		mo	m o	m o	M V	M U	9	27	and:MH	31
42568	BanjareseMalay	?	and		dan	d a n	d a n	T V N	T A N	18	20	and:TN	34
2553	Katingan	?	and		tutaŋ	t u t a ŋ	t u t a N	T V T V N	T Y T A N	23	22	and:TT	35
19497	Imorod	?	and		akanira	a k a n i r a	a k a n i r a	V K V N V R V	A K A N I R A	1	18	and:HK	28
52433	Ivasay	?	and		kani	k a n i	k a n i	K V N V	K A N I	1	18	and:KN	30
19705	Chuukese	?	and		me	m e	m e	M V	M E	2	21	and:MH	31
19706	Chuukese	?	and		nge	n g e	n g e	N K V	N K E	10	19	and:NK	33
20189	RapanuiEasterIsland	?	and		ma	m a	m a	M V	M A	2	21	and:MH	31
53125	Marquesan	?	and		maa	m aa	m a	M V	M A	2	21	and:MH	31
20376	Rennellese	?	and		ma	m a	m a	M V	M A	2	21	and:MH	31
4203	Tongan	?	and		mo	m o	m o	M V	M U	9	27	and:MH	31
41072	ChuukeseAKATrukese	?	and		ŋe	ŋ e	N e	N V	N E	10	19	and:NH	32
12159	Carolinian	?	and		me	m e	m e	M V	M E	2	21	and:MH	31
54392	Yami	?	and		kanuʔ	k a n u ʔ	k a n u 7	K V N V H	K A N Y H	1	18	and:KN	30
5843	Itbayaten	?	and		ka|n	k a| n	k a n	K V N	K A N	1	18	and:KN	30
56124	Indonesian	?	and		dan	d a n	d a n	T V N	T A N	18	20	and:TN	34
40693	MalayBahasaIndonesia	?	and		dan	d a n	d a n	T V N	T A N	18	20	and:TN	34
7969	Maori	?	and		me	m e	m e	M V	M E	2	21	and:MH	31
8015	TahitianModern	?	and		ee	ee	e	V	E	8	26	and:HH	27
24476	NakanaiBilekiDialect	?	and		me	m e	m e	M V	M E	2	21	and:MH	31
41071	ChuukeseAKATrukese	?	and		me	m e	m e	M V	M E	2	21	and:MH	31
31504	UveaEast	?	and		mo	m o	m o	M V	M U	9	27	and:MH	31
25488	Lakalai	?	and		me	m e	m e	M V	M E	2	21	and:MH	31
53233	Rarotongan	?	and		maa	m aa	m a	M V	M A	2	21	and:MH	31
45296	Minangkabau	?	and		dan	d a n	d a n	T V N	T A N	18	20	and:TN	34
9925	Tikopia	?	and		ma	m a	m a	M V	M A	2	21	and:MH	31
9926	Tikopia	?	and		mo	m o	m o	M V	M U	9	27	and:MH	31
42852	Anuta	?	and		maa	m aa	m a	M V	M A	2	21	and:MH	31
42853	Anuta	?	and		mo	m o	m o	M V	M U	9	27	and:MH	31
48113	Woleai	?	and		me	m e	m e	M V	M E	2	21	and:MH	31
48114	Woleai	?	and		nge	n g e	n g e	N K V	N K E	10	19	and:NK	33
18109	TagalogAnthonydelaPaz	?	and		at	a t	a t	V T	A T	26	24	and:HT	29
26998	Luangiua	?	and		maa	m aa	m a	M V	M A	2	21	and:MH	31
43525	Cebuano	?	and		ug	u g	u g	V K	Y K	25	23	and:HK	28
43561	Itbayat	?	and		kani	k a n i	k a n i	K V N V	K A N I	1	18	and:KN	30
10914	Rurutuan	?	and		ʔee	ʔ ee	7 e	H V	H E	8	26	and:HH	27
12160	Carolinian	?	and		nge	n g e	n g e	N K V	N K E	10	19	and:NK	33
29256	Iraralay	?	and		akanira	a k a n i r a	a k a n i r a	V K V N V R V	A K A N I R A	1	18	and:HK	28
29380	Sikaiana	?	and		ma	m a	m a	M V	M A	2	21	and:MH	31
30520	Penrhyn	?	and		ma	m a	m a	M V	M A	2	21	and:MH	31
63326	Samoan	?	and		ma	m a	m a	M V	M A	2	21	and:MH	31
85	DayakNgaju	?	ash		kawu	k a w u	k a w u	K V W V	K A W Y	1	28	ash:KW	41
16872	Carolinian	?	ash		falang	f a l a n g	f a l a n g	P V R V N K	B A L A N K	8	31	ash:PR	44
13843	Tuamotu	?	ash		rehu	r e h u	r e h u	R V H V	R E H Y	1	28	ash:RH	46
17940	Niue	?	ash		efu/efu	e f u e f u	e f u e f u	V P V V P V	E B Y E B Y	1	28	ash:HP	38
51030	Tongan	?	ash		efuefu	e f ue f u	e f u f u	V P V P V	E B Y B Y	1	28	ash:HP	38
34733	Iraralay	?	ash		avo	a v o	a v o	V W V	A B U	1	28	ash:HW	39
35463	Tikopia	?	ash		refu	r e f u	r e f u	R V P V	R E B Y	1	28	ash:RP	47
8823	Minangkabau	?	ash		abu	a b u	a b u	V P V	A P Y	1	28	ash:HP	38
20332	Cebuano	?	ash		agiw	a g i w	a g i w	V K V W	A K I W	1	28	ash:HK	37
63523	MalayBahasaIndonesia	?	ash		abu	a b u	a b u	V P V	A P Y	1	28	ash:HP	38
53590	Woleai	?	ash		peyasa	p eya s a	p e s a	P V S V	P E S A	7	30	ash:PS	45
53591	Woleai	?	ash		felanga	f e l a n g a	f e l a n g a	P V R V N K V	B E L A N K A	8	31	ash:PR	44
55179	TagalogAnthonydelaPaz	?	ash		abo	a b o	a b o	V P V	A P U	1	28	ash:HP	38
22952	NakanaiBilekiDialect	?	ash		buburo	b u b u r o	b u b u r o	P V P V R V	P Y P Y R U	14	29	ash:PP	43
39721	Imorod	?	ash		avo	a v o	a v o	V W V	A B U	1	28	ash:HW	39
23749	Penrhyn	?	ash		rehu	r e h u	r e h u	R V H V	R E H Y	1	28	ash:RH	46
66796	RapanuiEasterIsland	?	ash		eoeo	eoeo	e	V	E	1	28	ash:HH	36
40482	Rarotongan	?	ash		reu	r eu	r e	R V	R E	1	28	ash:RH	46
25870	FutunaEast	?	ash		lafu	l a f u	l a f u	R V P V	L A B Y	1	28	ash:RP	47
1367	Samoan	?	ash		lefulefu	l e f u l e f u	l e f u l e f u	R V P V R V P V	L E B Y L E B Y	1	28	ash:RP	47
57475	Katingan	?	ash		kawuʔ	k a w u ʔ	k a w u 7	K V W V H	K A W Y H	1	28	ash:KW	41
41396	Rennellese	?	ash		gehu	g e h u	g e h u	K V H V	K E H Y	1	28	ash:KH	40
58656	Yami	?	ash		avo	a v o	a v o	V W V	A B U	1	28	ash:HW	39
59208	Itbayaten	?	ash		qavuq	q a v u q	q a v u q	K V W V K	K A B Y K	1	28	ash:KW	41
10616	Chuukese	?	ash		fanang	f a n a n g	f a n a n g	P V N V N K	B A N A N K	8	31	ash:PN	42
59929	Sikaiana	?	ash		lehu	l e h u	l e h u	R V H V	L E H Y	1	28	ash:RH	46
43654	Ogan	?	ash		abu	a b u	a b u	V P V	A P Y	1	28	ash:HP	38
46767	Ivasay	?	ash		avo	a v o	a v o	V W V	A B U	1	28	ash:HW	39
44950	Marquesan	?	ash		ke/ehu/	k e e h u	k e e h u	K V V H V	K E E H Y	1	28	ash:KH	40
26780	Isamorong	?	ash		avo	a v o	a v o	V W V	A B U	1	28	ash:HW	39
62813	EastSumbaneseUmbuRatuNggaidialect	?	ash		awu	a w u	a w u	V W V	A W Y	1	28	ash:HW	39
13662	Rurutuan	?	ash		reʔu	r e ʔ u	r e 7 u	R V H V	R E H Y	1	28	ash:RH	46
62862	Tagalog	?	ash		abo	a b o	a b o	V P V	A P U	1	28	ash:HP	38
13741	ChuukeseAKATrukese	?	ash		fanaŋ	f a n a ŋ	f a n a N	P V N V N	B A N A N	8	31	ash:PN	42
43260	Itbayat	?	ash		avo	a v o	a v o	V W V	A B U	1	28	ash:HW	39
46735	Maori	?	ash		pungarehu	p u n g a r e h u	p u n g a r e h u	P V N K V R V H V	P Y N K A R E H Y	1	28	ash:PN	42
44670	Luangiua	?	ash		lehu	l e h u	l e h u	R V H V	L E H Y	1	28	ash:RH	46
26985	BanjareseMalay	?	ash		habu	h a b u	h a b u	H V P V	H A P Y	1	28	ash:HP	38
47376	Surigaonon	?	ash		abo	a b o	a b o	V P V	A P U	1	28	ash:HP	38
24344	UveaEast	?	ash		lefu/lefu	l e f u l e f u	l e f u l e f u	R V P V R V P V	L E B Y L E B Y	1	28	ash:RP	47
46191	Lakalai	?	ash		buburo	b u b u r o	b u b u r o	P V P V R V	P Y P Y R U	14	29	ash:PP	43
64323	TahitianModern	?	ash		rehu	r e h u	r e h u	R V H V	R E H Y	1	28	ash:RH	46
64363	Indonesian	?	ash		abu	a b u	a b u	V P V	A P Y	1	28	ash:HP	38
32731	EastSumbaneseKamberaSoutherndialect	?	ash		au	au	a	V	A	1	28	ash:HH	36
24574	Anuta	?	ash		repu	r e p u	r e p u	R V P V	R E P Y	1	28	ash:RP	47
16678	Ogan	?	at		di	d i	d i	T V	T I	20	35	at:TH	53
65850	Luangiua	?	at		i	i	i	V	I	1	32	at:HH	48
425	Tuamotu	?	at		i	i	i	V	I	1	32	at:HH	48
426	Tuamotu	?	at		tei	t ei	t e	T V	T E	5	37	at:TH	53
33578	EastSumbaneseKamberaSoutherndialect	?	at		la	l a	l a	R V	L A	2	34	at:RH	51
66871	Rennellese	?	at		i	i	i	V	I	1	32	at:HH	48
34997	Minangkabau	?	at		di	d i	d i	T V	T I	20	35	at:TH	53
51586	UveaEast	?	at		i	i	i	V	I	1	32	at:HH	48
51587	UveaEast	?	at		tei	t ei	t e	T V	T E	5	37	at:TH	53
51740	Tagalog	?	at		sa	s a	s a	S V	S A	14	33	at:SH	52
51862	Rurutuan	?	at		i	i	i	V	I	1	32	at:HH	48
2858	Sikaiana	?	at		i	i	i	V	I	1	32	at:HH	48
19788	Woleai	?	at		i	i	i	V	I	1	32	at:HH	48
19789	Woleai	?	at		lee	l ee	l e	R V	L E	20	35	at:RH	51
36883	Penrhyn	?	at		i	i	i	V	I	1	32	at:HH	48
52638	Carolinian	?	at		i	i	i	V	I	1	32	at:HH	48
52639	Carolinian	?	at		lee	l ee	l e	R V	L E	20	35	at:RH	51
37607	Chuukese	?	at		i	i	i	V	I	1	32	at:HH	48
54260	FutunaEast	?	at		i	i	i	V	I	1	32	at:HH	48
42765	MalayBahasaIndonesia	?	at		di	d i	d i	T V	T I	20	35	at:TH	53
2951	Tikopia	?	at		i	i	i	V	I	1	32	at:HH	48
54261	FutunaEast	?	at		ki	k i	k i	K V	K I	5	37	at:KH	50
7547	ChuukeseAKATrukese	?	at		i	i	i	V	I	1	32	at:HH	48
56979	TahitianModern	?	at		i	i	i	V	I	1	32	at:HH	48
8678	Rarotongan	?	at		i	i	i	V	I	1	32	at:HH	48
8679	Rarotongan	?	at		tei	t ei	t e	T V	T E	5	37	at:TH	53
41529	EastSumbaneseUmbuRatuNggaidialect	?	at		ta	t a	t a	T V	T A	2	34	at:TH	53
25194	Cebuano	?	at		sa	s a	s a	S V	S A	14	33	at:SH	52
58269	Samoan	?	at		i	i	i	V	I	1	32	at:HH	48
25680	TagalogAnthonydelaPaz	?	at		sa	s a	s a	S V	S A	14	33	at:SH	52
48002	Marquesan	?	at		i	i	i	V	I	1	32	at:HH	48
12607	WesternBukidnonManobo	?	at		di	d i	d i	T V	T I	20	35	at:TH	53
59584	Tongan	?	at		ʔi	ʔ i	7 i	H V	H I	1	32	at:HH	48
7652	RapanuiEasterIsland	?	at		i	i	i	V	I	1	32	at:HH	48
11434	Surigaonon	?	at		sa	s a	s a	S V	S A	14	33	at:SH	52
44975	DayakNgaju	?	at		hung	h u n g	h u n g	H V N K	H Y N K	22	36	at:HN	49
29172	Anuta	?	at		i	i	i	V	I	1	32	at:HH	48
29425	Indonesian	?	at		di	d i	d i	T V	T I	20	35	at:TH	53
13033	Niue	?	at		i	i	i	V	I	1	32	at:HH	48
61045	Maori	?	at		i	i	i	V	I	1	32	at:HH	48
61046	Maori	?	at		hei	h ei	h e	H V	H E	5	37	at:HH	48
65431	BanjareseMalay	?	at		di	d i	d i	T V	T I	20	35	at:TH	53
175	EastSumbaneseKamberaSoutherndialect	?	back		wonggu	w o n gg u	w o n g u	W V N K V	W U N K Y	6	45	back:WN	67
61693	Katingan	?	back		likur	l i k u r	l i k u r	R V K V R	L I K Y R	1	38	back:RK	60
18260	MalayBahasaIndonesia	?	back		punggung	p u n gg u n g	p u n g u n g	P V N K V N K	P Y N K Y N K	24	42	back:PN	57
2334	Ivasay	?	back		dicod	d i c o d	d i T o d	T V K V T	T I C U T	1	38	back:TK	63
8593	Tikopia	?	back		tua	t ua	t u	T V	T Y	11	39	back:TH	62
57815	Luangiua	?	back		aŋa/kua	a ŋ a k ua	a N a k u	V N V K V	A N A K Y	11	39	back:HN	54
3287	NakanaiBilekiDialect	?	back		poke	p o k e	p o k e	P V K V	P U K E	19	41	back:PK	56
52459	Yami	?	back		likod	l i k o d	l i k o d	R V K V T	L I K U T	1	38	back:RK	60
3441	Tongan	?	back		tuʔa	t u ʔ a	t u 7 a	T V H V	T Y H A	11	39	back:TH	62
20047	TagalogAnthonydelaPaz	?	back		likod	l i k o d	l i k o d	R V K V T	L I K U T	1	38	back:RK	60
20272	Surigaonon	?	back		likod	l i k o d	l i k o d	R V K V T	L I K U T	1	38	back:RK	60
53486	Woleai	?	back		tagiurɪʊ	t a g iu r ɪʊ	t a g i r i	T V K V R V	T A K I R I	12	40	back:TK	63
14389	Rarotongan	?	back		mokotua	m o k o t ua	m o k o t u	M V K V T V	M U K U T Y	11	39	back:MK	55
20113	Tuamotu	?	back		papatua	p a p a t ua	p a p a t u	P V P V T V	P A P A T Y	11	39	back:PP	58
38803	FutunaEast	?	back		tua	t ua	t u	T V	T Y	11	39	back:TH	62
55706	Iraralay	?	back		likod	l i k o d	l i k o d	R V K V T	L I K U T	1	38	back:RK	60
64603	DayakNgaju	?	back		likut	l i k u t	l i k u t	R V K V T	L I K Y T	1	38	back:RK	60
7303	Lakalai	?	back		poke	p o k e	p o k e	P V K V	P U K E	19	41	back:PK	56
23733	Indonesian	?	back		belakaŋ	b e l a k a ŋ	b e l a k a N	P V R V K V N	P E L A K A N	27	43	back:PR	59
7536	Marquesan	?	back		tua	t ua	t u	T V	T Y	11	39	back:TH	62
24032	Imorod	?	back		likod	l i k o d	l i k o d	R V K V T	L I K U T	1	38	back:RK	60
56828	Maori	?	back		tuaraa	t ua r aa	t u r a	T V R V	T Y R A	11	39	back:TR	64
57419	BanjareseMalay	?	back		balakang	b a l a k a n g	b a l a k a n g	P V R V K V N K	P A L A K A N K	27	43	back:PR	59
25294	Ogan	?	back		puŋguŋ	p u ŋ g u ŋ	p u N g u N	P V N K V N	P Y N K Y N	24	42	back:PN	57
61623	UveaEast	?	back		tua	t ua	t u	T V	T Y	11	39	back:TH	62
42535	WesternBukidnonManobo	?	back		peka	p e k a	p e k a	P V K V	P E K A	48	44	back:PK	56
26266	ChuukeseAKATrukese	?	back		sukur	s u k u r	s u k u r	S V K V R	S Y K Y R	12	40	back:SK	61
59328	Cebuano	?	back		likod	l i k o d	l i k o d	R V K V T	L I K U T	1	38	back:RK	60
11050	Itbayaten	?	back		licud	l i c u d	l i T u d	R V K V T	L I C Y T	1	38	back:RK	60
43852	Carolinian	?	back		saghur	s a g h u r	s a g h u r	S V K H V R	S A K H Y R	12	40	back:SK	61
11662	Sikaiana	?	back		tua	t ua	t u	T V	T Y	11	39	back:TH	62
61658	Rurutuan	?	back		tautua	t au t ua	t a t u	T V T V	T A T Y	12	40	back:TT	65
29362	Minangkabau	?	back		puŋguaŋ	p u ŋ g ua ŋ	p u N g u N	P V N K V N	P Y N K Y N	24	42	back:PN	57
46213	Tagalog	?	back		likod	l i k o d	l i k o d	R V K V T	L I K U T	1	38	back:RK	60
29843	Isamorong	?	back		dicod	d i c o d	d i T o d	T V K V T	T I C U T	1	38	back:TK	63
13755	Rennellese	?	back		tuʔa	t u ʔ a	t u 7 a	T V H V	T Y H A	11	39	back:TH	62
63527	Samoan	?	back		tua	t ua	t u	T V	T Y	11	39	back:TH	62
14382	Chuukese	?	back		sekur	s e k u r	s e k u r	S V K V R	S E K Y R	12	40	back:SK	61
18882	RapanuiEasterIsland	?	back		tuaivi	t uai v i	t u v i	T V W V	T Y B I	11	39	back:TW	66
48296	TahitianModern	?	back		tua	t ua	t u	T V	T Y	11	39	back:TH	62
65498	Itbayat	?	back		licod	l i c o d	l i T o d	R V K V T	L I C U T	1	38	back:RK	60
155	Ivasay	?	bad,evil		marahet	m a r a h e t	m a r a h e t	M V R V H V T	M A R A H E T	1	46	bad,evil:MR	76
16956	TagalogAnthonydelaPaz	?	bad,evil		masama	m a s a m a	m a s a m a	M V S V M V	M A S A M A	30	50	bad,evil:MS	77
49785	Rarotongan	?	bad,evil		kino	k i n o	k i n o	K V N V	K I N U	9	55	bad,evil:KN	71
50707	Rennellese	?	bad,evil		maseʔi	m a s e ʔ i	m a s e 7 i	M V S V H V	M A S E H I	42	53	bad,evil:MS	77
50924	Anuta	?	bad,evil		kovi	k o v i	k o v i	K V W V	K U B I	10	47	bad,evil:KW	74
2103	Penrhyn	?	bad,evil		kino	k i n o	k i n o	K V N V	K I N U	9	55	bad,evil:KN	71
51549	MalayBahasaIndonesia	?	bad,evil		jahat	j a h a t	y a h a t	J V H V T	J A H A T	1	46	bad,evil:JH	70
19054	Tagalog	?	bad,evil		masama	m a s a m a	m a s a m a	M V S V M V	M A S A M A	30	50	bad,evil:MS	77
47045	DayakNgaju	?	bad,evil		papa	p a p a	p a p a	P V P V	P A P A	26	49	bad,evil:PP	80
44783	Tuamotu	?	bad,evil		kiro	k i r o	k i r o	K V R V	K I R U	9	55	bad,evil:KR	73
56308	Imorod	?	bad,evil		marahet	m a r a h e t	m a r a h e t	M V R V H V T	M A R A H E T	1	46	bad,evil:MR	76
7778	Maori	?	bad,evil		kino	k i n o	k i n o	K V N V	K I N U	9	55	bad,evil:KN	71
55591	Ogan	?	bad,evil		jahat	j a h a t	y a h a t	J V H V T	J A H A T	1	46	bad,evil:JH	70
57222	Itbayat	?	bad,evil		marawet	m a r a w e t	m a r a w e t	M V R V W V T	M A R A W E T	1	46	bad,evil:MR	76
40849	Isamorong	?	bad,evil		marahet	m a r a h e t	m a r a h e t	M V R V H V T	M A R A H E T	1	46	bad,evil:MR	76
25995	Minangkabau	?	bad,evil		jaeʔ	j ae ʔ	y a 7	J V H	J A H	1	46	bad,evil:JH	70
9782	Indonesian	?	bad,evil		jahat	j a h a t	y a h a t	J V H V T	J A H A T	1	46	bad,evil:JH	70
1749	Yami	?	bad,evil		marahet	m a r a h e t	m a r a h e t	M V R V H V T	M A R A H E T	1	46	bad,evil:MR	76
27271	TahitianModern	?	bad,evil		ino	i n o	i n o	V N V	I N U	9	55	bad,evil:HN	69
11294	Itbayaten	?	bad,evil		maraɨt	m a r aɨ t	m a r a t	M V R V T	M A R A T	1	46	bad,evil:MR	76
60623	Surigaonon	?	bad,evil		mayaut	m ayau t	m a t	M V T	M A T	31	51	bad,evil:MT	78
4729	Carolinian	?	bad,evil		ngngaw	n g n g a w	n g n g a w	N K N K V W	N K N K A W	11	48	bad,evil:NK	79
11723	WesternBukidnonManobo	?	bad,evil		daqat	d a q a t	d a q a t	T V K V T	T A K A T	1	46	bad,evil:TK	82
12893	EastSumbaneseKamberaSoutherndialect	?	bad,evil		kabulak	k a b u l a k	k a b u l a k	K V P V R V K	K A P Y L A K	5	54	bad,evil:KP	72
