ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID
9863	GREEK	ell	all		ˈo̞lo̞s	ˈo̞ l o̞ s	V R V S	o l o s	U L U S	all:G	6
9898	GUTNISH_LAU		all		alːɛ	a lː ɛ	V R V	a l E	A L E	all:A	3
9889	ICELANDIC	isl	all		ˈad̥lɪr	ˈa d̥ l ɪ r	V T R V R	a d l i r	A T L I R	all:A	3
9909	ITALIAN	ita	all		tutto	t u tt o	T V T V	t u t o	T Y T U	all:C	4
9903	LATIN	lat	all		ˈtoːtus	ˈt oː t u s	T V T V S	t o t u s	T U T Y S	all:C	4
9904	LATIN	lat	all		ˈomnis	ˈo m n i s	V M N V S	o m n i s	U M N I S	all:M	10
9878	MACEDONIAN	mkd	all		ˈsitɛ	ˈs i t ɛ	S V T V	s i t E	S I T E	all:H	7
9874	MARATHI	mar	all		səɾwə	s ə ɾ w ə	S V R W V	s I r w I	S E R W E	all:F	5
9891	NORWEGIAN_RIKSMAL	nor	all		àlːə	à lː ə	V R V	a l I	A L E	all:A	3
9875	OLD_CHURCH_SLAVONIC	chu	all		vɪ̆si	v ɪ̆ s i	W V S V	v i s i	B I S I	all:H	7
9910	OLD_IRISH	sga	all		ulʹe	u lʹ e	V R V	u l e	Y L E	all:G	6
9888	OLD_NORSE	non	all		alːɪr	a lː ɪ r	V R V R	a l i r	A L I R	all:A	3
9893	OLD_SWEDISH		all		alːir	a lː i r	V R V R	a l i r	A L I R	all:A	3
9870	ORIYA	ori	all		sɔbɔ	s ɔ b ɔ	S V P V	s o b o	S U P U	all:F	5
9869	OSSETIC_DIGOR	oss	all		ɐppɐt	ɐ pp ɐ t	V P V T	a p a t	E P E T	all:J	8
9868	OSSETIC_IRON	oss	all		ɐppɐt	ɐ pp ɐ t	V P V T	a p a t	E P E T	all:J	8
9880	POLISH	pol	all		ˈfʂɘ̟stsɘ̟	ˈf ʂ ɘ̟ s t s ɘ̟	P S V S T S V	f S I s t s I	B S E S T S E	all:H	7
9906	PORTUGUESE	por	all		ˈtoðu	ˈt o ð u	T V T V	t o 8 u	T U D Y	all:C	4
9879	RUSSIAN	rus	all		vsʲɛ	v sʲ ɛ	W S V	v s E	B S E	all:H	7
9876	SERBO-CROATIAN	srp	all		svî	s v î	S W V	s v i	S B I	all:H	7
9883	SLOVAK	slk	all		ˈfʃɛttsi	ˈf ʃ ɛ tt s i	P S V T S V	f S E t s i	B S E T S I	all:H	7
9887	SLOVENIAN	slv	all		ʍsi	ʍ s i	M S V	w s i	M S I	all:H	7
9886	SORBIAN_LOWER	dsb	all		wʂɛ	w ʂ ɛ	W S V	w S E	W S E	all:H	7
9885	SORBIAN_UPPER	hsb	all		wʃɪ	w ʃ ɪ	W S V	w S i	W S I	all:H	7
9907	SPANISH	spa	all		toðo	t o ð o	T V T V	t o 8 o	T U D U	all:C	4
9892	STAVANGERSK		all		ˈàdlə	ˈà d l ə	V T R V	a d l I	A T L E	all:A	3
9894	SWEDISH	swe	all		ˈàlːa	ˈà lː a	V R V	a l a	A L A	all:A	3
9882	UKRAINIAN	ukr	all		ʋsi	ʋ s i	W S V	w s i	W S I	all:H	7
9873	URDU	urd	all		səb	s ə b	S V P	s I b	S E P	all:F	5
8396	ANCIENT_GREEK	grc	and		kái̯	k ái̯	K V	k a	K A	and:J	17
8397	ANCIENT_GREEK	grc	and		te	t e	T V	t e	T E	and:O	19
8415	BELARUSIAN	bel	and		i	i	V	i	I	and:H	15
8405	BIHARI	mai	and		aur	au r	V R	a r	A R	and:A	11
8411	BULGARIAN	bul	and		i	i	V	i	I	and:H	15
8438	CATALAN	cat	and		i	i	V	i	I	and:F	13
8418	CZECH	ces	and		a	a	V	a	A	and:W	21
8430	DANISH	dan	and		ɒw	ɒ w	V W	o w	O W	and:I	16
8431	DANISH_FJOLDE		and		ɑ	ɑ	V	o	A	and:I	16
8435	DUTCH	nld	and		ɛn	ɛ n	V N	E n	E N	and:B	12
8429	ELFDALIAN	qov	and		oːg	oː g	V K	o g	U K	and:I	16
8433	ENGLISH	eng	and		ænd	æ n d	V N T	E n d	E N T	and:B	12
8424	FAROESE	fao	and		oː	oː	V	o	U	and:I	16
8441	FRENCH	fra	and		e	e	V	e	E	and:F	13
8436	GERMAN	deu	and		ʊnt	ʊ n t	V N T	u n t	Y N T	and:B	12
8398	GREEK	ell	and		ce̞	c e̞	K V	T e	C E	and:J	17
8432	GUTNISH_LAU		and		u	u	V	u	Y	and:I	16
8423	ICELANDIC	isl	and		ɔːɣ	ɔː ɣ	V K	o x	U G	and:I	16
8442	ITALIAN	ita	and		e	e	V	e	E	and:F	13
8437	LATIN	lat	and		et	e t	V T	e t	E T	and:F	13
8412	MACEDONIAN	mkd	and		i	i	V	i	I	and:H	15
8408	MARATHI	mar	and		ani	a n i	V N V	a n i	A N I	and:K	18
8425	NORWEGIAN_RIKSMAL	nor	and		ɔːɡ	ɔː ɡ	V K	o g	U K	and:I	16
8409	OLD_CHURCH_SLAVONIC	chu	and		i	i	V	i	I	and:H	15
8443	OLD_IRISH	sga	and		ogus	o g u s	V K V S	o g u s	U K Y S	and:G	14
8422	OLD_NORSE	non	and		ɔk	ɔ k	V K	o k	U K	and:I	16
8427	OLD_SWEDISH		and		ok	o k	V K	o k	U K	and:I	16
8404	ORIYA	ori	and		o	o	V	o	U	and:A	11
8403	OSSETIC_DIGOR	oss	and		ɐma	ɐ m a	V M V	a m a	E M A	and:Q	20
8402	OSSETIC_IRON	oss	and		ɐmɐ	ɐ m ɐ	V M V	a m a	E M E	and:Q	20
8414	POLISH	pol	and		i	i	V	i	I	and:H	15
8439	PORTUGUESE	por	and		i	i	V	i	I	and:F	13
8413	RUSSIAN	rus	and		i	i	V	i	I	and:H	15
8410	SERBO-CROATIAN	srp	and		i	i	V	i	I	and:H	15
8417	SLOVAK	slk	and		a	a	V	a	A	and:W	21
8421	SLOVENIAN	slv	and		in	i n	V N	i n	I N	and:H	15
8420	SORBIAN_LOWER	dsb	and		a	a	V	a	A	and:W	21
8419	SORBIAN_UPPER	hsb	and		a	a	V	a	A	and:W	21
8440	SPANISH	spa	and		i	i	V	i	I	and:F	13
8426	STAVANGERSK		and		oː	oː	V	o	U	and:I	16
8428	SWEDISH	swe	and		ɔkː	ɔ kː	V K	o k	U K	and:I	16
8416	UKRAINIAN	ukr	and		i	i	V	i	I	and:H	15
8407	URDU	urd	and		ʔɔɾ	ʔ ɔ ɾ	H V R	7 o r	H U R	and:A	11
1893	ANCIENT_GREEK	grc	animal		tʰɛ́ːr	tʰ ɛ́ː r	T V R	t E r	T E R	animal:H	27
1894	ANCIENT_GREEK	grc	animal		zdɔ̑ːjon	z d ɔ̑ː j o n	S T V J V N	z d o y o n	S T U J U N	animal:G	26
1916	BELARUSIAN	bel	animal		ʐɨˈvʲɔɫa	ʐ ɨ ˈvʲ ɔ ɫ a	S V W V R V	Z I v o l a	S I B U L A	animal:G	26
1905	BIHARI	mai	animal		janbər	j a n b ə r	J V N P V R	y a n b I r	J A N P E R	animal:D	23
1912	BULGARIAN	bul	animal		ʒiˈvɔtnu	ʒ i ˈv ɔ t n u	S V W V T N V	Z i v o t n u	S I B U T N Y	animal:G	26
1942	CATALAN	cat	animal		ənimal	ə n i m a l	V N V M V R	I n i m a l	E N I M A L	animal:F	25
1919	CZECH	ces	animal		ˈzviːr̝ɛ	ˈz v iː r̝ ɛ	S W V R V	z v i r E	S B I R E	animal:H	27
1933	DANISH	dan	animal		ˈd̥yɐ̯ˀ	ˈd̥ yɐ̯ˀ	T V	d i	T Y	animal:A	22
1934	DANISH_FJOLDE		animal		deːɹd	d eː ɹ d	T V R T	d e r d	T E R T	animal:A	22
1938	DUTCH	nld	animal		dir	d i r	T V R	d i r	T I R	animal:A	22
1931	ELFDALIAN	qov	animal		krỳtyːr	k r y t yː r	K R V T V R	k r i t i r	K R Y T Y R	animal:P	30
1932	ELFDALIAN	qov	animal		djʉər	d j ʉə r	T J V R	d y I r	T J Y R	animal:A	22
1936	ENGLISH	eng	animal		ænɪməl	æ n ɪ m ə l	V N V M V R	E n i m I l	E N I M E L	animal:F	25
1925	FAROESE	fao	animal		d̥ʊiːɹ	d̥ ʊiː ɹ	T V R	d u r	T Y R	animal:A	22
1926	FAROESE	fao	animal		d̥ʒɔuːɹ	d̥ ʒ ɔuː ɹ	T S V R	d Z o r	T S U R	animal:A	22
1945	FRENCH	fra	animal		animal	a n i m a l	V N V M V R	a n i m a l	A N I M A L	animal:F	25
1939	GERMAN	deu	animal		ti:ɐ̯	t i:ɐ̯	T V	t i	T I	animal:A	22
1895	GREEK	ell	animal		ˈzo̞ˌo̞	ˈz o̞ ˌo̞	S V V	z o o	S U U	animal:G	26
1935	GUTNISH_LAU		animal		djaur	d j au r	T J V R	d y a r	T J A R	animal:A	22
1924	ICELANDIC	isl	animal		d̥iːr	d̥ iː r	T V R	d i r	T I R	animal:A	22
1946	ITALIAN	ita	animal		animale	a n i m a l e	V N V M V R V	a n i m a l e	A N I M A L E	animal:F	25
1940	LATIN	lat	animal		ˈbestia	ˈb e s t ia	P V S T V	b e s t i	P E S T I	animal:I	28
1941	LATIN	lat	animal		ˈanimal	ˈa n i m a l	V N V M V R	a n i m a l	A N I M A L	animal:F	25
1913	MACEDONIAN	mkd	animal		ˈʒivɔtnɔ	ˈʒ i v ɔ t n ɔ	S V W V T N V	Z i v o t n o	S I B U T N U	animal:G	26
1908	MARATHI	mar	animal		dzənawəɾ	d z ə n a w ə ɾ	T S V N V W V R	d z I n a w I r	T S E N A W E R	animal:D	23
1927	NORWEGIAN_RIKSMAL	nor	animal		dyːɾ	d yː ɾ	T V R	d i r	T Y R	animal:A	22
1909	OLD_CHURCH_SLAVONIC	chu	animal		zværɪ̆	z v æ r ɪ̆	S W V R V	z v E r i	S B E R I	animal:H	27
1910	OLD_CHURCH_SLAVONIC	chu	animal		ʒivɔtʊ̆	ʒ i v ɔ t ʊ̆	S V W V T V	Z i v o t u	S I B U T Y	animal:G	26
1947	OLD_IRISH	sga	animal		anṽande	a n ṽ a n d e	V N W V N T V	a n v a n d e	A N W A N T E	animal:F	25
1923	OLD_NORSE	non	animal		dyːr	d yː r	T V R	d i r	T Y R	animal:A	22
1929	OLD_SWEDISH		animal		diuːr	d iuː r	T V R	d i r	T I R	animal:A	22
1902	ORIYA	ori	animal		praɳi	p r a ɳ i	P R V N V	p r a n i	P R A N I	animal:F	25
1903	ORIYA	ori	animal		pɔsu	p ɔ s u	P V S V	p o s u	P U S Y	animal:K	29
1904	ORIYA	ori	animal		ǰɔntu	ǰ ɔ n t u	K V N T V	j o n t u	C U N T Y	animal:D	23
1899	OSSETIC_DIGOR	oss	animal		cɐrɐgoj	c ɐ r ɐ g o j	K V R V K V J	T a r a g o y	C E R E K U J	animal:E	24
1898	OSSETIC_IRON	oss	animal		sɐrɐgoj	s ɐ r ɐ g o j	S V R V K V J	s a r a g o y	S E R E K U J	animal:E	24
1915	POLISH	pol	animal		ˈzvjɛʐɛɰ̃	ˈz v j ɛ ʐ ɛ ɰ̃	S W J V S V J	z v y E Z E w	S B J E S E J	animal:H	27
1943	PORTUGUESE	por	animal		ɐniˈmaɫ	ɐ n i ˈm a ɫ	V N V M V R	a n i m a l	E N I M A L	animal:F	25
1914	RUSSIAN	rus	animal		ʐɨvɔtnɔjɛ	ʐ ɨ v ɔ t n ɔ j ɛ	S V W V T N V J V	Z I v o t n o y E	S I B U T N U J E	animal:G	26
1911	SERBO-CROATIAN	srp	animal		ʒiˈvɔ̌tiɲa	ʒ i ˈv ɔ̌ t i ɲ a	S V W V T V N V	Z i v o t i H a	S I B U T I N A	animal:G	26
1918	SLOVAK	slk	animal		ˈzviera	ˈz v ie r a	S W V R V	z v i r a	S B I R A	animal:H	27
1922	SLOVENIAN	slv	animal		ʒiˈvǎːw	ʒ i ˈv ǎː w	S V W V W	Z i v a w	S I B A W	animal:G	26
1921	SORBIAN_LOWER	dsb	animal		ˈzwɪrʲɛ	ˈz w ɪ rʲ ɛ	S W V R V	z w i r E	S W I R E	animal:H	27
1920	SORBIAN_UPPER	hsb	animal		ˈzwɪʀʲɔ	ˈz w ɪ ʀʲ ɔ	S W V R V	z w i r o	S W I R U	animal:H	27
1944	SPANISH	spa	animal		animal	a n i m a l	V N V M V R	a n i m a l	A N I M A L	animal:F	25
1928	STAVANGERSK		animal		dyːʁ	d yː ʁ	T V R	d i G	T Y R	animal:A	22
1930	SWEDISH	swe	animal		jʉːr	j ʉː r	J V R	y I r	J Y R	animal:A	22
1917	UKRAINIAN	ukr	animal		tʋaˈrɪna	t ʋ a ˈr ɪ n a	T W V R V N V	t w a r i n a	T W A R I N A	animal:T	31
1907	URDU	urd	animal		ʤɑnwəɾ	ʤ ɑ n w ə ɾ	K V N W V R	j o n w I r	C A N W E R	animal:D	23
8219	ANCIENT_GREEK	grc	ant		mýrmɛːks	m y r m ɛː k s	M V R M V K S	m i r m E k s	M Y R M E K S	ant:B	33
8227	BELARUSIAN	bel	ant		muˈraʂka	m u ˈr a ʂ k a	M V R V S K V	m u r a S k a	M Y R A S K A	ant:A	32
8223	BULGARIAN	bul	ant		ˈmravka	ˈm r a v k a	M R V W K V	m r a v k a	M R A B K A	ant:A	32
8230	CZECH	ces	ant		ˈmravɛnɛts	ˈm r a v ɛ n ɛ t s	M R V W V N V T S	m r a v E n E t s	M R A B E N E T S	ant:A	32
8220	GREEK	ell	ant		mirˈmiŋɟi	m i r ˈm i ŋ ɟ i	M V R M V N K V	m i r m i N C i	M I R M I N C I	ant:B	33
8224	MACEDONIAN	mkd	ant		ˈmravka	ˈm r a v k a	M R V W K V	m r a v k a	M R A B K A	ant:A	32
8221	OLD_CHURCH_SLAVONIC	chu	ant		mrɑvɪ̆jɪ̆	m r ɑ v ɪ̆ j ɪ̆	M R V W V J V	m r o v i y i	M R A B I J I	ant:A	32
8226	POLISH	pol	ant		ˈmruvka	ˈm r u v k a	M R V W K V	m r u v k a	M R Y B K A	ant:A	32
8225	RUSSIAN	rus	ant		muraˈvʲɛj	m u r a ˈvʲ ɛ j	M V R V W V J	m u r a v E y	M Y R A B E J	ant:A	32
8222	SERBO-CROATIAN	srp	ant		mrâːv	m r âː v	M R V W	m r a v	M R A B	ant:A	32
8229	SLOVAK	slk	ant		ˈmravɛts	ˈm r a v ɛ t s	M R V W V T S	m r a v E t s	M R A B E T S	ant:A	32
8233	SLOVENIAN	slv	ant		mrǎːvlja	m r ǎː v l j a	M R V W R J V	m r a v l y a	M R A B L J A	ant:A	32
8232	SORBIAN_LOWER	dsb	ant		ˈmrɔja	ˈm r ɔ j a	M R V J V	m r o y a	M R U J A	ant:A	32
8231	SORBIAN_UPPER	hsb	ant		ˈmroja	ˈm r o j a	M R V J V	m r o y a	M R U J A	ant:A	32
8228	UKRAINIAN	ukr	ant		muˈraxa	m u ˈr a x a	M V R V K V	m u r a x a	M Y R A G A	ant:A	32
10624	ANCIENT_GREEK	grc	ashes		spódos	s p ó d o s	S P V T V S	s p o d o s	S P U T U S	ashes:B	35
10625	ANCIENT_GREEK	grc	ashes		tépʰraː	t é pʰ r aː	T V P R V	t e p r a	T E P R A	ashes:L	41
10626	ANCIENT_GREEK	grc	ashes		kóniːs	k ó n iː s	K V N V S	k o n i s	K U N I S	ashes:U	45
10648	BELARUSIAN	bel	ashes		ˈpɔpʲɛɫ	ˈp ɔ pʲ ɛ ɫ	P V P V R	p o p E l	P U P E L	ashes:G	38
10637	BIHARI	mai	ashes		chaur	c h au r	K H V R	T h a r	C H A R	ashes:M	42
10644	BULGARIAN	bul	ashes		ˈpɛpɘɫ	ˈp ɛ p ɘ ɫ	P V P V R	p E p I l	P E P E L	ashes:G	38
10672	CATALAN	cat	ashes		sɛndrə	s ɛ n d r ə	S V N T R V	s E n d r I	S E N T R E	ashes:E	36
10651	CZECH	ces	ashes		ˈpopɛl	ˈp o p ɛ l	P V P V R	p o p E l	P U P E L	ashes:G	38
10664	DANISH	dan	ashes		ˈasg̥ʰə	ˈa s g̥ʰ ə	V S K V	a s g I	A S K E	ashes:A	34
10665	DANISH_FJOLDE		ashes		ɑːsɡ	ɑː s ɡ	V S K	o s g	A S K	ashes:A	34
10669	DUTCH	nld	ashes		ɑs	ɑ s	V S	o s	A S	ashes:A	34
10663	ELFDALIAN	qov	ashes		ɑ̀skɑ	ɑ̀ s k ɑ	V S K V	o s k o	A S K A	ashes:A	34
10667	ENGLISH	eng	ashes		æʃɪz	æ ʃ ɪ z	V S V S	E S i z	E S I S	ashes:A	34
10657	FAROESE	fao	ashes		ˈœska	ˈœ s k a	V S K V	E s k a	U S K A	ashes:A	34
10675	FRENCH	fra	ashes		sɑ̃dʀ	s ɑ̃ d ʀ	S V T R	s o d r	S A T R	ashes:E	36
10670	GERMAN	deu	ashes		aʃə	a ʃ ə	V S V	a S I	A S E	ashes:A	34
10627	GREEK	ell	ashes		ˈte̞fra	ˈt e̞ f r a	T V P R V	t e f r a	T E B R A	ashes:L	41
10628	GREEK	ell	ashes		ˈstaxti	ˈs t a x t i	S T V K T V	s t a x t i	S T A G T I	ashes:H	39
10666	GUTNISH_LAU		ashes		ˈasko	ˈa s k o	V S K V	a s k o	A S K U	ashes:A	34
10656	ICELANDIC	isl	ashes		ˈaska	ˈa s k a	V S K V	a s k a	A S K A	ashes:A	34
10676	ITALIAN	ita	ashes		tʃenere	t ʃ e n e r e	T S V N V R V	t S e n e r e	T S E N E R E	ashes:E	36
10671	LATIN	lat	ashes		ˈkinis	ˈk i n i s	K V N V S	k i n i s	K I N I S	ashes:E	36
10645	MACEDONIAN	mkd	ashes		ˈpepɛl	ˈp e p ɛ l	P V P V R	p e p E l	P E P E L	ashes:G	38
10640	MARATHI	mar	ashes		ɾakʰ	ɾ a kʰ	R V K	r a k	R A K	ashes:I	40
10641	MARATHI	mar	ashes		bʱəsmə	bʱ ə s m ə	P V S M V	b I s m I	P E S M E	ashes:N	43
10658	NORWEGIAN_RIKSMAL	nor	ashes		ˈàskə	ˈà s k ə	V S K V	a s k I	A S K E	ashes:A	34
10642	OLD_CHURCH_SLAVONIC	chu	ashes		pɔpɛlʊ̆	p ɔ p ɛ l ʊ̆	P V P V R V	p o p E l u	P U P E L Y	ashes:G	38
10677	OLD_IRISH	sga	ashes		lu:əθʹrʹəð	l u:ə θʹ rʹ ə ð	R V T R V T	l u 8 r I 8	L Y D R E D	ashes:F	37
10655	OLD_NORSE	non	ashes		ˈaska	ˈa s k a	V S K V	a s k a	A S K A	ashes:A	34
10660	OLD_SWEDISH		ashes		ˈaska	ˈa s k a	V S K V	a s k a	A S K A	ashes:A	34
10635	ORIYA	ori	ashes		bhɔsmoɔ	b h ɔ s m oɔ	P H V S M V	b h o s m o	P H U S M U	ashes:N	43
10636	ORIYA	ori	ashes		pãũsɔ	p ãũ s ɔ	P V S V	p a s o	P A S U	ashes:W	46
10633	OSSETIC_DIGOR	oss	ashes		funuk	f u n u k	P V N V K	f u n u k	B Y N Y K	ashes:P	44
10632	OSSETIC_IRON	oss	ashes		fɐnyk	f ɐ n y k	P V N V K	f a n i k	B E N Y K	ashes:P	44
10647	POLISH	pol	ashes		ˈpɔpjuw	ˈp ɔ p j u w	P V P J V W	p o p y u w	P U P J Y W	ashes:G	38
10673	PORTUGUESE	por	ashes		ˈsĩzɐʃ	ˈs ĩ z ɐ ʃ	S V S V S	s i z a S	S I S E S	ashes:E	36
10646	RUSSIAN	rus	ashes		zɔˈɫa	z ɔ ˈɫ a	S V R V	z o l a	S U L A	ashes:Y	47
10643	SERBO-CROATIAN	srp	ashes		ˈpɛ̂pɛɔ	ˈp ɛ̂ p ɛ ɔ	P V P V V	p E p E o	P E P E U	ashes:G	38
10650	SLOVAK	slk	ashes		ˈpɔpɔl	ˈp ɔ p ɔ l	P V P V R	p o p o l	P U P U L	ashes:G	38
10654	SLOVENIAN	slv	ashes		pɛˈpěːw	p ɛ ˈp ěː w	P V P V W	p E p e w	P E P E W	ashes:G	38
10653	SORBIAN_LOWER	dsb	ashes		ˈpɔpĕɛw	ˈp ɔ p ĕɛ w	P V P V W	p o p e w	P U P E W	ashes:G	38
10652	SORBIAN_UPPER	hsb	ashes		ˈpɔpĕɛw	ˈp ɔ p ĕɛ w	P V P V W	p o p e w	P U P E W	ashes:G	38
10674	SPANISH	spa	ashes		θeniθas	θ e n i θ a s	T V N V T V S	8 e n i 8 a s	D E N I D A S	ashes:E	36
10659	STAVANGERSK		ashes		ˈɔ̀ska	ˈɔ̀ s k a	V S K V	o s k a	U S K A	ashes:A	34
10661	SWEDISH	swe	ashes		stɔft	s t ɔ f t	S T V P T	s t o f t	S T U B T	ashes:H	39
10662	SWEDISH	swe	ashes		ˈàska	ˈà s k a	V S K V	a s k a	A S K A	ashes:A	34
10649	UKRAINIAN	ukr	ashes		ˈpɔpiɫ	ˈp ɔ p i ɫ	P V P V R	p o p i l	P U P I L	ashes:G	38
10639	URDU	urd	ashes		ɾɑkʰ	ɾ ɑ kʰ	R V K	r o k	R A K	ashes:I	40
928	ANCIENT_GREEK	grc	at		epí	e p í	V P V	e p i	E P I	at:I	56
929	ANCIENT_GREEK	grc	at		en	e n	V N	e n	E N	at:J	57
930	ANCIENT_GREEK	grc	at		pará	p a r á	P V R V	p a r a	P A R A	at:Ah	49
956	BELARUSIAN	bel	at		u	u	V	u	Y	at:J	57
957	BELARUSIAN	bel	at		na	n a	N V	n a	N A	at:Q	60
948	BULGARIAN	bul	at		vɤf	v ɤ f	W V P	v o f	B E B	at:J	57
949	BULGARIAN	bul	at		na	n a	N V	n a	N A	at:Q	60
999	CATALAN	cat	at		a	a	V	a	A	at:R	61
962	CZECH	ces	at		na	n a	N V	n a	N A	at:Q	60
963	CZECH	ces	at		vɛ	v ɛ	W V	v E	B E	at:J	57
987	DANISH	dan	at		b̥ʰɔˀ	b̥ʰ ɔˀ	P V	b o	P U	at:Ai	50
988	DANISH	dan	at		veð	v e ð	W V T	v e 8	B E D	at:U	64
989	DANISH_FJOLDE		at		oa	oa	V	o	U	at:Ai	50
990	DANISH_FJOLDE		at		ve	v e	W V	v e	B E	at:U	64
995	DUTCH	nld	at		tə	t ə	T V	t I	T E	at:V	65
996	DUTCH	nld	at		ɔp	ɔ p	V P	o p	U P	at:I	56
985	ELFDALIAN	qov	at		wɪːð	w ɪː ð	W V T	w i 8	W I D	at:U	64
