ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,form_in_source
59,italian,1396,,t a ʎʎ ɛ n t e,,,
60,oldirish,1396,,gʹ e: r,,,
61,oldirish,1396,,ɸ ai β ə r,,,
65,ancientgreek,1446,,é r kʰ o m ai̯,,,
66,greek,1446,,ˈe̞ r x o̞ ˌm e̞,,,
70,osseticiron,1446,,ɐ r b a s ɐ w,,,
71,osseticdigor,1446,,ɐ r b a c ɐ w,,,
72,oriya,1446,,a s,,,
73,bihari,1446,,aeə b,,,
75,urdu,1446,,ʔ ɑ n ə,,,
76,marathi,1446,,j e ɳ e,,,
77,oldchurchslavonic,1446,,p r i t i,,,
78,oldchurchslavonic,1446,,p r i x ɔ d i t i,,,
79,oldchurchslavonic,1446,,ɡ r ɛ̃ s t i,,,
80,serbocroatian,1446,,ˈd ɔ̌ l a z i t i,,,
81,serbocroatian,1446,,ˈd ɔ̂ː t ɕ i,,,
82,bulgarian,1446,,ˈd ɔ j d ə,,,
83,macedonian,1446,,ˈd o j d ɛ,,,
84,macedonian,1446,,ˈd o a ɟ a,,,
85,russian,1446,,p rʲ i x ɔ dʲ i tʲ,,,
86,russian,1446,,p ɾʲ i j ˈtʲ i,,,
87,polish,1446,,p ʂ ɘ̟ ˈx ɔ d ʑ i t ɕ,,,
88,polish,1446,,p ʂ ɘ̟ j ɕ t ɕ,,,
89,belarusian,1446,,p r ɨ ˈx ɔ d zʲ i t sʲ,,,
90,belarusian,1446,,p r ɨ j s ˈt sʲ i,,,
91,ukrainian,1446,,p r ɪ ˈx o d ɪ t ɪ,,,
92,ukrainian,1446,,p r ɪ j ˈt ɪ,,,
93,slovak,1446,,p r iː s c,,,
94,slovak,1446,,ˈp r i x aː d z a c,,,
95,czech,1446,,ˈp r̝̊ ɪ j iː t,,,
96,sorbianupper,1446,,ˈp ʃ i kʰ a d ʒ ɛ t ʃ,,,
97,sorbianupper,1446,,p ʃ i n t ʃ,,,
98,sorbianlower,1446,,p ɕ i ɕ,,,
99,sorbianlower,1446,,ˈp ɕ i x a d a ɕ,,,
100,slovenian,1446,,p r i ˈx âː j a t i,,,
101,slovenian,1446,,ˈp r ǐː t i,,,
102,oldnorse,1446,,ˈk o m a,,,
103,icelandic,1446,,ˈkʰ ɔː m a,,,
104,faroese,1446,,ˈkʰ oː m a,,,
105,norwegianriksmal,1446,,ˈk ɔ̀ mː ə,,,
106,stavangersk,1446,,ˈk ɔ̀ mː a,,,
107,oldswedish,1446,,ˈk oː m a,,,
108,swedish,1446,,ˈk ɔ̀ mː a,,,
109,elfdalian,1446,,ˈk ʉ̀ m ɔ,,,
110,danish,1446,,ˈg̥ʰ ʌ m ə,,,
111,danishfjolde,1446,,k o m,,,
112,gutnishlau,1446,,k u mː ɛ,,,
113,english,1446,,k ʌ m,,,
115,dutch,1446,,k o m ə n,,,
116,german,1446,,k ɔ m ə n,,,
117,latin,1446,,w e ˈn iː r e,,,
118,catalan,1446,,b ə n i,,,
119,portuguese,1446,,v i ɾ,,,
120,spanish,1446,,b e n i ɾ,,,
121,french,1446,,v ə n i ʀ,,,
122,italian,1446,,v e n i r e,,,
123,oldirish,1446,,d o ˈtʹ e: dʹ,,,
124,oldirish,1446,,d o ˈi kʹ,,,
129,ancientgreek,1424,,k s a n tʰ ó s,,,
130,greek,1424,,ˈc i t r i ˌn o̞ s,,,
134,osseticiron,1424,,b u r,,,
135,osseticdigor,1424,,b o r ɐ,,,
137,oriya,1424,,h ɔ ɭ ɔ d ia,,,
138,bihari,1424,,p iyə r,,,
140,urdu,1424,,p i l ɑ,,,
141,marathi,1424,,p i w ɭ a,,,
142,oldchurchslavonic,1424,,ʒ l̩ʲ t ʊ̆,,,
143,serbocroatian,1424,,ʒ u t,,,
144,bulgarian,1424,,ʒ ɤ ɫ t,,,
145,macedonian,1424,,ʒ o l t,,,
146,russian,1424,,ʐ ɔ ɫ t ɨ j,,,
147,polish,1424,,ˈʐ u w t ɘ̟,,,
148,belarusian,1424,,ˈʐ ɔ w t ɨ,,,
149,ukrainian,1424,,ˈʐ ɔ ʋ t ɪ j,,,
150,slovak,1424,,ˈʒ l̩ t iː,,,
151,czech,1424,,ˈʒ l u t iː,,,
152,sorbianupper,1424,,ˈʒ o t ɘ̟,,,
153,sorbianlower,1424,,ˈʐ o w t ɘ̟,,,
154,slovenian,1424,,r u ˈm ɛ n,,,
155,oldnorse,1424,,ɡ u l r,,,
156,icelandic,1424,,ˈɡ̊ ʏː l ʏ r,,,
157,faroese,1424,,ˈɡ̊ uː l ʊ ɹ,,,
158,norwegianriksmal,1424,,ɡ ʉː ɽ,,,
159,stavangersk,1424,,ˈɡ ʉː l ə,,,
160,oldswedish,1424,,ɡ uː l,,,
161,swedish,1424,,ɡ ʉː l,,,
162,elfdalian,1424,,g ʉə l,,,
163,danish,1424,,g uˀ l,,,
164,danishfjolde,1424,,ɡ uː l,,,
165,gutnishlau,1424,,ˈɡ ɛu l a r,,,
166,english,1424,,j ɛ l əʊ,,,
168,dutch,1424,,ɣ e l,,,
169,german,1424,,g ɛ l p,,,
170,catalan,1424,,g ɾ ɔ k,,,
171,portuguese,1424,,ɐ m ɐ ˈɾ ɛ l u,,,
172,spanish,1424,,a m a ɾ i ʎ o,,,
173,french,1424,,ʒ o n,,,
174,italian,1424,,d ʒ a ll o,,,
175,oldirish,1424,,b u dʹ e,,,
179,ancientgreek,784,,kʰ iɔ́ː n,,,
180,greek,784,,ˈç o̞ n i,,,
184,osseticiron,784,,m i t,,,
185,osseticdigor,784,,m e t,,,
187,oriya,784,,b ɔ r ɔ p h ɔ,,,
188,bihari,784,,b ə r p h k h ə s ə b,,,
189,urdu,784,,b ə ɾ f,,,
190,marathi,784,,b ə ɾ f ə,,,
191,oldchurchslavonic,784,,s n æ g ʊ̆,,,
192,serbocroatian,784,,s n j ɛ̂ː ɡ,,,
193,bulgarian,784,,s nʲ a ɡ,,,
194,macedonian,784,,s n e ɡ,,,
195,russian,784,,s nʲ ɛ g,,,
196,polish,784,,ɕ ɲ ɛ ɡ,,,
197,belarusian,784,,sʲ nʲ ɛ ɣ,,,
198,ukrainian,784,,s n i ɦ,,,
199,slovak,784,,s ɲ ɛ ɦ,,,
200,czech,784,,s ɲ iː ɦ,,,
201,sorbianupper,784,,s nʲ ɪ,,,
202,sorbianlower,784,,s ɲ ɪ ɡ,,,
203,slovenian,784,,s n êː ɡ,,,
204,oldnorse,784,,s n j oː r,,,
205,icelandic,784,,s t n j ouː r,,,
206,faroese,784,,ˈs n j ɛ ɡ̊ v ʊ ɹ,,,
207,faroese,784,,ˈkʰ ɛaː v ɪ,,,
208,norwegianriksmal,784,,s n eː,,,
209,stavangersk,784,,s n øː,,,
210,oldswedish,784,,s n j oː r,,,
211,swedish,784,,s n øː,,,
212,elfdalian,784,,s n ɪʉ̃ə̃,,,
213,danish,784,,s n eˀ,,,
214,danishfjolde,784,,s n ie,,,
215,gutnishlau,784,,s n oɪ,,,
216,english,784,,s n əʊ,,,
218,dutch,784,,s n e w,,,
219,german,784,,ʃ n e:,,,
220,latin,784,,n i k s,,,
221,catalan,784,,n e w,,,
222,portuguese,784,,ˈn ɛ v ɨ,,,
223,spanish,784,,n j e β e,,,
224,french,784,,n ɛ ʒ,,,
225,italian,784,,n e v e,,,
226,oldirish,784,,sʹ nʹ e x t e,,,
229,ancientgreek,1261,,áː j d ɔː,,,
230,greek,1261,,ˌt r a ɣ u ˈð o̞,,,
234,osseticiron,1261,,ž a r,,,
235,osseticdigor,1261,,z a r,,,
237,oriya,1261,,g a,,,
238,bihari,1261,,g aeə b,,,
239,urdu,1261,,ɡ ɑ n ə,,,
240,marathi,1261,,g a ɳ e,,,
241,oldchurchslavonic,1261,,p æ t i,,,
242,serbocroatian,1261,,p j ɛ̂ v a t i,,,
243,bulgarian,1261,,ˈp ɛ j ə,,,
244,macedonian,1261,,ˈp e ɛ,,,
245,russian,1261,,pʲ ɛ tʲ,,,
246,polish,1261,,ˈɕ p j ɛ v a t ɕ,,,
247,belarusian,1261,,sʲ pʲ a ˈv a t sʲ,,,
248,ukrainian,1261,,s p i ˈʋ a t ɪ,,,
249,slovak,1261,,ˈs p iɛ v a c,,,
250,czech,1261,,ˈs p iː v a t,,,
251,sorbianupper,1261,,ˈs p ɪ w a t ʃ,,,
252,sorbianlower,1261,,ˈs p i w a ɕ,,,
253,slovenian,1261,,ˈp ěː t i,,,
254,oldnorse,1261,,ˈs y n ɣ v a,,,
255,oldnorse,1261,,ˈɡ a l a,,,
256,icelandic,1261,,ˈs ɪ ɲ c a,,,
257,faroese,1261,,ˈs ɪ ɲ d̥ ʒ a,,,
258,faroese,1261,,ˈk v øːa,,,
259,norwegianriksmal,1261,,ˈs ʏ̀ ŋː ə,,,
260,stavangersk,1261,,ˈs ʏ̀ ŋː a,,,
261,oldswedish,1261,,ˈs j u ŋː a,,,
262,oldswedish,1261,,ˈk v æː ð a,,,
263,swedish,1261,,ˈɧ ɵ̀ ŋː a,,,
264,elfdalian,1261,,ˈk w ɛ̀ ð ɔ,,,
265,danish,1261,,ˈs ø ŋ ə,,,
266,danishfjolde,1261,,k v eæ,,,
267,gutnishlau,1261,,ˈs ɪ ŋ ɡ ɛ,,,
268,english,1261,,s ɪ ŋ,,,
270,dutch,1261,,z ɪ ŋ ə n,,,
271,german,1261,,z ɪ ŋ ə n,,,
272,latin,1261,,ˈk a n e r e,,,
273,portuguese,1261,,k ɐ̃ ˈt a ɾ,,,
274,spanish,1261,,k a n t a ɾ,,,
275,french,1261,,ʃ ɑ̃ t e,,,
276,italian,1261,,k a n t a r e,,,
277,oldirish,1261,,k a n ə ðʹ,,,
280,ancientgreek,1220,,k é r k o s,,,
281,ancientgreek,1220,,ou̯ r á,,,
282,greek,1220,,u r a,,,
285,osseticiron,1220,,k ɐ z i l,,,
286,osseticdigor,1220,,k ɐ d ž e l ɐ,,,
288,oriya,1220,,l a n j ɔ,,,
289,bihari,1220,,n ə ŋ g ai r,,,
290,urdu,1220,,d̪ ʊ m,,,
291,marathi,1220,,ʃ e p ʈ i:,,,
292,oldchurchslavonic,1220,,ɔ p ɑ ʃ ɪ̆,,,
293,serbocroatian,1220,,r ɛ̂ː p,,,
294,bulgarian,1220,,u ˈp a ʃ k ə,,,
295,macedonian,1220,,ˈo p a ʃ k a,,,
296,russian,1220,,x v ɔ s t,,,
297,polish,1220,,ˈɔ ɡ ɔ n,,,
298,belarusian,1220,,x v ɔ s t,,,
299,ukrainian,1220,,x ʋ i s t,,,
300,slovak,1220,,x v ɔ s t,,,
301,czech,1220,,ˈɔ t s a s,,,
302,sorbianupper,1220,,ˈw ɔ p u ʃ,,,
303,sorbianlower,1220,,ˈh ɔ ɡ ɛ n,,,
304,slovenian,1220,,r ɛ p,,,
305,oldnorse,1220,,s p o r ð r,,,
306,oldnorse,1220,,ˈh a l i,,,
307,oldnorse,1220,,s t e r t r,,,
308,oldnorse,1220,,ˈr oː v a,,,
309,oldnorse,1220,,ˈv eː l i,,,
310,icelandic,1220,,ˈh aː l ɪ,,,
311,icelandic,1220,,ˈr ouː v a,,,
312,icelandic,1220,,ˈs t ɛ r̥ tʰ ʏ r,,,
313,icelandic,1220,,ˈv j ɛː l ɪ,,,
314,icelandic,1220,,ˈs p ɔ r ð ʏ r,,,
315,faroese,1220,,ˈs t ɛ ɻ̊ ʈ ʊ ɹ,,,
316,faroese,1220,,s a k s,,,
317,faroese,1220,,v eː l,,,
318,faroese,1220,,s v aiː v,,,
319,faroese,1220,,ˈh ɛaː l ɪ,,,
320,faroese,1220,,ˈɹ ɔu v a,,,
321,norwegianriksmal,1220,,ˈh àː l ə,,,
322,norwegianriksmal,1220,,ˈr ʉ̀ m p ə,,,
323,norwegianriksmal,1220,,ˈr òː ʋ ə,,,
324,norwegianriksmal,1220,,s p u ɖː,,,
325,norwegianriksmal,1220,,ˈʋ èː l ə,,,
326,norwegianriksmal,1220,,s ʋ a n s,,,
327,norwegianriksmal,1220,,s t j ɛ ʈː,,,
328,stavangersk,1220,,s t æ ʁ t,,,
329,stavangersk,1220,,s p uː ʁ,,,
330,stavangersk,1220,,s p uː ʁ,,,
331,stavangersk,1220,,ˈʋ èː l ə,,,
332,oldswedish,1220,,ˈs t j æ r t e r,,,
333,oldswedish,1220,,ˈh aː l i,,,
334,oldswedish,1220,,ˈv æː l e,,,
335,oldswedish,1220,,ˈs p oː r ð e r,,,
336,swedish,1220,,s v a n s,,,
337,swedish,1220,,ɧ æ ʈː,,,
338,elfdalian,1220,,ˈɔ̀ l ɔ,,,
339,elfdalian,1220,,ˈr ʉ̀ m p ɑ,,,
340,danish,1220,,ˈs d̥ j æɐ̠ˀ d,,,
341,danish,1220,,ˈh ɛ: l ə,,,
342,danishfjolde,1220,,s x æ ɹ d,,,
343,gutnishlau,1220,,ˈr u m p o,,,
344,gutnishlau,1220,,s t j ɛ r t,,,
345,english,1220,,t eɪ l,,,
346,dutch,1220,,s t a r t,,,
347,german,1220,,ʃ v a n t͜s,,,
348,latin,1220,,ˈk au̯ d a,,,
349,catalan,1220,,k ua,,,
350,portuguese,1220,,ˈɾ a β u,,,
351,portuguese,1220,,ˈk au ð ɐ,,,
352,spanish,1220,,k o l a,,,
353,french,1220,,k ø,,,
354,italian,1220,,k o d a,,,
355,oldirish,1220,,e r b a ll,,,
356,oldirish,1220,,l o s,,,
358,ancientgreek,1494,,a p o tʰ n ɛ́ː j s k ɔː,,,
359,greek,1494,,p e̞ ˈθ e̞ n o̞,,,
363,osseticiron,1494,,m ɐ l,,,
364,osseticdigor,1494,,m ɐ l,,,
366,oriya,1494,,m ɔ r,,,
367,bihari,1494,,m ə r ə b,,,
369,urdu,1494,,m ə ɾ n ə,,,
370,marathi,1494,,m ə ɾ ɳ e,,,
371,oldchurchslavonic,1494,,u m r æ t i,,,
372,serbocroatian,1494,,ˈu m i r a t i,,,
373,bulgarian,1494,,u ˈm i r ə m,,,
374,macedonian,1494,,ˈu m i r a m,,,
375,russian,1494,,u mʲ i r a tʲ,,,
376,polish,1494,,u ˈm j ɛ r a ʨ,,,
377,belarusian,1494,,p a mʲ i ˈr a t sʲ,,,
378,ukrainian,1494,,u m ɪ ˈr a t ɪ,,,
379,slovak,1494,,ˈu m iɛ r a c,,,
380,czech,1494,,ˈu m iː r a t,,,
381,sorbianupper,1494,,m ʀ ɪ t ʃ,,,
382,sorbianlower,1494,,m rʲ ɪ ɕ,,,
383,slovenian,1494,,ˈm r ěː t i,,,
384,oldnorse,1494,,ˈd ɛy j a,,,
385,oldnorse,1494,,ˈa n d a s k,,,
386,icelandic,1494,,ˈd̥ eiː j a,,,
387,icelandic,1494,,ˈa n d̥ a s t,,,
388,faroese,1494,,ˈa n d̥ a s t,,,
389,faroese,1494,,ˈd̥ ɔ d̥ ʒː a,,,
390,norwegianriksmal,1494,,d øː,,,
391,stavangersk,1494,,d œɪ,,,
392,oldswedish,1494,,ˈd ø jː a,,,
393,swedish,1494,,d ø:,,,
394,elfdalian,1494,,ˈd æ̀ːɑ,,,
395,danish,1494,,d̥ øˀ,,,
396,danishfjolde,1494,,d yø,,,
397,gutnishlau,1494,,d oɪ,,,
398,english,1494,,d aɪ,,,
400,dutch,1494,,s t ɛ r v ə n,,,
401,german,1494,,ʃ t ɛ r b n̩,,,
402,latin,1494,,ˈm o r iː,,,
403,catalan,1494,,m u r i,,,
404,portuguese,1494,,m u ˈʀ e ɾ,,,
405,spanish,1494,,m o ɾ i ɾ,,,
406,french,1494,,m u ʀ i ʀ,,,
407,italian,1494,,m o r i r e,,,
411,ancientgreek,1287,,k r ye r ó s,,,
412,ancientgreek,1287,,p s yː kʰ r ó s,,,
413,greek,1287,,ˈk r i ˌo̞ s,,,
414,greek,1287,,p s i x r o s,,,
418,osseticiron,1287,,w a ž a l,,,
419,osseticdigor,1287,,w a z a l,,,
421,oriya,1287,,t h ɔ ɳ ɖ a,,,
422,bihari,1287,,ʈ h ə n d h a,,,
425,urdu,1287,,s ə ɾ d̪,,,
426,marathi,1287,,tʰ a ɳ ɖ i:,,,
427,oldchurchslavonic,1287,,s t u d ɛ n ʊ̆,,,
428,serbocroatian,1287,,ˈh l ǎː d a n,,,
429,bulgarian,1287,,s t u ˈd ɛ n,,,
430,macedonian,1287,,ˈs t u d ɛ n,,,
431,russian,1287,,x ɔ ɫ ɔ d n ɨ j,,,
432,polish,1287,,ˈʑ i m n ɘ̟,,,
433,belarusian,1287,,x a ˈɫ ɔ d n ɨ,,,
434,ukrainian,1287,,x ɔ ˈɫ ɔ d n ɪ j,,,
435,slovak,1287,,ˈs t u ɟ ɛ n iː,,,
436,czech,1287,,ˈs t u d ɛ n iː,,,
437,sorbianupper,1287,,ˈz ɘ̟ m n ɘ̟,,,
438,sorbianlower,1287,,ˈz ɘ̟ m n ɘ̟,,,
439,slovenian,1287,,ˈh l ǎː d ɛ n,,,
440,oldnorse,1287,,k a l d r,,,
441,icelandic,1287,,ˈkʰ a l d̥ ʏ r,,,
442,faroese,1287,,ˈkʰ a l d̥ ʊ ɹ,,,
443,norwegianriksmal,1287,,k a lː,,,
444,stavangersk,1287,,ˈk a lː ə,,,
445,oldswedish,1287,,ˈk a l d e r,,,
446,swedish,1287,,k a lː,,,
447,elfdalian,1287,,k o l d,,,
448,danish,1287,,g̥ʰ ʌ lˀ,,,
449,danishfjolde,1287,,k oː lʲ,,,
450,gutnishlau,1287,,ˈk a l d a r,,,
451,english,1287,,k əʊ l d,,,
453,dutch,1287,,k ɑu t,,,
454,german,1287,,k a l t,,,
455,latin,1287,,ˈf r iː g i d u s,,,
456,catalan,1287,,f ɾ ɛ t,,,
457,portuguese,1287,,ˈf ɾ iu,,,
458,spanish,1287,,f ɾ io,,,
459,french,1287,,f ʀ w ɑ,,,
460,italian,1287,,f r e dd o,,,
461,oldirish,1287,,u:ə r,,,
466,ancientgreek,1405,,ó n o m a,,,
467,greek,1405,,ˈo̞ n o̞ ˌm a,,,
471,osseticiron,1405,,n o m,,,
472,osseticdigor,1405,,n o m,,,
474,oriya,1405,,n a m ɔ,,,
475,bihari,1405,,n a m,,,
477,urdu,1405,,n ɑ m,,,
478,marathi,1405,,n a w,,,
479,oldchurchslavonic,1405,,i m ɛ̃,,,
480,serbocroatian,1405,,ˈî m ɛ,,,
481,bulgarian,1405,,ˈi m ɘ,,,
482,macedonian,1405,,ˈi m ɛ,,,
483,russian,1405,,i mʲ a,,,
484,polish,1405,,ˈi m j ɛ ɰ̃,,,
485,belarusian,1405,,i ˈmʲ a,,,
486,ukrainian,1405,,i ˈm j a,,,
487,slovak,1405,,ˈm ɛ n ɔ,,,
488,czech,1405,,ˈj m ɛː n ɔ,,,
489,sorbianupper,1405,,ˈm ĕɛ n ɔ,,,
490,sorbianlower,1405,,m ɪ,,,
491,slovenian,1405,,i ˈm êː,,,
492,oldnorse,1405,,n a f n,,,
493,icelandic,1405,,n a p n,,,
494,faroese,1405,,n au n,,,
495,norwegianriksmal,1405,,n a ʋ n,,,
496,stavangersk,1405,,n a ʋ n,,,
497,oldswedish,1405,,n a m p n,,,
498,swedish,1405,,n a m n,,,
499,elfdalian,1405,,ˈn ɑ́ mː ɛ n,,,
500,danish,1405,,n ɑ wˀ n,,,
501,danishfjolde,1405,,n ɑː w n,,,
502,gutnishlau,1405,,n a m n,,,
503,english,1405,,n eɪ m,,,
505,dutch,1405,,n a m,,,
506,german,1405,,n a: m ə,,,
507,latin,1405,,ˈn oː m e n,,,
508,catalan,1405,,n ɔ m,,,
509,portuguese,1405,,ˈn ɔ m ɨ,,,
510,spanish,1405,,n o m b ɾ e,,,
511,french,1405,,n ɔ̃,,,
512,italian,1405,,n o m e,,,
513,oldirish,1405,,a nʹ mʹ,,,
518,ancientgreek,1295,,h r á b d o s,,,
519,ancientgreek,1295,,b a k t ɛː r íaː,,,
520,greek,1295,,r a ˈv ð i,,,
521,greek,1295,,ˈk s i l o̞,,,
524,osseticiron,1295,,l ɐ z ɐ g,,,
526,oriya,1295,,l a ʈ h i,,,
527,bihari,1295,,c h ə̃ r i,,,
528,urdu,1295,,ɖ ə n ɖ ɑ,,,
529,marathi,1295,,k a ʈʰ i:,,,
530,oldchurchslavonic,1295,,p ɑ l i t sʲ a,,,
531,serbocroatian,1295,,ˈp â l i t s a,,,
532,serbocroatian,1295,,p r u t,,,
533,bulgarian,1295,,ˈp r ɤ t ʃ k ə,,,
534,macedonian,1295,,p r a t,,,
535,russian,1295,,p a ɫ k a,,,
536,polish,1295,,kʲ i j,,,
537,belarusian,1295,,kʲ i j,,,
538,ukrainian,1295,,ˈp a ɫ ɪ t sʲ a,,,
539,slovak,1295,,p r uː t,,,
540,slovak,1295,,ˈp a l i t s a,,,
541,czech,1295,,ɦ uː l,,,
542,sorbianupper,1295,,k i,,,
543,sorbianlower,1295,,k i j,,,
544,slovenian,1295,,ˈp ǎː l i t s a,,,
545,oldnorse,1295,,ˈp i nː i,,,
546,oldnorse,1295,,v ɔ l r,,,
547,oldnorse,1295,,k e pː r,,,
548,oldnorse,1295,,s t a v r,,,
549,icelandic,1295,,ˈv œː l ʏ r,,,
550,icelandic,1295,,ˈs t aː v ʏ r,,,
551,faroese,1295,,ˈt ʃ ɛ pː ʊ ɹ,,,
552,faroese,1295,,ˈs t ɛaː v ʊ ɹ,,,
553,norwegianriksmal,1295,,s t ɔ kː,,,
554,norwegianriksmal,1295,,s t aː ʋ,,,
555,norwegianriksmal,1295,,ç ɛ pː,,,
556,stavangersk,1295,,s t ɑː v,,,
557,stavangersk,1295,,ç ɛ pː,,,
558,stavangersk,1295,,s t ɔ kː,,,
559,oldswedish,1295,,ˈs t aː v e r,,,
560,oldswedish,1295,,ˈk æ pː e r,,,
561,oldswedish,1295,,v aː l,,,
562,swedish,1295,,k v i s t,,,
563,swedish,1295,,ɕ ɛ pː,,,
564,swedish,1295,,ˈp ɪ̀ nː ə,,,
565,swedish,1295,,s t ɑː v,,,
566,elfdalian,1295,,ˈp ɪ̀ nː ɛ,,,
567,elfdalian,1295,,k w ɪ s t,,,
568,danish,1295,,s d̥ʰ ʌ g̥ʰ,,,
569,danish,1295,,ɡ̊ʰ ɛ b,,,
570,danishfjolde,1295,,s d ɔ ɡ,,,
571,gutnishlau,1295,,s t u kː,,,
572,gutnishlau,1295,,k ɛ pː,,,
573,gutnishlau,1295,,s t ɑː v,,,
574,english,1295,,s t ɪ k,,,
576,dutch,1295,,s t ɔ k,,,
577,german,1295,,ʃ t ɔ k,,,
578,latin,1295,,ˈb a k u l u m,,,
579,portuguese,1295,,b ɐ ʃ ˈt ɐ̃ũ,,,
580,spanish,1295,,p a l o,,,
581,french,1295,,b ɑ t ɔ̃,,,
582,italian,1295,,b a s t o n e,,,
583,oldirish,1295,,s l a t,,,
585,ancientgreek,948,,h y d ɔː r,,,
586,greek,948,,n e̞ ˈr o̞,,,
590,osseticiron,948,,d o n,,,
591,osseticdigor,948,,d o n,,,
592,oriya,948,,p a ɳ i,,,
593,bihari,948,,p ai n,,,
595,urdu,948,,p ɑ n i,,,
596,marathi,948,,oa ɳ i:,,,
597,oldchurchslavonic,948,,v ɔ d ɑ,,,
598,serbocroatian,948,,ˈv ɔ̌ d a,,,
599,bulgarian,948,,v u d a,,,
600,macedonian,948,,ˈv o d a,,,
601,russian,948,,v ɔ d a,,,
602,polish,948,,ˈv ɔ d a,,,
603,belarusian,948,,v a ˈd a,,,
604,ukrainian,948,,ʋ ɔ ˈd a,,,
605,slovak,948,,ˈv ɔ d a,,,
606,czech,948,,ˈv ɔ d a,,,
607,sorbianupper,948,,ˈw ɔ d a,,,
608,sorbianlower,948,,ˈw ɘ̟ d a,,,
609,slovenian,948,,ˈv ɔ̌ː d a,,,
610,oldnorse,948,,v a t n,,,
611,icelandic,948,,v aʰ t n̥,,,
612,faroese,948,,v aʰ t n̥,,,
613,norwegianriksmal,948,,ʋ a nː,,,
614,stavangersk,948,,ˈʋ a tː n̩,,,
615,oldswedish,948,,v a t n,,,
616,swedish,948,,ˈv a tː ə n,,,
617,elfdalian,948,,w ɑ́ tː n̩,,,
618,danish,948,,v a nˀ,,,
619,danishfjolde,948,,v a nʲ,,,
620,gutnishlau,948,,v a tː n,,,
621,english,948,,w ɔ: t ə,,,
623,dutch,948,,w a t ə r,,,
624,german,948,,v a s ɐ,,,
625,latin,948,,ˈa kʷ a,,,
626,catalan,948,,a j ɣ w ə,,,
627,portuguese,948,,ˈa ɡ w ɐ,,,
628,spanish,948,,a ɣ w a,,,
629,french,948,,o,,,
630,italian,948,,a kk w a,,,
631,oldirish,948,,d o β u r,,,
632,oldirish,948,,u sʹ kʹ e,,,
635,ancientgreek,1236,,t í,,,
636,greek,1236,,t i,,,
640,osseticiron,1236,,s y,,,
641,osseticdigor,1236,,č i,,,
