ID,Form_ID,Cognateset_ID,Segment_Slice,Alignment,Source
417,417,180,,,
418,418,224,,,
420,420,223,,,
421,421,223,,,
425,425,207,,,
426,426,223,,,
428,428,200,,,
429,429,200,,,
430,430,225,,,
431,431,187,,,
435,435,211,,,
436,436,1,,,
437,437,211,,,
438,438,190,,,
439,439,184,,,
440,440,203,,,
441,441,215,,,
442,442,195,,,
443,443,221,,,
444,444,182,,,
445,445,195,,,
446,446,196,,,
448,448,211,,,
456,456,221,,,
457,457,189,,,
458,458,195,,,
459,459,189,,,
460,460,189,,,
461,461,211,,,
463,463,224,,,
464,464,217,,,
465,465,211,,,
467,467,223,,,
468,468,225,,,
469,469,225,,,
471,471,205,,,
472,472,214,,,
474,474,189,,,
475,475,216,,,
960,960,449,,,
962,962,475,,,
964,964,445,,,
968,968,487,,,
969,969,487,,,
970,970,487,,,
977,977,433,,,
980,980,437,,,
982,982,446,,,
983,983,469,,,
984,984,437,,,
986,986,436,,,
989,989,460,,,
995,995,474,,,
1000,1000,437,,,
1001,1001,448,,,
1003,1003,455,,,
1004,1004,1,,,
1005,1005,502,,,
1007,1007,472,,,
1009,1009,431,,,
1010,1010,460,,,
1011,1011,441,,,
1015,1015,462,,,
1016,1016,446,,,
1020,1020,502,,,
1021,1021,493,,,
1026,1026,491,,,
1027,1027,483,,,
1029,1029,435,,,
1030,1030,435,,,
1036,1036,446,,,
1037,1037,462,,,
1046,1046,434,,,
1048,1048,446,,,
1051,1051,462,,,
1053,1053,483,,,
1054,1054,447,,,
1056,1056,452,,,
1058,1058,484,,,
1059,1059,458,,,
1066,1066,473,,,
1067,1067,462,,,
1068,1068,462,,,
1069,1069,442,,,
1070,1070,439,,,
1073,1073,472,,,
1074,1074,444,,,
1075,1075,472,,,
1080,1080,432,,,
1081,1081,445,,,
1083,1083,433,,,
1084,1084,472,,,
1085,1085,481,,,
1088,1088,470,,,
1095,1095,447,,,
1101,1101,443,,,
1103,1103,462,,,
1104,1104,472,,,
1105,1105,434,,,
1107,1107,456,,,
1111,1111,482,,,
1112,1112,467,,,
1113,1113,453,,,
1117,1117,438,,,
1118,1118,444,,,
1120,1120,446,,,
1122,1122,501,,,
1124,1124,465,,,
1126,1126,462,,,
1127,1127,460,,,
1128,1128,527,,,
1132,1132,527,,,
1133,1133,527,,,
1135,1135,523,,,
1136,1136,516,,,
1137,1137,526,,,
1139,1139,527,,,
1141,1141,1,,,
1144,1144,516,,,
1146,1146,526,,,
1147,1147,1,,,
1148,1148,516,,,
1151,1151,516,,,
1152,1152,522,,,
1153,1153,1,,,
1154,1154,522,,,
1156,1156,523,,,
1158,1158,1,,,
1159,1159,1,,,
1160,1160,1,,,
1161,1161,514,,,
1164,1164,522,,,
1170,1170,1,,,
1172,1172,1,,,
1174,1174,524,,,
1175,1175,517,,,
1178,1178,522,,,
1179,1179,1,,,
1180,1180,522,,,
1181,1181,1,,,
1182,1182,524,,,
1183,1183,1,,,
1184,1184,516,,,
1185,1185,523,,,
1186,1186,521,,,
1187,1187,526,,,
1188,1188,516,,,
1189,1189,525,,,
1194,1194,516,,,
1196,1196,523,,,
1198,1198,523,,,
1199,1199,525,,,
1200,1200,525,,,
1201,1201,527,,,
1203,1203,527,,,
1204,1204,518,,,
1205,1205,525,,,
1206,1206,522,,,
1207,1207,1,,,
1208,1208,549,,,
1210,1210,571,,,
1211,1211,571,,,
1212,1212,541,,,
1216,1216,582,,,
1217,1217,582,,,
1218,1218,582,,,
1219,1219,582,,,
1220,1220,582,,,
1229,1229,535,,,
1231,1231,564,,,
1236,1236,532,,,
1238,1238,606,,,
1239,1239,537,,,
1240,1240,532,,,
1242,1242,536,,,
1247,1247,565,,,
1253,1253,581,,,
1257,1257,532,,,
1258,1258,540,,,
1262,1262,551,,,
1263,1263,1,,,
1264,1264,554,,,
1266,1266,577,,,
1268,1268,543,,,
1269,1269,564,,,
1270,1270,546,,,
34040,34040,1,,,
1274,1274,560,,,
1276,1276,557,,,
1280,1280,528,,,
1281,1281,538,,,
1286,1286,597,,,
1287,1287,597,,,
1288,1288,597,,,
1289,1289,553,,,
1291,1291,534,,,
34061,34061,1,,,
34062,34062,1,,,
34063,34063,1,,,
1296,1296,602,,,
1297,1297,530,,,
34066,34066,1,,,
34071,34071,1,,,
34077,34077,1,,,
1312,1312,556,,,
34081,34081,1,,,
1314,1314,567,,,
34084,34084,1,,,
1317,1317,529,,,
34086,34086,1,,,
34087,34087,1,,,
1320,1320,603,,,
1321,1321,567,,,
34090,34090,1,,,
1323,1323,540,,,
34092,34092,1,,,
1325,1325,576,,,
1326,1326,558,,,
34095,34095,1,,,
34097,34097,1,,,
1332,1332,566,,,
1333,1333,576,,,
1334,1334,566,,,
1335,1335,603,,,
1336,1336,530,,,
1339,1339,576,,,
1340,1340,553,,,
1341,1341,570,,,
34110,34110,1,,,
1343,1343,530,,,
1344,1344,541,,,
1345,1345,532,,,
1346,1346,570,,,
1347,1347,578,,,
1350,1350,545,,,
1356,1356,529,,,
34127,34127,1,,,
1360,1360,566,,,
1362,1362,560,,,
1363,1363,578,,,
1364,1364,533,,,
34134,34134,1,,,
34135,34135,1,,,
34138,34138,1,,,
1371,1371,580,,,
1372,1372,567,,,
34141,34141,1,,,
1379,1379,532,,,
34148,34148,1,,,
34149,34149,1,,,
1382,1382,604,,,
34151,34151,1,,,
34152,34152,1,,,
34153,34153,1,,,
1386,1386,596,,,
34156,34156,1,,,
34157,34157,1,,,
34158,34158,1,,,
34159,34159,1,,,
34163,34163,1,,,
34164,34164,1,,,
34167,34167,1,,,
34172,34172,1,,,
34176,34176,1,,,
34178,34178,1,,,
34179,34179,1,,,
34180,34180,1,,,
34182,34182,1,,,
34186,34186,1,,,
34187,34187,1,,,
34188,34188,1,,,
34194,34194,1,,,
34195,34195,1,,,
34197,34197,1,,,
34199,34199,1,,,
34201,34201,1,,,
34203,34203,1,,,
34204,34204,1,,,
33026,33026,1,,,
33029,33029,1,,,
1588,1588,770,,,
1590,1590,791,,,
1591,1591,791,,,
1593,1593,787,,,
1597,1597,801,,,
33035,33035,1,,,
1606,1606,749,,,
33036,33036,1,,,
1612,1612,751,,,
1614,1614,754,,,
1615,1615,788,,,
1616,1616,751,,,
1618,1618,750,,,
33038,33038,1,,,
1624,1624,761,,,
33039,33039,1,,,
1630,1630,779,,,
1635,1635,751,,,
1636,1636,746,,,
1639,1639,743,,,
1640,1640,782,,,
1641,1641,746,,,
1643,1643,807,,,
274,274,124,,,
1646,1646,786,,,
1647,1647,761,,,
1648,1648,774,,,
1652,1652,777,,,
1655,1655,746,,,
1660,1660,746,,,
1661,1661,820,,,
1667,1667,814,,,
1668,1668,814,,,
1669,1669,744,,,
1671,1671,748,,,
1677,1677,824,,,
1678,1678,739,,,
33048,33048,1,,,
1695,1695,765,,,
1697,1697,782,,,
1700,1700,821,,,
1703,1703,799,,,
1704,1704,759,,,
33052,33052,1,,,
1707,1707,766,,,
1709,1709,807,,,
1710,1710,760,,,
1716,1716,796,,,
1717,1717,807,,,
1718,1718,763,,,
1719,1719,758,,,
1720,1720,755,,,
1724,1724,807,,,
1725,1725,767,,,
1726,1726,792,,,
1734,1734,821,,,
1735,1735,821,,,
1736,1736,759,,,
1738,1738,752,,,
1740,1740,792,,,
1741,1741,807,,,
1744,1744,789,,,
1751,1751,781,,,
1757,1757,757,,,
1759,1759,777,,,
1760,1760,750,,,
1761,1761,747,,,
1763,1763,773,,,
1767,1767,797,,,
1768,1768,764,,,
1769,1769,769,,,
33063,33063,1,,,
1775,1775,753,,,
1776,1776,759,,,
33064,33064,1,,,
1778,1778,779,,,
1780,1780,807,,,
33065,33065,1,,,
1784,1784,779,,,
1786,1786,821,,,
1787,1787,761,,,
33068,33068,1,,,
33071,33071,1,,,
33079,33079,1,,,
33081,33081,1,,,
33084,33084,1,,,
33088,33088,1,,,
1951,1951,949,,,
1953,1953,927,,,
1956,1956,954,,,
1960,1960,990,,,
1970,1970,933,,,
1971,1971,962,,,
1976,1976,929,,,
1978,1978,936,,,
1979,1979,951,,,
1980,1980,946,,,
1982,1982,934,,,
1988,1988,967,,,
1994,1994,981,,,
1999,1999,929,,,
2000,2000,939,,,
2003,2003,950,,,
2004,2004,962,,,
2005,2005,947,,,
2007,2007,932,,,
2010,2010,973,,,
2011,2011,967,,,
2012,2012,941,,,
2016,2016,925,,,
2019,2019,943,,,
2020,2020,943,,,
2025,2025,925,,,
2026,2026,914,,,
2027,2027,914,,,
2028,2028,914,,,
2034,2034,1009,,,
2035,2035,1009,,,
2036,2036,1009,,,
2037,2037,987,,,
2039,2039,931,,,
2044,2044,937,,,
2045,2045,928,,,
2064,2064,942,,,
2066,2066,974,,,
47270,47270,1,,,
2069,2069,926,,,
2071,2071,998,,,
2072,2072,936,,,
2075,2075,948,,,
2077,2077,991,,,
2078,2078,955,,,
2086,2086,941,,,
2087,2087,970,,,
2088,2088,941,,,
2089,2089,935,,,
2090,2090,941,,,
2093,2093,1008,,,
2094,2094,953,,,
2095,2095,945,,,
2103,2103,927,,,
2104,2104,980,,,
2106,2106,929,,,
2107,2107,945,,,
2108,2108,927,,,
2111,2111,995,,,
2121,2121,944,,,
2126,2126,938,,,
2128,2128,965,,,
2129,2129,945,,,
2130,2130,930,,,
2132,2132,957,,,
2136,2136,983,,,
2137,2137,968,,,
2138,2138,951,,,
2143,2143,946,,,
2144,2144,936,,,
2147,2147,936,,,
2149,2149,904,,,
2153,2153,966,,,
2155,2155,928,,,
2156,2156,967,,,
2157,2157,967,,,
2158,2158,1012,,,
2159,2159,1022,,,
2161,2161,1024,,,
2165,2165,1056,,,
2166,2166,1056,,,
2167,2167,1056,,,
2168,2168,1056,,,
2169,2169,1056,,,
2170,2170,1056,,,
2180,2180,1016,,,
2182,2182,1036,,,
2186,2186,1028,,,
2188,2188,1024,,,
2189,2189,1052,,,
2190,2190,1019,,,
2196,2196,1025,,,
2202,2202,1011,,,
2205,2205,1016,,,
2206,2206,1017,,,
2209,2209,1030,,,
2210,2210,1041,,,
2211,2211,1034,,,
2213,2213,1045,,,
2214,2214,1014,,,
2215,2215,1034,,,
2216,2216,1040,,,
2218,2218,1038,,,
2219,2219,1026,,,
2223,2223,1013,,,
2224,2224,1021,,,
2229,2229,1063,,,
2230,2230,1063,,,
2232,2232,1018,,,
2236,2236,1024,,,
2237,2237,1039,,,
2247,2247,1017,,,
2249,2249,1038,,,
2252,2252,1012,,,
2254,2254,1053,,,
2255,2255,1024,,,
2257,2257,1017,,,
2259,2259,1077,,,
2260,2260,1031,,,
2266,2266,1071,,,
2267,2267,1,,,
2268,2268,1051,,,
2269,2269,1023,,,
2270,2270,1,,,
2272,2272,1064,,,
2273,2273,1012,,,
2274,2274,1046,,,
2288,2288,1015,,,
2289,2289,1024,,,
2292,2292,1047,,,
2293,2293,1045,,,
2295,2295,1042,,,
2303,2303,1043,,,
2306,2306,1015,,,
2308,2308,1035,,,
2309,2309,1045,,,
2310,2310,1017,,,
35079,35079,1,,,
2312,2312,1033,,,
35081,35081,1,,,
35082,35082,1,,,
2315,2315,1049,,,
2316,2316,1034,,,
35085,35085,1,,,
35086,35086,1,,,
2322,2322,1020,,,
2323,2323,1024,,,
35093,35093,1,,,
2327,2327,1078,,,
2329,2329,1067,,,
2331,2331,1013,,,
2332,2332,1025,,,
2333,2333,1121,,,
2335,2335,1112,,,
2338,2338,1103,,,
35108,35108,1,,,
2342,2342,1118,,,
2343,2343,1118,,,
35113,35113,1,,,
35117,35117,1,,,
35118,35118,1,,,
35120,35120,1,,,
2353,2353,1081,,,
2354,2354,1121,,,
35123,35123,1,,,
35124,35124,1,,,
35125,35125,1,,,
35126,35126,1,,,
2359,2359,1083,,,
2361,2361,1086,,,
2362,2362,1116,,,
2363,2363,1083,,,
35132,35132,1,,,
2365,2365,1083,,,
35134,35134,1,,,
35135,35135,1,,,
2370,2370,1090,,,
2374,2374,1088,,,
35143,35143,1,,,
35144,35144,1,,,
35147,35147,1,,,
2380,2380,1092,,,
35149,35149,1,,,
2382,2382,1121,,,
2383,2383,1098,,,
2384,2384,1121,,,
35153,35153,1,,,
35154,35154,1,,,
35155,35155,1,,,
2388,2388,1087,,,
2389,2389,1090,,,
2390,2390,1121,,,
35160,35160,1,,,
2393,2393,1121,,,
35162,35162,1,,,
2395,2395,1121,,,
35164,35164,1,,,
35166,35166,1,,,
2399,2399,1121,,,
2400,2400,1121,,,
35170,35170,1,,,
2404,2404,1100,,,
2405,2405,1121,,,
2407,2407,1087,,,
35177,35177,1,,,
35180,35180,1,,,
2413,2413,1121,,,
2414,2414,1121,,,
35183,35183,1,,,
35185,35185,1,,,
35188,35188,1,,,
35189,35189,1,,,
35190,35190,1,,,
2425,2425,1121,,,
2427,2427,1102,,,
2429,2429,1101,,,
2431,2431,1114,,,
2432,2432,1114,,,
2433,2433,1086,,,
35202,35202,1,,,
2436,2436,1121,,,
2438,2438,1122,,,
2439,2439,1095,,,
2447,2447,1121,,,
2448,2448,1099,,,
2449,2449,1121,,,
2450,2450,1093,,,
2451,2451,1089,,,
2453,2453,1113,,,
2454,2454,1121,,,
2455,2455,1106,,,
2459,2459,1121,,,
2460,2460,1121,,,
2462,2462,1079,,,
2463,2463,1105,,,
2464,2464,1107,,,
2467,2467,1117,,,
2474,2474,1121,,,
2479,2479,1091,,,
2481,2481,1121,,,
2482,2482,1121,,,
2483,2483,1080,,,
2485,2485,1096,,,
2490,2490,1108,,,
2491,2491,1121,,,
2492,2492,1121,,,
2498,2498,1083,,,
2499,2499,1086,,,
2501,2501,1086,,,
2503,2503,1123,,,
2504,2504,1088,,,
2506,2506,1121,,,
2507,2507,1090,,,
2508,2508,1149,,,
2510,2510,1169,,,
2511,2511,1169,,,
2512,2512,1169,,,
2513,2513,1169,,,
2514,2514,1169,,,
2517,2517,1167,,,
2521,2521,1181,,,
2522,2522,1181,,,
2523,2523,1181,,,
2532,2532,1129,,,
2534,2534,1154,,,
2539,2539,1145,,,
2541,2541,1192,,,
2542,2542,1152,,,
2543,2543,1129,,,
2545,2545,1128,,,
2548,2548,1153,,,
2553,2553,1132,,,
2558,2558,1129,,,
2559,2559,1139,,,
2561,2561,1,,,
2562,2562,1,,,
2563,2563,1162,,,
2564,2564,1132,,,
2566,2566,1170,,,
2569,2569,1164,,,
2570,2570,1153,,,
2571,2571,1125,,,
2575,2575,1192,,,
2577,2577,1148,,,
2580,2580,1126,,,
2581,2581,1147,,,
2585,2585,1190,,,
2586,2586,1143,,,
2588,2588,1131,,,
2589,2589,1131,,,
2597,2597,1132,,,
2598,2598,1192,,,
2612,2612,1127,,,
2614,2614,1166,,,
2617,2617,1192,,,
2618,2618,1192,,,
2619,2619,1192,,,
2621,2621,1178,,,
2622,2622,1192,,,
2625,2625,1146,,,
2627,2627,1156,,,
2628,2628,1158,,,
2636,2636,1156,,,
2637,2637,1,,,
2638,2638,1156,,,
2639,2639,1137,,,
2640,2640,1136,,,
2642,2642,1156,,,
2643,2643,1126,,,
2644,2644,1129,,,
2648,2648,1192,,,
2649,2649,1140,,,
2651,2651,1128,,,
2653,2653,1150,,,
2654,2654,1150,,,
2657,2657,1184,,,
2663,2663,1142,,,
2668,2668,1134,,,
2670,2670,1156,,,
2671,2671,1177,,,
2672,2672,1130,,,
2674,2674,1157,,,
2677,2677,1162,,,
2678,2678,1154,,,
2679,2679,1124,,,
2685,2685,1128,,,
2686,2686,1140,,,
2690,2690,1156,,,
2692,2692,1163,,,
2694,2694,1127,,,
2695,2695,1153,,,
2696,2696,1240,,,
2698,2698,1264,,,
2699,2699,1264,,,
2701,2701,1240,,,
2705,2705,1240,,,
2715,2715,1227,,,
2717,2717,1254,,,
2722,2722,1227,,,
2724,2724,1240,,,
2725,2725,1269,,,
2726,2726,1285,,,
2728,2728,1228,,,
2733,2733,1255,,,
2739,2739,1254,,,
2744,2744,1230,,,
2745,2745,1235,,,
2748,2748,1245,,,
2749,2749,1254,,,
2750,2750,1235,,,
2752,2752,1272,,,
2755,2755,1261,,,
2756,2756,1255,,,
2757,2757,1262,,,
2761,2761,1252,,,
2764,2764,1241,,,
2769,2769,1290,,,
2770,2770,1254,,,
2775,2775,1278,,,
2776,2776,1246,,,
2778,2778,1226,,,
2784,2784,1240,,,
2785,2785,1252,,,
2802,2802,1235,,,
2804,2804,1255,,,
2807,2807,1224,,,
2810,2810,1231,,,
2811,2811,1240,,,
2814,2814,1235,,,
2816,2816,1272,,,
2817,2817,1241,,,
2825,2825,1242,,,
2826,2826,1293,,,
2827,2827,1242,,,
2828,2828,1283,,,
2829,2829,1231,,,
2832,2832,1272,,,
2833,2833,1245,,,
2834,2834,1230,,,
2840,2840,1290,,,
2841,2841,1290,,,
2842,2842,1251,,,
2844,2844,1298,,,
2846,2846,1230,,,
2847,2847,1272,,,
2850,2850,1256,,,
2856,2856,1238,,,
2861,2861,1290,,,
2863,2863,1252,,,
2864,2864,1272,,,
2865,2865,1225,,,
2867,2867,1241,,,
2871,2871,1267,,,
2872,2872,1222,,,
2873,2873,1249,,,
2879,2879,1230,,,
2880,2880,1239,,,
2883,2883,1239,,,
2885,2885,1272,,,
2889,2889,1259,,,
2891,2891,1290,,,
2892,2892,1255,,,
2893,2893,1314,,,
2894,2894,1333,,,
2895,2895,1310,,,
2898,2898,1,,,
2905,2905,1306,,,
2907,2907,1326,,,
2911,2911,1319,,,
2913,2913,1339,,,
2914,2914,1306,,,
2915,2915,1,,,
2917,2917,1355,,,
2920,2920,1326,,,
2924,2924,1326,,,
2927,2927,1306,,,
2928,2928,1311,,,
2931,2931,1,,,
2932,2932,1306,,,
2934,2934,1331,,,
2936,2936,1330,,,
2937,2937,1326,,,
2938,2938,1306,,,
2940,2940,1,,,
2941,2941,1315,,,
2945,2945,1306,,,
2946,2946,1337,,,
2948,2948,1307,,,
2949,2949,1316,,,
2951,2951,1306,,,
2955,2955,1308,,,
2956,2956,1306,,,
2958,2958,1321,,,
2960,2960,1342,,,
2964,2964,1318,,,
2965,2965,1306,,,
2966,2966,1324,,,
2971,2971,1306,,,
2972,2972,1,,,
2973,2973,1306,,,
2974,2974,1313,,,
2975,2975,1350,,,
2976,2976,1323,,,
2977,2977,1314,,,
2978,2978,1331,,,
2981,2981,1353,,,
2982,2982,1334,,,
2983,2983,1306,,,
2985,2985,1331,,,
2986,2986,1331,,,
2989,2989,1332,,,
2991,2991,1321,,,
2995,2995,1322,,,
2997,2997,1306,,,
2998,2998,1331,,,
2999,2999,1353,,,
3001,3001,1,,,
3003,3003,1338,,,
3004,3004,1328,,,
3005,3005,1306,,,
3006,3006,1306,,,
3007,3007,1312,,,
3010,3010,1347,,,
3012,3012,1348,,,
3013,3013,1326,,,
3015,3015,1306,,,
3016,3016,1,,,
3017,3017,4328,,,
3018,3018,4347,,,
3019,3019,4342,,,
3021,3021,1,,,
3028,3028,4319,,,
3030,3030,4316,,,
3031,3031,4361,,,
3032,3032,4322,,,
3034,3034,4307,,,
3035,3035,4341,,,
3038,3038,4357,,,
3040,3040,4315,,,
3042,3042,1,,,
3043,3043,4321,,,
3045,3045,4355,,,
3046,3046,4337,,,
3047,3047,4356,,,
3050,3050,4318,,,
3052,3052,4326,,,
3056,3056,4303,,,
3057,3057,4341,,,
3060,3060,4370,,,
3061,3061,4364,,,
3063,3063,4308,,,
3064,3064,4308,,,
3069,3069,4368,,,
3070,3070,4335,,,
3075,3075,4320,,,
3077,3077,4341,,,
3080,3080,4303,,,
3082,3082,4363,,,
3083,3083,4329,,,
3084,3084,4324,,,
3086,3086,4383,,,
3087,3087,4331,,,
3090,3090,4306,,,
3091,3091,4345,,,
3092,3092,4345,,,
3093,3093,1,,,
3094,3094,4313,,,
3097,3097,4302,,,
3098,3098,4353,,,
3099,3099,4305,,,
3100,3100,4301,,,
3101,3101,4307,,,
3102,3102,4354,,,
3103,3103,4345,,,
3112,3112,4350,,,
3115,3115,4311,,,
3116,3116,4318,,,
3117,3117,1,,,
3118,3118,4317,,,
3119,3119,4317,,,
3121,3121,4314,,,
3123,3123,4346,,,
3124,3124,4339,,,
3125,3125,4327,,,
3128,3128,4310,,,
3129,3129,4329,,,
3130,3130,4329,,,
3131,3131,4302,,,
3132,3132,4336,,,
3133,3133,4306,,,
3134,3134,4338,,,
3251,3251,1515,,,
3253,3253,1486,,,
3254,3254,1486,,,
3255,3255,1486,,,
3256,3256,1486,,,
3258,3258,1515,,,
3262,3262,1494,,,
3272,3272,1516,,,
3274,3274,1466,,,
3278,3278,1516,,,
3280,3280,1451,,,
3281,3281,1489,,,
3282,3282,1516,,,
3284,3284,1516,,,
3290,3290,1462,,,
3296,3296,1481,,,
3302,3302,1516,,,
3303,3303,1492,,,
3306,3306,1515,,,
3307,3307,1466,,,
3308,3308,1445,,,
3311,3311,1485,,,
3314,3314,1454,,,
3315,3315,1462,,,
3316,3316,1505,,,
3319,3319,1494,,,
3322,3322,1515,,,
3326,3326,1475,,,
3327,3327,1,,,
3334,3334,1451,,,
3335,3335,1488,,,
3337,3337,1446,,,
3343,3343,1,,,
3344,3344,1494,,,
3361,3361,1511,,,
3363,3363,1474,,,
3366,3366,1494,,,
3368,3368,1479,,,
3369,3369,1515,,,
3372,3372,1452,,,
3374,3374,1475,,,
3375,3375,1458,,,
3383,3383,1464,,,
3384,3384,1475,,,
3385,3385,1469,,,
3386,3386,1449,,,
3387,3387,1448,,,
3390,3390,1475,,,
3391,3391,1455,,,
3392,3392,1477,,,
3396,3396,1494,,,
3397,3397,1448,,,
3399,3399,1516,,,
3401,3401,1477,,,
3402,3402,1485,,,
3405,3405,1490,,,
3412,3412,1451,,,
3417,3417,1450,,,
3419,3419,1467,,,
3420,3420,1485,,,
3421,3421,1511,,,
3422,3422,1459,,,
3426,3426,1482,,,
3427,3427,1471,,,
3428,3428,1453,,,
3434,3434,1447,,,
3435,3435,1451,,,
3438,3438,1451,,,
3440,3440,1475,,,
3444,3444,1468,,,
3446,3446,1494,,,
3447,3447,1462,,,
3448,3448,1462,,,
47272,47272,1,,,
3696,3696,1614,,,
3698,3698,1630,,,
3699,3699,1630,,,
3700,3700,1630,,,
3704,3704,1614,,,
3708,3708,1636,,,
43233,43233,1,,,
3718,3718,1665,,,
3720,3720,1623,,,
3725,3725,1665,,,
3727,3727,1614,,,
3728,3728,1637,,,
3729,3729,1665,,,
3731,3731,1614,,,
3736,3736,1614,,,
3742,3742,1619,,,
3747,3747,1665,,,
3748,3748,1616,,,
3751,3751,1614,,,
3752,3752,1626,,,
3753,3753,1667,,,
3755,3755,1648,,,
3758,3758,1617,,,
3759,3759,1618,,,
3760,3760,1614,,,
3762,3762,1650,,,
3765,3765,1617,,,
3772,3772,1616,,,
3773,3773,1644,,,
3779,3779,1654,,,
3780,3780,1638,,,
3782,3782,1666,,,
3788,3788,1614,,,
3789,3789,1614,,,
3804,3804,1616,,,
3806,3806,1614,,,
3809,3809,1657,,,
3812,3812,1623,,,
3813,3813,1614,,,
3816,3816,1616,,,
3818,3818,1644,,,
3819,3819,1621,,,
3827,3827,1614,,,
3828,3828,1661,,,
3829,3829,1614,,,
3830,3830,1644,,,
3831,3831,1614,,,
3834,3834,1644,,,
3835,3835,1614,,,
3836,3836,1617,,,
3841,3841,1644,,,
3842,3842,1614,,,
3845,3845,1665,,,
3846,3846,1622,,,
3847,3847,1632,,,
3850,3850,1626,,,
3857,3857,1614,,,
3862,3862,1616,,,
3864,3864,1614,,,
3865,3865,1632,,,
3866,3866,1614,,,
3868,3868,1624,,,
3872,3872,1624,,,
3873,3873,1614,,,
3874,3874,1614,,,
3880,3880,1614,,,
3881,3881,1614,,,
3884,3884,1614,,,
3886,3886,1644,,,
3890,3890,1629,,,
3892,3892,1667,,,
3893,3893,1614,,,
