ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID	ASJP1	id	svmCC	lpCC
177	Palaung-Namhsan	pce	alive/live		ʔim	ʔ i m	7 i m	H V M	H I M	10	37	7im	154	alive/live:3	26
178	Riang-Sak	ril	alive/live		ʔim¹	ʔ i m	7 i m	H V M	H I M	10	37	7im	155	alive/live:3	26
181	Wa-Praok	prk	alive/live		ʔim	ʔ i m	7 i m	H V M	H I M	10	37	7im	156	alive/live:3	26
186	Karii	pkt	alive/live		clɔ̀ŋʔ	c l ɔ̀ ŋ ʔ	T l o N 7	K R V N H	C L U N H	36	50	TloN7	157	alive/live:10	27
189	Ruc	scb	alive/live		kloːŋ³	k l oː ŋ	k l o N	K R V N	K L U N	36	50	kloN	158	alive/live:10	27
191	Vietnamese	vie	alive/live		sống	s o n g	s o n g	S V N K	S U N K	36	50	song	159	alive/live:24	27
199	Alak	alk	ant		mboːc	m b oː c	m b o T	M P V K	M P U C	3	68	mboT	160	ant:1	36
200	Bahnar-Golar	bdq	ant		hmoːc	h m oː c	h m o T	H M V K	H M U C	3	68	hmoT	161	ant:1	36
201	Bahnar-Kontum	bdq	ant		hmoc	h m o c	h m o T	H M V K	H M U C	3	68	hmoT	162	ant:1	36
202	Bahnar-Pleiku	bdq	ant		hmoːc	h m oː c	h m o T	H M V K	H M U C	3	68	hmoT	163	ant:1	36
203	Brao	brb	ant		moːc	m oː c	m o T	M V K	M U C	3	68	moT	164	ant:1	36
205	Cua	cua	ant		ramuːt	r a m uː t	r a m u t	R V M V T	R A M Y T	3	68	ramut	165	ant:1	36
206	Halang	hal	ant		muːt	m uː t	m u t	M V T	M Y T	3	68	mut	166	ant:1	36
207	Jeh	jeh	ant		mut	m u t	m u t	M V T	M Y T	3	68	mut	167	ant:1	36
208	Jru-Laven	lbo	ant		hmoːc	h m oː c	h m o T	H M V K	H M U C	3	68	hmoT	168	ant:1	36
210	Mnong-Rölöm	mng	ant		saːm	s aː m	s a m	S V M	S A M	5	69	sam	169	ant:5	37
211	Nyaheun	nev	ant		hmoːc	h m oː c	h m o T	H M V K	H M U C	3	68	hmoT	170	ant:1	36
214	Sedang	sed	ant		hmuj	h m u j	h m u y	H M V J	H M Y J	3	68	hmuy	171	ant:1	36
215	Sedang	sed	ant		kəmuə	k ə m uə	k I m u	K V M V	K E M Y	3	68	k3mu	172	ant:6	37
216	Sre	kpm	ant		ŋɔɲ	ŋ ɔ ɲ	N o H	N V N	N U N	7	70	NoN	173	ant:7	43
217	Stieng	sti	ant		cʰiam	cʰ ia m	T i m	K V M	C I M	5	69	Tim	174	ant:8	37
219	Bru-Talan	oog	ant		mic	m i c	m i T	M V K	M I C	3	68	miT	175	ant:1	36
220	Bru-Ubon	bru	ant		səmuːc	s ə m uː c	s I m u T	S V M V K	S E M Y C	3	68	s3muT	176	ant:1	36
221	In	irr	ant		mit	m i t	m i t	M V T	M I T	3	68	mit	177	ant:1	36
222	Katang	kgd	ant		həmʊjʔ	h ə m ʊ j ʔ	h I m u y 7	H V M V J H	H E M Y J H	3	68	h3muy7	178	ant:1	36
223	Katu-AnDiem	ktv	ant		ʔaʄɛn	ʔ a ʄ ɛ n	7 a C E n	H V K V N	H A C E N	8	71	7aCEn	179	ant:9	45
225	Kui(Sriwises1978)	kdt	ant		mhoːc	m h oː c	m h o T	M H V K	M H U C	3	68	mhoT	180	ant:1	36
226	Kui(Huffman1979)	kdt	ant		səmoːc	s ə m oː c	s I m o T	S V M V K	S E M U C	3	68	s3moT	181	ant:1	36
227	Mankong	sss	ant		səmuːjʔ	s ə m uː j ʔ	s I m u y 7	S V M V J H	S E M Y J H	3	68	s3muy7	182	ant:1	36
228	Nge'	ngt	ant		mic	m i c	m i T	M V K	M I C	3	68	miT	183	ant:1	36
229	Pacoh	pac	ant		ʔamuːjʔ	ʔ a m uː j ʔ	7 a m u y 7	H V M V J H	H A M Y J H	3	68	7amuy7	184	ant:1	36
230	So-Khammouane	sss	ant		simuːc	s i m uː c	s i m u T	S V M V K	S I M Y C	3	68	simuT	185	ant:1	36
231	So-SakonNakhon	sss	ant		səmuːt	s ə m uː t	s I m u t	S V M V T	S E M Y T	3	68	s3mut	186	ant:1	36
232	Souei-Saravan	kdt	ant		səmuːc	s ə m uː c	s I m u T	S V M V K	S E M Y C	3	68	s3muT	187	ant:1	36
233	TaOi	tto	ant		mic	m i c	m i T	M V K	M I C	3	68	miT	188	ant:1	36
234	Khasi	khi	ant		dkʰiew	d kʰ ie w	d k i w	T K V W	T K I W	9	72	dkiw	189	ant:20	40
235	Pnar	pbv	ant		tkʰu	t kʰ u	t k u	T K V	T K Y	10	57	tku	190	ant:10	40
236	War-Lamin	aml	ant		lənti	l ə n t i	l I n t i	R V N T V	L E N T I	11	58	l3nti	191	ant:21	42
237	Khmer-Surin	kxm	ant		smɔːc	s m ɔː c	s m o T	S M V K	S M U C	3	68	smoT	192	ant:1	36
238	Khmer-Standard	khm	ant		srɑmaoc	s r ɑ m ao c	s r o m a T	S R V M V K	S R A M A C	3	68	sromaT	193	ant:1	36
239	Idu	tyh	ant		mɛ́ʔ	m ɛ́ ʔ	m E 7	M V H	M E H	12	59	mE7	194	ant:11	36
240	Khmu-Cuang	kjg	ant		ʰmuːc	ʰm uː c	m u T	M V K	M Y C	3	68	muT	195	ant:1	36
242	Khmu-Yuan	kjg	ant		múːc	m úː c	m u T	M V K	M Y C	3	68	muT	196	ant:1	36
244	Mal-T'in	mlf	ant		moːc	m oː c	m o T	M V K	M U C	3	68	moT	197	ant:1	36
248	Bugan	bbh	ant		ɣen³¹	ɣ e n	x e n	K V N	G E N	13	60	xen	198	ant:12	38
249	Mang	zng	ant		ʔaŋ²maj⁶	ʔaŋ² maj⁶	7 m	H M	H M	14	61	7m	199	ant:13	36
250	Mon	mnw	ant		həmo̱t	h ə m o̱ t	h I m o t	H V M V T	H E M U T	3	68	h3mot	200	ant:1	36
251	Nyahkur	cbn	ant		hmu̱ac	h m u̱a c	h m u T	H M V K	H M Y C	3	68	hmuT	201	ant:1	36
254	Gorum	pcj	ant		mumoj	m u m o j	m u m o y	M V M V J	M Y M U J	3	68	mumoy	202	ant:14	36
256	Kharia	khr	ant		muˀɟɖɑʔ	m uˀ ɟ ɖ ɑ ʔ	m u C d o 7	M V K T V H	M Y C T A H	3	68	muCdo7	203	ant:15	36
262	Santali	sat	ant		muc˺	m u c˺	m u T	M V K	M Y C	3	68	muT	204	ant:1	36
263	Sora	srb	ant		muɟ	m u ɟ	m u C	M V K	M Y C	3	68	muC	205	ant:1	36
264	Car	caq	ant		talkuc	t a l k u c	t a l k u T	T V R K V K	T A L K Y C	18	62	talkuT	206	ant:16	47
265	Nancowri	ncb	ant		taɲ	t a ɲ	t a H	T V N	T A N	29	67	taN	207	ant:17	44
273	Lawa(Ratanakul)	lcp	ant		ʔmɔic	ʔ m ɔi c	7 m o T	H M V K	H M U C	3	68	7moT	208	ant:1	36
275	ManMet	mml	ant		aʨɔh³¹	a ʨɔh³¹	a C	V K	A C	24	64	aC	209	ant:18	36
277	Palaung-Dara'ang	pce	ant		mapruɲ	ma pruɲ	m p	M P	M P	23	63	mp	210	ant:2	41
278	Palaung-Kalaw	pce	ant		mapruːŋ	ma pruːŋ	m p	M P	M P	23	63	mp	211	ant:2	41
