ID	DOCULECT	GLOTTOCODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID	ASJP1	id	svmCC	lpCC
60	Xiaxe Tibetan	amdo1237	all		ha_no	h a n o	h a n o	H V N V	H A N U	all:275	275	hano	109	all:25	17
62	Liangmai	lian1251	all		matiu	m a t i u	m a t i u	M V T V V	M A T I Y	all:317	317	matiu	110	all:24	35
63	Dimasa	dima1251	all		kurup_	k u r u p	k u r u p	K V R V P	K Y R Y P	all:25	25	kurup	111	all:23	24
64	Yeinbaw	yinb1236	all		pwại⁴⁴_trv²²	p w a̰ i t r v	p w a i t r v	P W V V T R W	P W A I T R B	all:851	851	pwaitrv	112	all:22	47
65	N-Qiang	nort2722	all		kin_di	k i n d i	k i n d i	K V N T V	K I N T I	all:1502	1502	kindi	113	all:21	15
66	Lijiang-Naxi	lich1241	all		ndɨ³³_χə³³_mb	n d ɨ χ ə m b	n d I G I m b	N T V K V M P	N T I G E M P	all:1502	1502	nd3G3mb	114	all:20	36
67	Zeme	zeme1240	all		pelene	p e l e n e	p e l e n e	P V R V N V	P E L E N E	all:275	275	pelene	115	all:19	48
68	Jingpo	kach1280	all		joŋ³¹	j o ŋ	y o N	J V N	J U N	all:267	267	yoN	116	all:17	31
69	Bodo	bodo1269	all		boʔj	b o ʔ j	b o 7 y	P V H J	P U H J	all:718	718	bo7y	117	all:16	22
70	Fuzhou	mind1253	all		tou⁵²	t o u	t o u	T V V	T U Y	all:1502	1502	tou	118	all:15	14
71	Burmese	nucl1310	all		alumː	a l u mː	a l u m	V R V M	A L Y M	all:455	455	alum	119	all:14	23
72	Horpa	horp1239	all		thəm_ćɛ_TIB	tʰ ə m tsʲ ɛ	t I m t E	T V M T V	T E M T E	all:34	34	t3mtE	120	all:1	14
73	Ao-Chungli	chon1286	all		aʒak	a ʒ a k	a Z a k	V S V K	A S A K	all:209	209	aZak	121	all:13	19
74	Padam	pada1257	all		apɨŋ	a p ɨ ŋ	a p I N	V P V N	A P I N	all:851	851	ap3N	122	all:11	41
75	Bola	pela1242	all		a³¹_la̲p⁵⁵	a l a̰ p	a l a p	V R V P	A L A P	all:402	402	alap	123	all:10	13
76	Guiqiong	guiq1238	all		giɛ̃³³_ʒ̣ɨ⁵⁵	g i ɛ̃ ∼ ʒ ɨ	g i E n Z I	K V V N S V	K I E 9 S I	all:883	883	giEnZ3	124	all:9	28
79	Written Tibetan	tibe1272	all		thams_ćad	tʰ a m s tsʲ a d	t a m s t a d	T V M S T V T	T A M S T A T	all:317	317	tamstad	125	all:35	50
80	Zeme	zeme1240	all		ramme	r a m m e	r a m m e	R V M M V	R A M M E	all:1431	1431	ramme	126	all:18	51
81	Ao-Chungli	chon1286	all		temaŋ	t e m a ŋ	t e m a N	T V M V N	T E M A N	all:1467	1467	temaN	127	all:12	49
82	Quueyu	quey1238	ashes		thə⁵⁵_pka⁵⁵_p	tʰ ə p k a p	t I p k a p	T V P K V P	T E P K A P	ashes:677	677	t3pkap	128	ashes:56	58
83	Dhimal	dhim1246	ashes		busuri	b u s u r i	b u s u r i	P V S V R V	P Y S Y R I	ashes:844	844	busuri	129	ashes:53	57
84	Apatari	apat1240	ashes		múbu	m u b u	m u b u	M V P V	M Y P Y	ashes:844	844	mubu	130	ashes:6	54
86	Jirel	jire1238	ashes		tha_L¹la_T¹	tʰ a l a	t a l a	T V R V	T A L A	ashes:120	120	tala	131	ashes:1	52
87	Old Chinese	oldc1244	ashes		smə̄j	s m ə j	s m I y	S M V J	S M E J	ashes:709	709	sm3y	132	ashes:52	70
88	Idu	idum1241	ashes		i¹_gu¹	i g u	i g u	V K V	I K Y	ashes:517	517	igu	133	ashes:51	64
89	Lhota	loth1237	ashes		mipoːk	m i p oː k	m i p o k	M V P V K	M I P U K	ashes:844	844	mipok	134	ashes:50	54
90	Lushai	lush1249	ashes		mei_vaːp	m e i v aː p	m e i v a p	M V V W V P	M E I B A P	ashes:710	710	meivap	135	ashes:10	67
91	Lepcha	lepc1244	ashes		yu	y u	i u	V V	Y Y	ashes:711	711	iu	136	ashes:13	66
92	Sgaw	sgaw1245	ashes		phaʔ⁵³_sha⁴⁴	pʰ a ʔ sʰ a	p a 7 s a	P V H S V	P A H S A	ashes:710	710	pa7sa	137	ashes:3	57
93	Rourou	nusu1239	ashes		na⁵⁵_ma³⁵_phu	n a m a pʰ u	n a m a p u	N V M V P V	N A M A P Y	ashes:844	844	namapu	138	ashes:49	54
95	Dulong	drun1238	ashes		pa⁵⁵_pu⁵⁵	p a p u	p a p u	P V P V	P A P Y	ashes:844	844	papu	139	ashes:48	53
96	Tangkul	tang1336	ashes		hotla	h o t l a	h o t l a	H V T R V	H U T L A	ashes:438	438	hotla	140	ashes:12	74
97	Pa'O	paok1235	ashes		pha³³	pʰ a	p a	P V	P A	ashes:710	710	pa	141	ashes:2	53
98	Kulung	kulu1253	ashes		chubui	tsʰ u b u i	C u b u i	K V P V V	C Y P Y I	ashes:438	438	Cubui	142	ashes:47	59
99	Geker	geko1235	ashes		pha²²_sha⁴⁴	pʰ a sʰ a	p a s a	P V S V	P A S A	ashes:710	710	pasa	143	ashes:3	57
100	Ersu	ersu1241	ashes		ər⁵⁵	ə r	I r	V R	E R	ashes:1443	1443	3r	144	ashes:45	62
102	Ao-Mongsen	mong1332	ashes		opu	o p u	o p u	V P V	U P Y	ashes:844	844	opu	145	ashes:44	53
103	Sherpa	sher1255	ashes		thalǯum_LR	tʰ a l dʒ u m	t a l d u m	T V R T V M	T A L T Y M	ashes:120	120	taldum	146	ashes:43	72
104	Rawang	rawa1265	ashes		khaphu	kʰ a pʰ u	k a p u	K V P V	K A P Y	ashes:844	844	kapu	147	ashes:42	59
106	Bokar	bori1243	ashes		mə_reː	m ə r eː	m I r e	M V R V	M E R E	ashes:1443	1443	m3re	148	ashes:11	54
107	Hmar	hmar1241	ashes		pilvut	p i l v u t	p i l v u t	P V R W V T	P I L B Y T	ashes:517	517	pilvut	149	ashes:4	61
108	Nusu	nusu1239	ashes		dʒɛr⁴²_nhɛr⁴²	dʒ ɛ r nʰ ɛ r	d E r n E r	T V R N V R	T E R N E R	ashes:279	279	dErnEr	150	ashes:54	58
109	Geba	geba1237	ashes		phɛʔ⁵³_shɛ⁴⁴	pʰ ɛ ʔ sʰ ɛ	p E 7 s E	P V H S V	P E H S E	ashes:710	710	pE7sE	151	ashes:3	57
110	Manu	manu1255	ashes		ku¹¹_pha⁴⁴	k u pʰ a	k u p a	K V P V	K Y P A	ashes:710	710	kupa	152	ashes:9	53
111	Shixing	shix1238	ashes		pa³³_ji³⁵	p a j i	p a y i	P V J V	P A J I	ashes:710	710	payi	153	ashes:41	73
114	Ninglang-Naxi	naxi1245	ashes		luə¹³	l u ə	l u I	R V V	L Y E	ashes:438	438	lu3	154	ashes:40	52
115	Khaling	khal1275	ashes		püyüH	p y y y	p i i i	P V V V	P Y Y Y	ashes:438	438	piii	155	ashes:39	56
117	W. Kayah	west2409	ashes		kɔ⁵⁵_phɛ¹¹	k ɔ pʰ ɛ	k o p E	K V P V	K U P E	ashes:710	710	kopE	156	ashes:9	53
118	Written Tibetan	tibe1272	ashes		go_thal	g o tʰ a l	g o t a l	K V T V R	K U T A L	ashes:120	120	gotal	157	ashes:8	52
119	Batang Tibetan	kham1282	ashes		thei¹³_kâ⁵⁵	tʰ e i k a	t e i k a	T V V K V	T E I K A	ashes:120	120	teika	158	ashes:37	78
121	Gurung	guru1261	ashes		mebro¹	m e b r o	m e b r o	M V P R V	M E P R U	ashes:438	438	mebro	159	ashes:36	54
122	Lhasa Tibetan	tibe1272	ashes		kho¹³_thɛ⁵⁵	kʰ o tʰ ɛ	k o t E	K V T V	K U T E	ashes:120	120	kotE	160	ashes:8	52
123	Garo	garo1247	ashes		tapra	t a p r a	t a p r a	T V P R V	T A P R A	ashes:438	438	tapra	161	ashes:1	52
124	Hill-Miri	nyis1236	ashes		maya	m a j a	m a y a	M V J V	M A J A	ashes:711	711	maya	162	ashes:35	77
125	Limbu	limb1266	ashes		thappu	tʰ a p p u	t a p p u	T V P P V	T A P P Y	ashes:1514	1514	tappu	163	ashes:34	60
127	Hakka	hakk1236	ashes		foi¹	f o i	f o i	P V V	B U I	ashes:709	709	foi	164	ashes:32	56
128	Motuo-M	dakp1242	ashes		thu_lu	tʰ u l u	t u l u	T V R V	T Y L Y	ashes:120	120	tulu	165	ashes:31	52
129	Tujia	nort2732	ashes		pu⁴_chi³	p u tsʰ i	p u C i	P V K V	P Y C I	ashes:844	844	puCi	166	ashes:30	57
130	Beijing	mand1415	ashes		xūi	x uː i	x u i	K V V	G Y I	ashes:709	709	xui	167	ashes:7	56
131	Zhaba	zhab1238	ashes		_mop⁵⁵	m o p	m o p	M V P	M U P	ashes:710	710	mop	168	ashes:5	55
132	Kaike	kaik1246	ashes		malha	m a lʰ a	m a l a	M V R V	M A L A	ashes:438	438	mala	169	ashes:29	52
133	Yintale	yint1235	ashes		pha³³	pʰ a	p a	P V	P A	ashes:710	710	pa	170	ashes:2	53
134	Jinuo	youl1235	ashes		a³³_mə⁵⁵	a m ə	a m I	V M V	A M E	ashes:709	709	am3	171	ashes:28	65
135	Serdukpen	sher1257	ashes		mi	m i	m i	M V	M I	ashes:709	709	mi	172	ashes:27	71
136	Namuzi	namu1246	ashes		la³⁵	l a	l a	R V	L A	ashes:438	438	la	173	ashes:26	52
137	Xiaxe Tibetan	amdo1237	ashes		tha	tʰ a	t a	T V	T A	ashes:120	120	ta	174	ashes:25	55
138	Lüsu	lisu1250	ashes		źy³⁵	zʲ y	z i	S V	S Y	ashes:1443	1443	zi	175	ashes:24	68
139	Dimasa	dima1251	ashes		thapla	tʰ a p l a	t a p l a	T V P R V	T A P L A	ashes:438	438	tapla	176	ashes:1	52
140	Yeinbaw	yinb1236	ashes		pha¹¹	pʰ a	p a	P V	P A	ashes:710	710	pa	177	ashes:2	53
141	N-Qiang	nort2722	ashes		ći_ći_bu_zụ	tsʲ i tsʲ i b u z ṵ	t i t i b u z u	T V T V P V S V	T I T I P Y S Y	ashes:710	710	titibuzu	178	ashes:23	69
142	Lijiang-Naxi	lich1241	ashes		ɣɨ⁵⁵	ɣ ɨ	x I	K V	G I	ashes:438	438	x3	179	ashes:22	56
143	Zeme	zeme1240	ashes		tinbun	t i n b u n	t i n b u n	T V N P V N	T I N P Y N	ashes:681	681	tinbun	180	ashes:21	75
144	Jingpo	kach1280	ashes		tap³¹	t a p	t a p	T V P	T A P	ashes:1514	1514	tap	181	ashes:20	55
145	Bodo	bodo1269	ashes		_haŋgar	h a ŋ g a r	h a N g a r	H V N K V R	H A N K A R	ashes:531	531	haNgar	182	ashes:19	63
146	Fuzhou	mind1253	ashes		xui⁵⁵	x u i	x u i	K V V	G Y I	ashes:709	709	xui	183	ashes:7	56
147	Burmese	nucl1310	ashes		pra	p r a	p r a	P R V	P R A	ashes:438	438	pra	184	ashes:18	53
148	Horpa	horp1239	ashes		flɛ	f l ɛ	f l E	P R V	B L E	ashes:438	438	flE	185	ashes:17	52
149	Ao-Chungli	chon1286	ashes		ap	a p	a p	V P	A P	ashes:844	844	ap	186	ashes:16	55
150	Padam	pada1257	ashes		med-bu	m e d b u	m e d b u	M V T P V	M E T P Y	ashes:844	844	medbu	187	ashes:6	54
151	Bola	pela1242	ashes		mi³¹_map³¹	m i m a p	m i m a p	M V M V P	M I M A P	ashes:710	710	mimap	188	ashes:5	55
152	Guiqiong	guiq1238	ashes		c̣hɨ⁵³	tʂʰ ɨ	t I	T V	T I	ashes:710	710	t3	189	ashes:15	55
153	Quueyu	quey1238	ashes		thə⁵⁵_pka⁵⁵_p	tʰ ə p k a p	t I p k a p	T V P K V P	T E P K A P	ashes:710	710	t3pkap	190	ashes:55	58
154	Apatari	apat1240	ashes		muyu	m u y u	m u i u	M V V V	M Y Y Y	ashes:711	711	muiu	191	ashes:14	54
155	Jirel	jire1238	ashes		tha_L¹la_T¹	tʰ a l a	t a l a	T V R V	T A L A	ashes:438	438	tala	192	ashes:1	52
156	Lushai	lush1249	ashes		vut	v u t	v u t	W V T	B Y T	ashes:517	517	vut	193	ashes:4	61
157	Kulung	kulu1253	ashes		chubui	tsʰ u b u i	C u b u i	K V P V V	C Y P Y I	ashes:844	844	Cubui	194	ashes:46	59
160	Hmar	hmar1241	ashes		mei_waːm	m e i w aː m	m e i w a m	M V V W V M	M E I W A M	ashes:710	710	meiwam	195	ashes:10	76
162	Khaling	khal1275	ashes		püyüH	p y y y	p i i i	P V V V	P Y Y Y	ashes:844	844	piii	196	ashes:38	56
164	Limbu	limb1266	ashes		thappu	tʰ a p p u	t a p p u	T V P P V	T A P P Y	ashes:844	844	tappu	197	ashes:33	60
165	Dhimal	dhim1246	bark		dhale	d h a l e	d h a l e	T H V R V	T H A L E	bark:1111	1111	dhale	198	bark:31	86
166	Jirel	jire1238	bark		kok_L¹ten_T¹	k o k t e n	k o k t e n	K V K T V N	K U K T E N	bark:502	502	kokten	199	bark:30	88
167	Old Chinese	oldc1244	bark		bhaj	b h a j	b h a y	P H V J	P H A J	bark:689	689	bhay	200	bark:10	79
168	Lhota	loth1237	bark		fu	f u	f u	P V	B Y	bark:664	664	fu	201	bark:29	79
169	Lushai	lush1249	bark		hawŋ	h a w ŋ	h a w N	H V W N	H A W N	bark:589	589	hawN	202	bark:6	84
170	Lepcha	lepc1244	bark		a-pi_ST³⁶⁹	a p i	a p i	V P V	A P I	bark:871	871	api	203	bark:28	79
171	Sgaw	sgaw1245	bark		ṭeʔ⁵³_phiʔ⁵³	ʈ e ʔ pʰ i ʔ	t e 7 p i 7	T V H P V H	T E H P I H	bark:872	872	te7pi7	204	bark:9	80
173	Tangkul	tang1336	bark		akor	a k o r	a k o r	V K V R	A K U R	bark:583	583	akor	205	bark:27	81
174	Pa'O	paok1235	bark		pheʔ⁵⁵	pʰ e ʔ	p e 7	P V H	P E H	bark:872	872	pe7	206	bark:4	79
176	Kulung	kulu1253	bark		hɔu	h ɔ u	h o u	H V V	H U Y	bark:502	502	hou	207	bark:26	90
