ID	DOCULECT	ISO_CODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID	ASJP1	id	svmCC	lpCC
12159	Carolinian	?	and		me	m e	m e	M V	M E	2	21	me	111	and:1	18
12160	Carolinian	?	and		nge	n g e	n g e	N K V	N K E	10	19	nge	112	and:4	21
29256	Iraralay	?	and		akanira	a k a n i r a	a k a n i r a	V K V N V R V	A K A N I R A	1	18	akanira	113	and:2	20
29380	Sikaiana	?	and		ma	m a	m a	M V	M A	2	21	ma	114	and:1	18
30520	Penrhyn	?	and		ma	m a	m a	M V	M A	2	21	ma	115	and:1	18
63326	Samoan	?	and		ma	m a	m a	M V	M A	2	21	ma	116	and:1	18
48113	Woleai	?	and		me	m e	m e	M V	M E	2	21	me	117	and:1	18
48114	Woleai	?	and		nge	n g e	n g e	N K V	N K E	10	19	nge	118	and:4	21
18109	TagalogAnthonydelaPaz	?	and		at	a t	a t	V T	A T	26	24	at	119	and:5	22
9926	Tikopia	?	and		mo	m o	m o	M V	M U	9	27	mo	120	and:1	18
85	DayakNgaju	?	ash		kawu	k a w u	k a w u	K V W V	K A W Y	1	28	kawu	121	ash:1	25
16872	Carolinian	?	ash		falang	f a l a n g	f a l a n g	P V R V N K	B A L A N K	8	31	falang	122	ash:3	27
17940	Niue	?	ash		efu/efu	e f u e f u	e f u e f u	V P V V P V	E B Y E B Y	1	28	efuefu	123	ash:4	26
51030	Tongan	?	ash		efuefu	e f ue f u	e f u f u	V P V P V	E B Y B Y	1	28	efufu	124	ash:4	26
8823	Minangkabau	?	ash		abu	a b u	a b u	V P V	A P Y	1	28	abu	125	ash:1	25
53590	Woleai	?	ash		peyasa	p eya s a	p e s a	P V S V	P E S A	7	30	pesa	126	ash:9	29
53591	Woleai	?	ash		felanga	f e l a n g a	f e l a n g a	P V R V N K V	B E L A N K A	8	31	felanga	127	ash:3	27
20332	Cebuano	?	ash		agiw	a g i w	a g i w	V K V W	A K I W	1	28	agiw	128	ash:7	31
55179	TagalogAnthonydelaPaz	?	ash		abo	a b o	a b o	V P V	A P U	1	28	abo	129	ash:1	25
22952	NakanaiBilekiDialect	?	ash		buburo	b u b u r o	b u b u r o	P V P V R V	P Y P Y R U	14	29	buburo	130	ash:5	28
46191	Lakalai	?	ash		buburo	b u b u r o	b u b u r o	P V P V R V	P Y P Y R U	14	29	buburo	131	ash:5	28
39721	Imorod	?	ash		avo	a v o	a v o	V W V	A B U	1	28	avo	132	ash:1	25
66796	RapanuiEasterIsland	?	ash		eoeo	eoeo	e	V	E	1	28	e	133	ash:8	26
23749	Penrhyn	?	ash		rehu	r e h u	r e h u	R V H V	R E H Y	1	28	rehu	134	ash:2	26
40482	Rarotongan	?	ash		reu	r eu	r e	R V	R E	1	28	re	135	ash:10	26
24574	Anuta	?	ash		repu	r e p u	r e p u	R V P V	R E P Y	1	28	repu	136	ash:2	26
1367	Samoan	?	ash		lefulefu	l e f u l e f u	l e f u l e f u	R V P V R V P V	L E B Y L E B Y	1	28	lefulefu	137	ash:4	26
57475	Katingan	?	ash		kawuʔ	k a w u ʔ	k a w u 7	K V W V H	K A W Y H	1	28	kawu7	138	ash:1	25
41396	Rennellese	?	ash		gehu	g e h u	g e h u	K V H V	K E H Y	1	28	gehu	139	ash:2	26
25870	FutunaEast	?	ash		lafu	l a f u	l a f u	R V P V	L A B Y	1	28	lafu	140	ash:2	25
58656	Yami	?	ash		avo	a v o	a v o	V W V	A B U	1	28	avo	141	ash:1	25
59208	Itbayaten	?	ash		qavuq	q a v u q	q a v u q	K V W V K	K A B Y K	1	28	qavuq	142	ash:1	25
34733	Iraralay	?	ash		avo	a v o	a v o	V W V	A B U	1	28	avo	143	ash:1	25
26780	Isamorong	?	ash		avo	a v o	a v o	V W V	A B U	1	28	avo	144	ash:1	25
43260	Itbayat	?	ash		avo	a v o	a v o	V W V	A B U	1	28	avo	145	ash:1	25
26985	BanjareseMalay	?	ash		habu	h a b u	h a b u	H V P V	H A P Y	1	28	habu	146	ash:1	25
10616	Chuukese	?	ash		fanang	f a n a n g	f a n a n g	P V N V N K	B A N A N K	8	31	fanang	147	ash:3	27
59929	Sikaiana	?	ash		lehu	l e h u	l e h u	R V H V	L E H Y	1	28	lehu	148	ash:2	26
43654	Ogan	?	ash		abu	a b u	a b u	V P V	A P Y	1	28	abu	149	ash:1	25
62813	EastSumbaneseUmbuRatuNggaidialect	?	ash		awu	a w u	a w u	V W V	A W Y	1	28	awu	150	ash:1	25
13662	Rurutuan	?	ash		reʔu	r e ʔ u	r e 7 u	R V H V	R E H Y	1	28	re7u	151	ash:2	26
62862	Tagalog	?	ash		abo	a b o	a b o	V P V	A P U	1	28	abo	152	ash:1	25
13741	ChuukeseAKATrukese	?	ash		fanaŋ	f a n a ŋ	f a n a N	P V N V N	B A N A N	8	31	fanaN	153	ash:3	27
13843	Tuamotu	?	ash		rehu	r e h u	r e h u	R V H V	R E H Y	1	28	rehu	154	ash:2	26
46735	Maori	?	ash		pungarehu	p u n g a r e h u	p u n g a r e h u	P V N K V R V H V	P Y N K A R E H Y	1	28	pungarehu	155	ash:2	26
46767	Ivasay	?	ash		avo	a v o	a v o	V W V	A B U	1	28	avo	156	ash:1	25
63523	MalayBahasaIndonesia	?	ash		abu	a b u	a b u	V P V	A P Y	1	28	abu	157	ash:1	25
44670	Luangiua	?	ash		lehu	l e h u	l e h u	R V H V	L E H Y	1	28	lehu	158	ash:2	26
47376	Surigaonon	?	ash		abo	a b o	a b o	V P V	A P U	1	28	abo	159	ash:1	25
24344	UveaEast	?	ash		lefu/lefu	l e f u l e f u	l e f u l e f u	R V P V R V P V	L E B Y L E B Y	1	28	lefulefu	160	ash:4	26
64323	TahitianModern	?	ash		rehu	r e h u	r e h u	R V H V	R E H Y	1	28	rehu	161	ash:2	26
64363	Indonesian	?	ash		abu	a b u	a b u	V P V	A P Y	1	28	abu	162	ash:1	25
44950	Marquesan	?	ash		ke/ehu/	k e e h u	k e e h u	K V V H V	K E E H Y	1	28	keehu	163	ash:2	26
35463	Tikopia	?	ash		refu	r e f u	r e f u	R V P V	R E B Y	1	28	refu	164	ash:2	26
32731	EastSumbaneseKamberaSoutherndialect	?	ash		au	au	a	V	A	1	28	a	165	ash:6	30
16678	Ogan	?	at		di	d i	d i	T V	T I	20	35	di	166	at:2	33
65850	Luangiua	?	at		i	i	i	V	I	1	32	i	167	at:1	32
425	Tuamotu	?	at		i	i	i	V	I	1	32	i	168	at:1	32
426	Tuamotu	?	at		tei	t ei	t e	T V	T E	5	37	te	169	at:2	33
33578	EastSumbaneseKamberaSoutherndialect	?	at		la	l a	l a	R V	L A	2	34	la	170	at:4	35
66871	Rennellese	?	at		i	i	i	V	I	1	32	i	171	at:1	32
51586	UveaEast	?	at		i	i	i	V	I	1	32	i	172	at:1	32
51740	Tagalog	?	at		sa	s a	s a	S V	S A	14	33	sa	173	at:3	34
2858	Sikaiana	?	at		i	i	i	V	I	1	32	i	174	at:1	32
2951	Tikopia	?	at		i	i	i	V	I	1	32	i	175	at:1	32
19788	Woleai	?	at		i	i	i	V	I	1	32	i	176	at:1	32
19789	Woleai	?	at		lee	l ee	l e	R V	L E	20	35	le	177	at:4	35
52639	Carolinian	?	at		lee	l ee	l e	R V	L E	20	35	le	178	at:4	35
54260	FutunaEast	?	at		i	i	i	V	I	1	32	i	179	at:1	32
52638	Carolinian	?	at		i	i	i	V	I	1	32	i	180	at:1	32
54261	FutunaEast	?	at		ki	k i	k i	K V	K I	5	37	ki	181	at:1	32
7547	ChuukeseAKATrukese	?	at		i	i	i	V	I	1	32	i	182	at:1	32
56979	TahitianModern	?	at		i	i	i	V	I	1	32	i	183	at:1	32
8678	Rarotongan	?	at		i	i	i	V	I	1	32	i	184	at:1	32
8679	Rarotongan	?	at		tei	t ei	t e	T V	T E	5	37	te	185	at:2	33
41529	EastSumbaneseUmbuRatuNggaidialect	?	at		ta	t a	t a	T V	T A	2	34	ta	186	at:3	33
25194	Cebuano	?	at		sa	s a	s a	S V	S A	14	33	sa	187	at:3	34
58269	Samoan	?	at		i	i	i	V	I	1	32	i	188	at:1	32
25680	TagalogAnthonydelaPaz	?	at		sa	s a	s a	S V	S A	14	33	sa	189	at:3	34
48002	Marquesan	?	at		i	i	i	V	I	1	32	i	190	at:1	32
36883	Penrhyn	?	at		i	i	i	V	I	1	32	i	191	at:1	32
59584	Tongan	?	at		ʔi	ʔ i	7 i	H V	H I	1	32	7i	192	at:1	32
7652	RapanuiEasterIsland	?	at		i	i	i	V	I	1	32	i	193	at:1	32
42765	MalayBahasaIndonesia	?	at		di	d i	d i	T V	T I	20	35	di	194	at:2	33
34997	Minangkabau	?	at		di	d i	d i	T V	T I	20	35	di	195	at:2	33
44975	DayakNgaju	?	at		hung	h u n g	h u n g	H V N K	H Y N K	22	36	hung	196	at:5	36
12607	WesternBukidnonManobo	?	at		di	d i	d i	T V	T I	20	35	di	197	at:2	33
37607	Chuukese	?	at		i	i	i	V	I	1	32	i	198	at:1	32
29172	Anuta	?	at		i	i	i	V	I	1	32	i	199	at:1	32
13033	Niue	?	at		i	i	i	V	I	1	32	i	200	at:1	32
29425	Indonesian	?	at		di	d i	d i	T V	T I	20	35	di	201	at:2	33
51587	UveaEast	?	at		tei	t ei	t e	T V	T E	5	37	te	202	at:2	33
61045	Maori	?	at		i	i	i	V	I	1	32	i	203	at:1	32
61046	Maori	?	at		hei	h ei	h e	H V	H E	5	37	he	204	at:3	34
11434	Surigaonon	?	at		sa	s a	s a	S V	S A	14	33	sa	205	at:3	34
51862	Rurutuan	?	at		i	i	i	V	I	1	32	i	206	at:1	32
65431	BanjareseMalay	?	at		di	d i	d i	T V	T I	20	35	di	207	at:2	33
175	EastSumbaneseKamberaSoutherndialect	?	back		wonggu	w o n gg u	w o n g u	W V N K V	W U N K Y	6	45	wongu	208	back:7	40
63527	Samoan	?	back		tua	t ua	t u	T V	T Y	11	39	tu	209	back:2	38
18260	MalayBahasaIndonesia	?	back		punggung	p u n gg u n g	p u n g u n g	P V N K V N K	P Y N K Y N K	24	42	pungung	210	back:3	40
2334	Ivasay	?	back		dicod	d i c o d	d i T o d	T V K V T	T I C U T	1	38	diTod	211	back:1	37
57815	Luangiua	?	back		aŋa/kua	a ŋ a k ua	a N a k u	V N V K V	A N A K Y	11	39	aNaku	212	back:9	42
3287	NakanaiBilekiDialect	?	back		poke	p o k e	p o k e	P V K V	P U K E	19	41	poke	213	back:5	39
52459	Yami	?	back		likod	l i k o d	l i k o d	R V K V T	L I K U T	1	38	likod	214	back:1	37
3441	Tongan	?	back		tuʔa	t u ʔ a	t u 7 a	T V H V	T Y H A	11	39	tu7a	215	back:2	38
20047	TagalogAnthonydelaPaz	?	back		likod	l i k o d	l i k o d	R V K V T	L I K U T	1	38	likod	216	back:1	37
24032	Imorod	?	back		likod	l i k o d	l i k o d	R V K V T	L I K U T	1	38	likod	217	back:1	37
53486	Woleai	?	back		tagiurɪʊ	t a g iu r ɪʊ	t a g i r i	T V K V R V	T A K I R I	12	40	tagiri	218	back:12	41
14382	Chuukese	?	back		sekur	s e k u r	s e k u r	S V K V R	S E K Y R	12	40	sekur	219	back:4	41
38803	FutunaEast	?	back		tua	t ua	t u	T V	T Y	11	39	tu	220	back:2	38
43852	Carolinian	?	back		saghur	s a g h u r	s a g h u r	S V K H V R	S A K H Y R	12	40	saghur	221	back:4	41
55706	Iraralay	?	back		likod	l i k o d	l i k o d	R V K V T	L I K U T	1	38	likod	222	back:1	37
20272	Surigaonon	?	back		likod	l i k o d	l i k o d	R V K V T	L I K U T	1	38	likod	223	back:1	37
7303	Lakalai	?	back		poke	p o k e	p o k e	P V K V	P U K E	19	41	poke	224	back:5	39
23733	Indonesian	?	back		belakaŋ	b e l a k a ŋ	b e l a k a N	P V R V K V N	P E L A K A N	27	43	belakaN	225	back:6	39
7536	Marquesan	?	back		tua	t ua	t u	T V	T Y	11	39	tu	226	back:2	38
56828	Maori	?	back		tuaraa	t ua r aa	t u r a	T V R V	T Y R A	11	39	tura	227	back:2	38
57419	BanjareseMalay	?	back		balakang	b a l a k a n g	b a l a k a n g	P V R V K V N K	P A L A K A N K	27	43	balakang	228	back:6	39
8593	Tikopia	?	back		tua	t ua	t u	T V	T Y	11	39	tu	229	back:2	38
25294	Ogan	?	back		puŋguŋ	p u ŋ g u ŋ	p u N g u N	P V N K V N	P Y N K Y N	24	42	puNguN	230	back:3	40
42535	WesternBukidnonManobo	?	back		peka	p e k a	p e k a	P V K V	P E K A	48	44	peka	231	back:8	39
59328	Cebuano	?	back		likod	l i k o d	l i k o d	R V K V T	L I K U T	1	38	likod	232	back:1	37
11050	Itbayaten	?	back		licud	l i c u d	l i T u d	R V K V T	L I C Y T	1	38	liTud	233	back:1	37
11662	Sikaiana	?	back		tua	t ua	t u	T V	T Y	11	39	tu	234	back:2	38
26266	ChuukeseAKATrukese	?	back		sukur	s u k u r	s u k u r	S V K V R	S Y K Y R	12	40	sukur	235	back:4	41
61623	UveaEast	?	back		tua	t ua	t u	T V	T Y	11	39	tu	236	back:2	38
61658	Rurutuan	?	back		tautua	t au t ua	t a t u	T V T V	T A T Y	12	40	tatu	237	back:2	38
61693	Katingan	?	back		likur	l i k u r	l i k u r	R V K V R	L I K Y R	1	38	likur	238	back:1	37
29362	Minangkabau	?	back		puŋguaŋ	p u ŋ g ua ŋ	p u N g u N	P V N K V N	P Y N K Y N	24	42	puNguN	239	back:3	40
13755	Rennellese	?	back		tuʔa	t u ʔ a	t u 7 a	T V H V	T Y H A	11	39	tu7a	240	back:2	38
20113	Tuamotu	?	back		papatua	p a p a t ua	p a p a t u	P V P V T V	P A P A T Y	11	39	papatu	241	back:10	44
14389	Rarotongan	?	back		mokotua	m o k o t ua	m o k o t u	M V K V T V	M U K U T Y	11	39	mokotu	242	back:13	43
18882	RapanuiEasterIsland	?	back		tuaivi	t uai v i	t u v i	T V W V	T Y B I	11	39	tuvi	243	back:11	38
46213	Tagalog	?	back		likod	l i k o d	l i k o d	R V K V T	L I K U T	1	38	likod	244	back:1	37
29843	Isamorong	?	back		dicod	d i c o d	d i T o d	T V K V T	T I C U T	1	38	diTod	245	back:1	37
64603	DayakNgaju	?	back		likut	l i k u t	l i k u t	R V K V T	L I K Y T	1	38	likut	246	back:1	37
48296	TahitianModern	?	back		tua	t ua	t u	T V	T Y	11	39	tu	247	back:2	38
65498	Itbayat	?	back		licod	l i c o d	l i T o d	R V K V T	L I C U T	1	38	liTod	248	back:1	37
155	Ivasay	?	bad,evil		marahet	m a r a h e t	m a r a h e t	M V R V H V T	M A R A H E T	1	46	marahet	249	bad,evil:2	45
16956	TagalogAnthonydelaPaz	?	bad,evil		masama	m a s a m a	m a s a m a	M V S V M V	M A S A M A	30	50	masama	250	bad,evil:7	49
50707	Rennellese	?	bad,evil		maseʔi	m a s e ʔ i	m a s e 7 i	M V S V H V	M A S E H I	42	53	mase7i	251	bad,evil:10	45
1749	Yami	?	bad,evil		marahet	m a r a h e t	m a r a h e t	M V R V H V T	M A R A H E T	1	46	marahet	252	bad,evil:2	45
2103	Penrhyn	?	bad,evil		kino	k i n o	k i n o	K V N V	K I N U	9	55	kino	253	bad,evil:1	46
11294	Itbayaten	?	bad,evil		maraɨt	m a r aɨ t	m a r a t	M V R V T	M A R A T	1	46	marat	254	bad,evil:2	45
