ID	DOCULECT	GLOTTOCODE	CONCEPT	CONCEPTICON_ID	FORM	TOKENS	ASJP	DOLGO	SCA	COGNATE_CLASS	COGID
3272	Kaike	kaik1246	I		ŋa	ŋ a	N a	N V	N A	I:615	615
3273	Yintale	yint1235	I		khwɛ⁵⁵	kʰ w ɛ	k w E	K W V	K W E	I:615	615
3274	Jinuo	youl1235	I		ŋɔ⁴²	ŋ ɔ	N o	N V	N U	I:615	615
3275	Serdukpen	sher1257	I		gu	g u	g u	K V	K Y	I:615	615
3276	Namuzi	namu1246	I		ŋa⁵⁵	ŋ a	N a	N V	N A	I:615	615
3277	Xiaxe Tibetan	amdo1237	I		ŋa	ŋ a	N a	N V	N A	I:615	615
3278	Lüsu	lisu1250	I		æ⁵³	æ	E	V	E	I:769	769
3280	Liangmai	lian1251	I		i	i	i	V	I	I:769	769
3281	Dimasa	dima1251	I		aŋ	a ŋ	a N	V N	A N	I:615	615
3282	Yeinbaw	yinb1236	I		khi⁵⁵	kʰ i	k i	K V	K I	I:615	615
3283	N-Qiang	nort2722	I		qa	q a	q a	K V	K A	I:769	769
3284	Lijiang-Naxi	lich1241	I		ŋə³¹	ŋ ə	N I	N V	N E	I:615	615
3285	Zeme	zeme1240	I		i	i	i	V	I	I:769	769
3286	Jingpo	kach1280	I		ŋai³³	ŋ a i	N a i	N V V	N A I	I:615	615
3287	Bodo	bodo1269	I		aŋ	a ŋ	a N	V N	A N	I:615	615
3288	Fuzhou	mind1253	I		ŋuai³³	ŋ u a i	N u a i	N V V V	N Y A I	I:615	615
3289	Burmese	nucl1310	I		ŋa	ŋ a	N a	N V	N A	I:615	615
3290	Horpa	horp1239	I		ŋa	ŋ a	N a	N V	N A	I:615	615
3291	Ao-Chungli	chon1286	I		ni	n i	n i	N V	N I	I:615	615
3292	Padam	pada1257	I		ŋo	ŋ o	N o	N V	N U	I:615	615
3293	Bola	pela1242	I		ŋa⁵⁵	ŋ a	N a	N V	N A	I:615	615
3294	Guiqiong	guiq1238	I		ŋö³⁵	ŋ ö	N E	N V	N U	I:615	615
3297	Old Chinese	oldc1244	I		Ła	ł a	l a	R V	L A	I:1331	1331
1	Quueyu	quey1238	all		tə⁵⁵_łye⁵⁵	t ə ɬ y e	t I L i e	T V R V V	T E L Y E	all:406	406
2	Apatari	apat1240	all		mɨlaŋrɨ	m ɨ l a ŋ r ɨ	m I l a N r I	M V R V N R V	M I L A N R I	all:411	411
4	Jirel	jire1238	all		ga_L¹ŋe_L¹	g a ŋ e	g a N e	K V N V	K A N E	all:636	636
5	Old Chinese	oldc1244	all		kīj_	k iː j	k i y	K V J	K I J	all:1465	1465
6	Lhota	loth1237	all		oːmpa	oː m p a	o m p a	V M P V	U M P A	all:660	660
7	Lushai	lush1249	all		an-za-in	a n z a i n	a n z a i n	V N S V V N	A N S A I N	all:268	268
8	Lepcha	lepc1244	all		gŭn	g u n	g u n	K V N	K Y N	all:558	558
9	Sgaw	sgaw1245	all		khɛ⁴⁴_ləʔ⁵³	kʰ ɛ l ə ʔ	k E l I 7	K V R V H	K E L E H	all:382	382
10	Rourou	nusu1239	all		ćiæ³⁵	tsʲ i æ	t i E	T V V	T I E	all:317	317
13	Dulong	drun1238	all		sɨ³¹_naʔ⁵⁵	s ɨ n a ʔ	s I n a 7	S V N V H	S I N A H	all:275	275
14	Tangkul	tang1336	all		hupta	h u p t a	h u p t a	H V P T V	H Y P T A	all:1502	1502
15	Pa'O	paok1235	all		ka⁴⁴_loʔ⁵⁵_lo	k a l o ʔ l o	k a l o 7 l o	K V R V H R V	K A L U H L U	all:382	382
17	Kulung	kulu1253	all		khɔːlɔ	kʰ ɔː l ɔ	k o l o	K V R V	K U L U	all:558	558
18	Geker	geko1235	all		lɔ⁵⁵_nɨʔ⁵³	l ɔ n ɨ ʔ	l o n I 7	R V N V H	L U N I H	all:382	382
19	Ersu	ersu1241	all		ńo³³_kua³³	nʲ o k u a	n o k u a	N V K V V	N U K Y A	all:558	558
21	Ao-Mongsen	mong1332	all		telu	t e l u	t e l u	T V R V	T E L Y	all:406	406
22	Sherpa	sher1255	all		tokHR	t o k	t o k	T V K	T U K	all:1502	1502
23	Rawang	rawa1265	all		šaŋbɛ	ʃ a ŋ b ɛ	S a N b E	S V N P V	S A N P E	all:660	660
25	Bokar	bori1243	all		kə_baŋ	k ə b a ŋ	k I b a N	K V P V N	K E P A N	all:851	851
27	Hmar	hmar1241	all		po_po	p o p o	p o p o	P V P V	P U P U	all:660	660
28	Nusu	nusu1239	all		li⁵⁵	l i	l i	R V	L I	all:406	406
29	Geba	geba1237	all		lu²²_sa⁴⁴_sɛ̃	l u s a s ɛ̃ ∼	l u s a s E n	R V S V S V N	L Y S A S E 9	all:382	382
30	Manu	manu1255	all		lụ⁴⁴_bɔ¹¹	l ṵ b ɔ	l u b o	R V P V	L Y P U	all:382	382
31	Alike Tibetan	amdo1237	all		chaŋ_mæ	tsʰ a ŋ m æ	C a N m E	K V N M V	C A N M E	all:183	183
32	Shixing	shix1238	all		la³³_wa⁵⁵	l a w a	l a w a	R V W V	L A W A	all:692	692
35	Ninglang-Naxi	naxi1245	all		dɨ³³_ta³³	d ɨ t a	d I t a	T V T V	T I T A	all:1502	1502
36	Khaling	khal1275	all		kholeŋ_L	kʰ o l e ŋ	k o l e N	K V R V N	K U L E N	all:558	558
38	W. Kayah	west2409	all		lɔ̣³³_pli¹¹	l ɔ̰ p l i	l o p l i	R V P R V	L U P L I	all:382	382
39	Written Tibetan	tibe1272	all		mthaã_dag	m tʰ a ã ∼ d a g	m t a a n d a g	M T V V N T V K	M T A A 9 T A K	all:1502	1502
41	Batang Tibetan	kham1282	all		jö¹³_chɛʔ⁵³	j ö tsʰ ɛ ʔ	y E C E 7	J V K V H	J U C E H	all:317	317
43	Gurung	guru1261	all		taːn¹	t aː n	t a n	T V N	T A N	all:1502	1502
44	Lhasa Tibetan	tibe1272	all		chaŋ⁵⁵_ma⁵⁵	tsʰ a ŋ m a	C a N m a	K V N M V	C A N M A	all:183	183
45	Garo	garo1247	all		pilak	p i l a k	p i l a k	P V R V K	P I L A K	all:382	382
46	Hill-Miri	nyis1236	all		mɨllɨ	m ɨ l l ɨ	m I l l I	M V R R V	M I L L I	all:411	411
47	Limbu	limb1266	all		kɛrɛk	k ɛ r ɛ k	k E r E k	K V R V K	K E R E K	all:558	558
50	Hakka	hakk1236	all		du¹	d u	d u	T V	T Y	all:1502	1502
51	Motuo-M	dakp1242	all		tham_ćeʔ__TIB	tʰ a m tsʲ e ʔ	t a m t e 7	T V M T V H	T A M T E H	all:16	16
52	Tujia	nort2732	all		xu³_ńi¹	x u nʲ i	x u n i	K V N V	G Y N I	all:275	275
53	Beijing	mand1415	all		dōu	d oː u	d o u	T V V	T U Y	all:1502	1502
54	Zhaba	zhab1238	all		tʃa̲t⁵⁵	tʃ a̰ t	t a t	T V T	T A T	all:317	317
55	Kaike	kaik1246	all		solo	s o l o	s o l o	S V R V	S U L U	all:406	406
56	Yintale	yint1235	all		lu⁵⁵_lu¹¹	l u l u	l u l u	R V R V	L Y L Y	all:382	382
57	Jinuo	youl1235	all		tʃə³³	tʃ ə	t I	T V	T E	all:317	317
58	Serdukpen	sher1257	all		zebdo	z e b d o	z e b d o	S V P T V	S E P T U	all:196	196
59	Namuzi	namu1246	all		a³³_kɛ³³_mu⁵	a k ɛ m u	a k E m u	V K V M V	A K E M Y	all:1467	1467
60	Xiaxe Tibetan	amdo1237	all		ha_no	h a n o	h a n o	H V N V	H A N U	all:275	275
62	Liangmai	lian1251	all		matiu	m a t i u	m a t i u	M V T V V	M A T I Y	all:317	317
63	Dimasa	dima1251	all		kurup_	k u r u p	k u r u p	K V R V P	K Y R Y P	all:25	25
64	Yeinbaw	yinb1236	all		pwại⁴⁴_trv²²	p w a̰ i t r v	p w a i t r v	P W V V T R W	P W A I T R B	all:851	851
65	N-Qiang	nort2722	all		kin_di	k i n d i	k i n d i	K V N T V	K I N T I	all:1502	1502
66	Lijiang-Naxi	lich1241	all		ndɨ³³_χə³³_mb	n d ɨ χ ə m b	n d I G I m b	N T V K V M P	N T I G E M P	all:1502	1502
67	Zeme	zeme1240	all		pelene	p e l e n e	p e l e n e	P V R V N V	P E L E N E	all:275	275
68	Jingpo	kach1280	all		joŋ³¹	j o ŋ	y o N	J V N	J U N	all:267	267
69	Bodo	bodo1269	all		boʔj	b o ʔ j	b o 7 y	P V H J	P U H J	all:718	718
70	Fuzhou	mind1253	all		tou⁵²	t o u	t o u	T V V	T U Y	all:1502	1502
71	Burmese	nucl1310	all		alumː	a l u mː	a l u m	V R V M	A L Y M	all:455	455
72	Horpa	horp1239	all		thəm_ćɛ_TIB	tʰ ə m tsʲ ɛ	t I m t E	T V M T V	T E M T E	all:34	34
73	Ao-Chungli	chon1286	all		aʒak	a ʒ a k	a Z a k	V S V K	A S A K	all:209	209
74	Padam	pada1257	all		apɨŋ	a p ɨ ŋ	a p I N	V P V N	A P I N	all:851	851
75	Bola	pela1242	all		a³¹_la̲p⁵⁵	a l a̰ p	a l a p	V R V P	A L A P	all:402	402
76	Guiqiong	guiq1238	all		giɛ̃³³_ʒ̣ɨ⁵⁵	g i ɛ̃ ∼ ʒ ɨ	g i E n Z I	K V V N S V	K I E 9 S I	all:883	883
79	Written Tibetan	tibe1272	all		thams_ćad	tʰ a m s tsʲ a d	t a m s t a d	T V M S T V T	T A M S T A T	all:317	317
80	Zeme	zeme1240	all		ramme	r a m m e	r a m m e	R V M M V	R A M M E	all:1431	1431
81	Ao-Chungli	chon1286	all		temaŋ	t e m a ŋ	t e m a N	T V M V N	T E M A N	all:1467	1467
82	Quueyu	quey1238	ashes		thə⁵⁵_pka⁵⁵_p	tʰ ə p k a p	t I p k a p	T V P K V P	T E P K A P	ashes:677	677
83	Dhimal	dhim1246	ashes		busuri	b u s u r i	b u s u r i	P V S V R V	P Y S Y R I	ashes:844	844
84	Apatari	apat1240	ashes		múbu	m u b u	m u b u	M V P V	M Y P Y	ashes:844	844
86	Jirel	jire1238	ashes		tha_L¹la_T¹	tʰ a l a	t a l a	T V R V	T A L A	ashes:120	120
87	Old Chinese	oldc1244	ashes		smə̄j	s m ə j	s m I y	S M V J	S M E J	ashes:709	709
88	Idu	idum1241	ashes		i¹_gu¹	i g u	i g u	V K V	I K Y	ashes:517	517
89	Lhota	loth1237	ashes		mipoːk	m i p oː k	m i p o k	M V P V K	M I P U K	ashes:844	844
90	Lushai	lush1249	ashes		mei_vaːp	m e i v aː p	m e i v a p	M V V W V P	M E I B A P	ashes:710	710
91	Lepcha	lepc1244	ashes		yu	y u	i u	V V	Y Y	ashes:711	711
92	Sgaw	sgaw1245	ashes		phaʔ⁵³_sha⁴⁴	pʰ a ʔ sʰ a	p a 7 s a	P V H S V	P A H S A	ashes:710	710
93	Rourou	nusu1239	ashes		na⁵⁵_ma³⁵_phu	n a m a pʰ u	n a m a p u	N V M V P V	N A M A P Y	ashes:844	844
95	Dulong	drun1238	ashes		pa⁵⁵_pu⁵⁵	p a p u	p a p u	P V P V	P A P Y	ashes:844	844
96	Tangkul	tang1336	ashes		hotla	h o t l a	h o t l a	H V T R V	H U T L A	ashes:438	438
97	Pa'O	paok1235	ashes		pha³³	pʰ a	p a	P V	P A	ashes:710	710
98	Kulung	kulu1253	ashes		chubui	tsʰ u b u i	C u b u i	K V P V V	C Y P Y I	ashes:438	438
99	Geker	geko1235	ashes		pha²²_sha⁴⁴	pʰ a sʰ a	p a s a	P V S V	P A S A	ashes:710	710
100	Ersu	ersu1241	ashes		ər⁵⁵	ə r	I r	V R	E R	ashes:1443	1443
102	Ao-Mongsen	mong1332	ashes		opu	o p u	o p u	V P V	U P Y	ashes:844	844
103	Sherpa	sher1255	ashes		thalǯum_LR	tʰ a l dʒ u m	t a l d u m	T V R T V M	T A L T Y M	ashes:120	120
104	Rawang	rawa1265	ashes		khaphu	kʰ a pʰ u	k a p u	K V P V	K A P Y	ashes:844	844
106	Bokar	bori1243	ashes		mə_reː	m ə r eː	m I r e	M V R V	M E R E	ashes:1443	1443
107	Hmar	hmar1241	ashes		pilvut	p i l v u t	p i l v u t	P V R W V T	P I L B Y T	ashes:517	517
108	Nusu	nusu1239	ashes		dʒɛr⁴²_nhɛr⁴²	dʒ ɛ r nʰ ɛ r	d E r n E r	T V R N V R	T E R N E R	ashes:279	279
109	Geba	geba1237	ashes		phɛʔ⁵³_shɛ⁴⁴	pʰ ɛ ʔ sʰ ɛ	p E 7 s E	P V H S V	P E H S E	ashes:710	710
110	Manu	manu1255	ashes		ku¹¹_pha⁴⁴	k u pʰ a	k u p a	K V P V	K Y P A	ashes:710	710
111	Shixing	shix1238	ashes		pa³³_ji³⁵	p a j i	p a y i	P V J V	P A J I	ashes:710	710
114	Ninglang-Naxi	naxi1245	ashes		luə¹³	l u ə	l u I	R V V	L Y E	ashes:438	438
115	Khaling	khal1275	ashes		püyüH	p y y y	p i i i	P V V V	P Y Y Y	ashes:438	438
117	W. Kayah	west2409	ashes		kɔ⁵⁵_phɛ¹¹	k ɔ pʰ ɛ	k o p E	K V P V	K U P E	ashes:710	710
118	Written Tibetan	tibe1272	ashes		go_thal	g o tʰ a l	g o t a l	K V T V R	K U T A L	ashes:120	120
119	Batang Tibetan	kham1282	ashes		thei¹³_kâ⁵⁵	tʰ e i k a	t e i k a	T V V K V	T E I K A	ashes:120	120
121	Gurung	guru1261	ashes		mebro¹	m e b r o	m e b r o	M V P R V	M E P R U	ashes:438	438
122	Lhasa Tibetan	tibe1272	ashes		kho¹³_thɛ⁵⁵	kʰ o tʰ ɛ	k o t E	K V T V	K U T E	ashes:120	120
123	Garo	garo1247	ashes		tapra	t a p r a	t a p r a	T V P R V	T A P R A	ashes:438	438
124	Hill-Miri	nyis1236	ashes		maya	m a j a	m a y a	M V J V	M A J A	ashes:711	711
125	Limbu	limb1266	ashes		thappu	tʰ a p p u	t a p p u	T V P P V	T A P P Y	ashes:1514	1514
127	Hakka	hakk1236	ashes		foi¹	f o i	f o i	P V V	B U I	ashes:709	709
128	Motuo-M	dakp1242	ashes		thu_lu	tʰ u l u	t u l u	T V R V	T Y L Y	ashes:120	120
129	Tujia	nort2732	ashes		pu⁴_chi³	p u tsʰ i	p u C i	P V K V	P Y C I	ashes:844	844
130	Beijing	mand1415	ashes		xūi	x uː i	x u i	K V V	G Y I	ashes:709	709
131	Zhaba	zhab1238	ashes		_mop⁵⁵	m o p	m o p	M V P	M U P	ashes:710	710
132	Kaike	kaik1246	ashes		malha	m a lʰ a	m a l a	M V R V	M A L A	ashes:438	438
133	Yintale	yint1235	ashes		pha³³	pʰ a	p a	P V	P A	ashes:710	710
134	Jinuo	youl1235	ashes		a³³_mə⁵⁵	a m ə	a m I	V M V	A M E	ashes:709	709
135	Serdukpen	sher1257	ashes		mi	m i	m i	M V	M I	ashes:709	709
136	Namuzi	namu1246	ashes		la³⁵	l a	l a	R V	L A	ashes:438	438
137	Xiaxe Tibetan	amdo1237	ashes		tha	tʰ a	t a	T V	T A	ashes:120	120
138	Lüsu	lisu1250	ashes		źy³⁵	zʲ y	z i	S V	S Y	ashes:1443	1443
139	Dimasa	dima1251	ashes		thapla	tʰ a p l a	t a p l a	T V P R V	T A P L A	ashes:438	438
140	Yeinbaw	yinb1236	ashes		pha¹¹	pʰ a	p a	P V	P A	ashes:710	710
141	N-Qiang	nort2722	ashes		ći_ći_bu_zụ	tsʲ i tsʲ i b u z ṵ	t i t i b u z u	T V T V P V S V	T I T I P Y S Y	ashes:710	710
142	Lijiang-Naxi	lich1241	ashes		ɣɨ⁵⁵	ɣ ɨ	x I	K V	G I	ashes:438	438
143	Zeme	zeme1240	ashes		tinbun	t i n b u n	t i n b u n	T V N P V N	T I N P Y N	ashes:681	681
144	Jingpo	kach1280	ashes		tap³¹	t a p	t a p	T V P	T A P	ashes:1514	1514
145	Bodo	bodo1269	ashes		_haŋgar	h a ŋ g a r	h a N g a r	H V N K V R	H A N K A R	ashes:531	531
146	Fuzhou	mind1253	ashes		xui⁵⁵	x u i	x u i	K V V	G Y I	ashes:709	709
147	Burmese	nucl1310	ashes		pra	p r a	p r a	P R V	P R A	ashes:438	438
148	Horpa	horp1239	ashes		flɛ	f l ɛ	f l E	P R V	B L E	ashes:438	438
149	Ao-Chungli	chon1286	ashes		ap	a p	a p	V P	A P	ashes:844	844
150	Padam	pada1257	ashes		med-bu	m e d b u	m e d b u	M V T P V	M E T P Y	ashes:844	844
151	Bola	pela1242	ashes		mi³¹_map³¹	m i m a p	m i m a p	M V M V P	M I M A P	ashes:710	710
152	Guiqiong	guiq1238	ashes		c̣hɨ⁵³	tʂʰ ɨ	t I	T V	T I	ashes:710	710
153	Quueyu	quey1238	ashes		thə⁵⁵_pka⁵⁵_p	tʰ ə p k a p	t I p k a p	T V P K V P	T E P K A P	ashes:710	710
154	Apatari	apat1240	ashes		muyu	m u y u	m u i u	M V V V	M Y Y Y	ashes:711	711
155	Jirel	jire1238	ashes		tha_L¹la_T¹	tʰ a l a	t a l a	T V R V	T A L A	ashes:438	438
156	Lushai	lush1249	ashes		vut	v u t	v u t	W V T	B Y T	ashes:517	517
157	Kulung	kulu1253	ashes		chubui	tsʰ u b u i	C u b u i	K V P V V	C Y P Y I	ashes:844	844
160	Hmar	hmar1241	ashes		mei_waːm	m e i w aː m	m e i w a m	M V V W V M	M E I W A M	ashes:710	710
162	Khaling	khal1275	ashes		püyüH	p y y y	p i i i	P V V V	P Y Y Y	ashes:844	844
164	Limbu	limb1266	ashes		thappu	tʰ a p p u	t a p p u	T V P P V	T A P P Y	ashes:844	844
165	Dhimal	dhim1246	bark		dhale	d h a l e	d h a l e	T H V R V	T H A L E	bark:1111	1111
166	Jirel	jire1238	bark		kok_L¹ten_T¹	k o k t e n	k o k t e n	K V K T V N	K U K T E N	bark:502	502
167	Old Chinese	oldc1244	bark		bhaj	b h a j	b h a y	P H V J	P H A J	bark:689	689
168	Lhota	loth1237	bark		fu	f u	f u	P V	B Y	bark:664	664
169	Lushai	lush1249	bark		hawŋ	h a w ŋ	h a w N	H V W N	H A W N	bark:589	589
170	Lepcha	lepc1244	bark		a-pi_ST³⁶⁹	a p i	a p i	V P V	A P I	bark:871	871
171	Sgaw	sgaw1245	bark		ṭeʔ⁵³_phiʔ⁵³	ʈ e ʔ pʰ i ʔ	t e 7 p i 7	T V H P V H	T E H P I H	bark:872	872
173	Tangkul	tang1336	bark		akor	a k o r	a k o r	V K V R	A K U R	bark:583	583
174	Pa'O	paok1235	bark		pheʔ⁵⁵	pʰ e ʔ	p e 7	P V H	P E H	bark:872	872
176	Kulung	kulu1253	bark		hɔu	h ɔ u	h o u	H V V	H U Y	bark:502	502
177	Geker	geko1235	bark		ṭəɨ³¹_phʌiʔ⁵³	ʈ ə ɨ pʰ ʌ i ʔ	t I I p o i 7	T V V P V V H	T E I P E I H	bark:872	872
178	Ao-Mongsen	mong1332	bark		kap	k a p	k a p	K V P	K A P	bark:506	506
179	Sherpa	sher1255	bark		kowa_LFšiŋ_LF	k o w a ʃ i ŋ	k o w a S i N	K V W V S V N	K U W A S I N	bark:502	502
180	Rawang	rawa1265	bark		sɛ	s ɛ	s E	S V	S E	bark:484	484
183	Hmar	hmar1241	bark		hawŋ	h a w ŋ	h a w N	H V W N	H A W N	bark:589	589
184	Geba	geba1237	bark		phaʔ⁵³	pʰ a ʔ	p a 7	P V H	P A H	bark:872	872
185	Manu	manu1255	bark		phɔ¹¹	pʰ ɔ	p o	P V	P U	bark:872	872
188	Khaling	khal1275	bark		kaH	k a	k a	K V	K A	bark:502	502
189	W. Kayah	west2409	bark		ćɔ¹¹_pha⁵⁵	tsʲ ɔ pʰ a	t o p a	T V P V	T U P A	bark:872	872
190	Written Tibetan	tibe1272	bark		pags_pa	p a g s p a	p a g s p a	P V K S P V	P A K S P A	bark:863	863
192	Gurung	guru1261	bark		phi¹	pʰ i	p i	P V	P I	bark:872	872
193	Garo	garo1247	bark		bigil	b i g i l	b i g i l	P V K V R	P I K I L	bark:583	583
194	Hill-Miri	nyis1236	bark		epən	e p ə n	e p I n	V P V N	E P E N	bark:847	847
195	Limbu	limb1266	bark		hoːrik	h oː r i k	h o r i k	H V R V K	H U R I K	bark:502	502
196	Hakka	hakk1236	bark		pi²_	p i	p i	P V	P I	bark:689	689
197	Beijing	mand1415	bark		pí	p i	p i	P V	P I	bark:689	689
198	Kaike	kaik1246	bark		swɔp	s w ɔ p	s w o p	S W V P	S W U P	bark:484	484
199	Yintale	yint1235	bark		sein¹³_bei³³	s e i n b e i	s e i n b e i	S V V N P V V	S E I N P E I	bark:863	863
200	Serdukpen	sher1257	bark		skuk	s k u k	s k u k	S K V K	S K Y K	bark:502	502
201	Liangmai	lian1251	bark		gi	g i	g i	K V	K I	bark:714	714
202	Dimasa	dima1251	bark		boŋur	b o ŋ u r	b o N u r	P V N V R	P U N Y R	bark:583	583
203	Yeinbaw	yinb1236	bark		θɨ̃¹¹_phe⁵⁵	θ ɨ̃ ∼ pʰ e	8 I n p e	T V N P V	D I 9 P E	bark:872	872
204	Zeme	zeme1240	bark		gei	g e i	g e i	K V V	K E I	bark:714	714
205	Bodo	bodo1269	bark		biguʔr	b i g u ʔ r	b i g u 7 r	P V K V H R	P I K Y H R	bark:583	583
206	Fuzhou	mind1253	bark		phui⁵²_	pʰ u i	p u i	P V V	P Y I	bark:689	689
207	Burmese	nucl1310	bark		akhauk	a kʰ a u k	a k a u k	V K V V K	A K A Y K	bark:502	502
208	Ao-Chungli	chon1286	bark		kap	k a p	k a p	K V P	K A P	bark:506	506
209	Padam	pada1257	bark		ešiŋ_ašik	e ʃ i ŋ a ʃ i k	e S i N a S i k	V S V N V S V K	E S I N A S I K	bark:712	712
210	Bodo	bodo1269	bark		bikoʔŋ	b i k o ʔ ŋ	b i k o 7 N	P V K V H N	P I K U H N	bark:589	589
211	Quueyu	quey1238	belly		lvu⁵⁵	l v u	l v u	R W V	L B Y	belly:683	683
212	Dhimal	dhim1246	belly		himuŋ	h i m u ŋ	h i m u N	H V M V N	H I M Y N	belly:1460	1460
214	Jirel	jire1238	belly		su_L²ba_T¹	s u b a	s u b a	S V P V	S Y P A	belly:190	190
215	Old Chinese	oldc1244	belly		pŭk	p u k	p u k	P V K	P Y K	belly:566	566
216	Idu	idum1241	belly		khra³_poŋ³⁴	kʰ r a p o ŋ	k r a p o N	K R V P V N	K R A P U N	belly:834	834
217	Lhota	loth1237	belly		oːpoːk	oː p oː k	o p o k	V P V K	U P U K	belly:566	566
218	Lushai	lush1249	belly		pum	p u m	p u m	P V M	P Y M	belly:834	834
219	Lepcha	lepc1244	belly		băk	b a k	b a k	P V K	P A K	belly:566	566
220	Sgaw	sgaw1245	belly		hə⁴⁴_phə⁴⁴	h ə pʰ ə	h I p I	H V P V	H E P E	belly:827	827
221	Rourou	nusu1239	belly		va³¹_læ³¹	v a l æ	v a l E	W V R V	B A L E	belly:683	683
224	Dulong	drun1238	belly		pa⁵⁵	p a	p a	P V	P A	belly:827	827
225	Tangkul	tang1336	belly		wuk	w u k	w u k	W V K	W Y K	belly:566	566
226	Pa'O	paok1235	belly		hoʔ²²	h o ʔ	h o 7	H V H	H U H	belly:683	683
227	Kulung	kulu1253	belly		bɔ	b ɔ	b o	P V	P U	belly:566	566
228	Geker	geko1235	belly		phu⁵⁵	pʰ u	p u	P V	P Y	belly:827	827
229	Ersu	ersu1241	belly		ji³³_pha⁵⁵	j i pʰ a	y i p a	J V P V	J I P A	belly:880	880
231	Ao-Mongsen	mong1332	belly		tupuk	t u p u k	t u p u k	T V P V K	T Y P Y K	belly:566	566
232	Sherpa	sher1255	belly		supHF	s u p	s u p	S V P	S Y P	belly:190	190
233	Rawang	rawa1265	belly		phəwa	pʰ ə w a	p I w a	P V W V	P E W A	belly:683	683
